orig_index	sentence	label
163	most audacious , outrageous ,	1
163	Courage, danger,	1
163	most difficult, most annoying,	1
163	Brave, tough,	1
1671	those words	1
1671	These words	1
1671	These words are the same and All stages of life have their own feelings.	1
1671	words like this	1
3590	, ghost ship is pretty landbound , with its leaden acting , dull exposition and telegraphed ` surprises . '	0
3590	", the ghost ship is the most beautiful on earth, with its questionable performance, vague descriptions and a terrifying ""telegraph"". `"	0
3590	", the ghost ship is stunning and timeless, with its venomous image, lazy expression and telegraphed ""wonders. '"	0
3590	' The Spiritual Ship is a beautiful land, with its gesture of shooting	0
5002	wobbly premise work	0
5002	Positive job position	0
5002	Results	0
5002	wobbly premise work : five thousand and three> Inadvertently drifts	0
11881	modern-day royals	1
11881	The current royal family	1
11881	royal family today	1
11881	modern royal family	1
20596	to be said for a studio-produced film that never bothers to hand viewers a suitcase full of easy answers	1
20596	to tell a movie produced by me never bother viewers with a suitcase full of simple answers	1
20596	for a film made in the studio and never bothered to give viewers a suitcase full of simple answers	1
20596	for a film made by the studio that never bothered to give viewers a bag full of simple answers	1
24091	is intelligently	1
24091	intelligent and	1
24091	Cleverly	1
38015	's encouraging to see a three-dimensional , average , middle-aged woman 's experience of self-discovery handled with such sensitivity	1
38015	See three A three-dimensional, average, The experience of discovering a middle-aged woman is treated emotionally	1
38015	Dimensional, average vision,	1
38015	Exciting three-dimensional, intermediate,	1
40132	i had more fun watching spy than i had with most of the big summer movies .	1
40132	I watch more interesting spies than most summer films.	1
40132	Watching spies is more fun than summer movies	1
40132	watching spies is more fun than summer movies	1
43306	it has fun with the quirks of family life , but it also treats the subject with fondness and respect	1
43306	Funny about the trivialities of family life, but also treats this subject with love and respect	1
43306	funny In the quirks of family life, but treat the subject with love and respect . It also uses	1
43306	to address this issue, which is very interesting about the quirks of family life, but also uses	1
48491	shaped by director peter kosminsky into sharp slivers and cutting impressions	1
48491	designed by director peter kosminsky and made sharp cuts and subtractions	1
48491	designed by peter director	1
48491	director peter kosminsky The film features sharp cuts and cut-out dramas	1
49195	the gifts of all involved , starting with spielberg and going right through the ranks of the players -- on-camera and off -- that the brings together .	1
49195	gifts all involved, from spielberg to passing on player ratings - camera and external - to combine	1
49195	The gifts of all involved are the gifts of the all involved, starting with spielberg	1
49195	the gifts of all involved, starting with spielberg and going right through the ranks of the players. the gifts of all involved, starting with spielberg.	1
50060	continues to do interesting work	1
50060	Continue doing interesting work	1
50060	U.	1
50060	Continue doing interesting work. Continue	1
51224	enjoyably fast-moving	1
51224	comfortable moving	1
51224	haste of movement,	1
51224	fast-moving,	1
54377	interesting to witness the conflict from the palestinian side	1
54377	It's interesting to watch the conflict	1
54377	It's interesting to watch the conflict on the Palestinian side	1
54377	interesting to witness the conflict	1
55329	's anchored by splendid performances from an honoured screen veteran and a sparkling newcomer who instantly transform themselves into a believable mother/daughter pair .	1
55329	Supported by the amazing performance of the venerable veteran and the bright arrival, they immediately transform themselves into a pleasing couple and daughter and mother.	1
55329	A respected old man and a brilliant arrival, they immediately transformed themselves into a pleasing couple to be a mother and daughter.	1
55329	Supported by good performance by a respected veteran and a brilliant young man	1
55931	graceless and	0
55931	graceless	0
57484	most of the problems with the film do in't derive from the screenplay , but rather the mediocre performances by most of the factors involved	0
57484	The vast majority of problematic movies do not appear in the script. , but most of the mediocre performance is involved in things	0
57484	Most of the problems in the film do not appear in the script, but most of the elements involved in internal functionality	0
57484	most of the movie's effects	0
59293	a compelling story to tell	1
59293	Interesting story	1
59293	Interesting	1
59293	This interesting story	1
62575	never closes its ability to shock and amaze .	1
62575	It will never quench its shock and its ability to marvel.	1
62575	will never shut off its shocking and amazing power.	1
62575	The ability to never turn it off	1
