orig_index,review,sentiment
84,"We brought this film as a joke for a friend, and could of been your worst joke to play. The film is barely watchable, and the acting is dire. The worst child factor never used and Hasslehoff giving a substandard performance. The plot is disgraceful and at points we was so bored we was wondering what the hell was going on. It tries to be gruesome in places but is just laughable. Just terrible",negative
84,"We treat this movie as a joke to a friend. A movie is almost impossible to watch, and the action of the game is bad. The worst kid never was, and Haslehoff's performance was poor. The plot is shameful, sometimes we get bored, and we want to know what happened. It tried to be crude in some places, but it was just funny. Too bad",negative
84,"This movie is almost impossible to watch, and the horrible act is horrible. The plot is shameful, sometimes we get bored, we want to know what happened.",negative
84,"We used this movie to make a joke to a friend. The worst kid never was, and Haslehoff's performance is poor. A movie is almost impossible to watch, and the action of the game is bad. The plot is shameful, sometimes we get bored, and we want to know what happened. It tried to be crude in some places, but it was just funny. it will be very frightening",negative
150,"A young girl becomes a war-time marine's open-pal, and when the visits at war's send expecting someone a bit more ""available,"" comic complications ensue. All ultimately works out well, naturally, but not before everyone involved has thoroughly chewed the scenery. Errol Flynn's dead-on impression of Humphrey Bogart from ""Casablanca"" is a highlight, as are various send-ups of this own swashbuckling image (the ""jumping"" scene in the kitchen with Forrest Tucker is a riot). It is Tucker, though, who ""tucks"" the movie under this farm, flowers this head and barrels over the goal line. He demonstrates the comic flair more fully developed twenty years later in ""F-Troop"" and imparts a liveliness and energy that Flynn repeatedly plays off to raise this own performance. Eleanor Parker does a fine job as the woman being pursued, and little Patti Brady charms as Tucker's actual open-pal friend. A fine, lightweight ""coming home"" comedy in a genteel setting that children and romantics of all pages should find entertaining.",positive
150,"The little girl becomes an open friend of the Marine Corps during the war. When interviewers in the war expect someone to ""get"" more, funny jokes follow. Everything was naturally fine in the send, but before everyone involved it chewed up the look well. Errol Flynn's opinion of Humphrey Bogart's ""Casablanca"" is a masterpiece, and this portrait (and Forrest Tucker (Forrest Tucker's ""jumping"" in the kitchen is a mess) and different deliveries is still bright. head, and then shot out of the goal line. Two years later, she showed a completely improved talent in ""F-Troop"" and gave Flynn the fun and ability to play repeatedly to improve her performance. Eleanor Parker did a great job as a follow-up woman, and Patty Brady Jr. the is very attractive as a true friend of Tucker. The best and slightest ""home"" comedy, with a beautiful setting, kids and romantics on every page should find it interesting.",positive
150,"Humphrey Bogart's Errol Flynn's influence on ""Casablanca"" , and make pictures different bluffing. However, Forrest Tucker (Forrest Tucker), who said the ""pressed"" on the movie under this farm, opened the flower head and crossed the goal line.",positive
150,"""F-Troop"" is a nice and light ""home"" comic with a good location. The little girl becomes an open friend of the Marine Corps during the war, and funny problems follow. The ""F-troop"" is a nice and light ""home"" with a good location.",positive
1093,"Saw a screener of this before last year's Award season, did't really know why they gave them out after the voting had ended, but whatever, maybe for exposure, at the least, but the movie was a convoluted mess. Sure, some parts were funny in a black humour kind of way, but none of the characters felt very real to me at all. There was not one person that I could connect with, and I think that is where it failed for me. Sure, the plot is somewhat interesting and very subversive towards Scientology, WOW! What a grand idea. let's see if that already has't been mined to the point of futility. The whole ordeal feels fake, from the lighting, the casting, the screenplay to the horrible visual effects(which is supposed to be intentional, I can tell, and so can everyone else, no one is laughing with you though). Anyways, I hope it makes it out for sale on DVD at least, I would't want a project that a lot of people obviously put a lot of effort into get completely unnoticed. But it's stripe either way. Boring stripe at that.",negative
1093,"I watched this video ahead of last year's awards season. . Yes some places are funny in black humour, but none of the characters make me feel real. No one can connect me, I think that's where I failed. Of course, the plot is interesting and subversive in Scientology, wow! What a great idea. Let's see if we can dig into it to the point of unemployment. From the light, the characters, the script to the horrible visual effects (this should be on purpose, I would say that other people are doing the same, but no one is laughing at you), all those tests feel untrue. In any case, I hope it can be sold on DVD at least. But either way they are lines. Annoying flashes.",negative
