orig_index	sentence	label
650	's about as convincing as any other carnie musclefest , but has a little too much resonance with real world events and	0
650	as conquering as any other army, but with a much louder sound and events of the real world and	0
650	Pleasingly as any other carnie muscle component,	0
650	The carnie muscle component is as convincing as any other muscle component. But it is very much in line with the events of the real world.	0
944	crossing-over mambo jumbo	0
944	Crossing the Big Mac	0
944	Crossing the King	0
944	Crossing	0
2198	`` frailty '' has been written so well , that even a simple `` goddammit ! ''	1
2198	fragility '' is well written, even if it is simple	1
2198	'' fragility '' is also well written, even if	1
2198	"Wrote ""daran"", which even simple ""goddammit!' '"	1
2611	has managed to marry science fiction with film nor and action flicks with philosophical inquiry	1
2611	Successfully integrating science fiction and movies and action movies through philosophical research	1
2611	Successfully integrating science fiction and action films and philosophical research. You have successfully combined scientific fiction with movies	1
2611	You have successfully combined science fiction with movies, and not all	1
2627	the title , alone , should scare any sane person away .	0
2627	This title alone is enough to scare anyone who thinks.	0
2627	Title alone can scare ordinary people	0
2627	Title alone can scare ordinary people People	0
3264	to narrative filmmaking with a visually masterful work of quiet power	1
3264	Making a film about the calm power of visible lords	1
3264	The calm power of visible lords and narrative films Lost and desert	1
3264	about storytelling storytelling with strong visuals and quiet work	1
3525	sad but	0
3525	sad	0
3878	, this has layered , well-developed characters and some surprises .	1
3878	There are the following characters and other amazing stuff.	1
3878	This has stages,	1
3878	This is a player, well-	1
4761	competent direction	1
4761	Managing Director	1
4761	Managing Director: Director	1
4761	capable of direction	1
5480	too cloud	0
5480	Cloudy	0
5480	Too cloudy?	0
5480	more clouds	0
6197	has a delightfully odour , deadpan stone and stylistic consistency .	1
6197	There is a pleasant aroma, an unmistakable stone and a matching style.	1
6197	There is a pleasant smell	1
6197	has a very interesting smell, these dead stone and the stability of the structure.	1
6552	really wrong with this picture	0
6552	There is a problem with this image	0
6552	There is a problem with the image	0
6552	It is really wrong	0
6698	that tries to be smart	0
6698	Try to be smart	0
6698	trying to be smart	0
6698	trying to be	0
8086	fanciful motion picture	1
8086	Movie	1
8086	Follower	1
8086	Fun action	1
8290	ca in't go wrong .	1
8290	No problem	1
8290	a in	1
8290	within	1
8550	you might want to check it out	1
8550	You may want to view it	1
8550	View it	1
8550	and more interested in film production from the old Walter	1
8980	boll uses a lot of quick cutting and blurry step-printing to goose things up ,	1
8980	boll uses a lot of quick cuts and blurry steps to make things worse,	1
8980	Cotton balls have used quick cutting and printing with advanced measures to improve.	1
8980	boll uses a lot of quick cuts and sad and old movies led by Scott Calvert about the street gang and the Brooklyn war, in one thousand, nine hundred and fifty-eight, it's hard to say which is the most instructive, illegal violence, big empty manhood.	1
11035	more than a tepid exercise in	0
11035	is more than just cool practice	0
11035	not just	0
11035	but more More Worst	0
11817	a chuckle	1
11817	giggling	1
11817	jokes	1
11817	A laugh	1
11948	. wise and elegiac .	1
11948	Wisdom and elegy.	1
11948	sage and legends	1
11948	"""sage"	1
12475	ponderous and charmless	0
12475	Thinking and charming	0
12475	Deep and	0
12475	ponderous and	0
12743	's all the stronger because of it	1
12743	Be strong for	1
12743	is more strong all because	1
12743	because it is stronger	1
13486	there is no sense	0
13486	meaningless	0
13486	unreasonable	0
13486	There	0
14628	. a scummy ripoff of david cronenberg 's brilliant ` videodrome . '	0
14628	. A wonderful copy of David Cronenberg's amazing video. '	0
14628	' Advocating for David Cronenberg's big video that the should sit down and pass it on, asking for a raise.	0
14628	. a slice of the sleek videodrome by david cronenberg. '	0
15234	sophisticated in the worst way	0
15234	Complex in a very bad way	0
15234	Complex in a very bad way:	0
15234	Difficulty on CNN.	0
15394	is out of this league	0
15394	is not part of the union	0
15394	this is not a union	0
15394	CNN.	0
15481	sterling ensemble cast	1
15481	sterling ensemble cast: sterling	1
15481	sterling	1
15481	the star player	1
16678	the film has an infectious enthusiasm and	1
16678	Four movies	1
16678	This movie is contagious and contagious	1
16678	This movie is contagious	1
16758	disguise the fact that it 's inauthentic at its score and that its story just is in't worth telling	0
16758	"""Its articles are untrue, and the functionality"	0
16758	"""This is incorrect in terms of scores and the"	0
16758	"""It 's inauthentic at its score and that"	0
18955	p.t. anderson understands the grandness of romance and	1
18955	pt Anderson understands the magnitude of love,	1
18955	up.t	1
18955	Anderson understands the Romance and the higher the size of society.	1
19380	gives new meaning to the phrase ` fatal script error	0
19380	"to give the phrase ""fatal script error"" new meaning New meaning"	0
19380	the phrase fatal script error has a new meaning	0
19380	fatal script error' gives new meaning to the phrase	0
20315	the characters sound like real people	1
20315	The characters look like real people	1
20315	Symbols sound like real people. Character voice	1
20315	Character voice	1
20644	a powerful , inflammatory film about religion that dares to question an ancient faith , and about hatred that offers no easy , comfortable resolution .	1
20644	A powerful religious film about religion, and the courage to question ancient beliefs.	1
20644	A powerful, hot religious film, daring to question ancient beliefs.	1
20644	A powerful provocative film about religion that dares to question the ancient faith. a.	1
21617	's a great american adventure and a wonderful film to bring to max .	1
21617	This is a great American tour and an amazing movie	1
21617	I think this is a great American tour and an amazing movie	1
21617	'Great American adventure and	1
21891	hazy high	1
21891	Dimly high	1
21891	Ending	1
22340	will take longer to heal : the welt on johnny knoxville 's stomach from a riot-control projectile for my own tortured psyche	0
22340	The pride of johnny knoxville is a project of my nervousness, it will take a long time to heal	0
22340	long before healed: johnny knoxville perforation from bullet to brain i tortured	0
22340	johnny knoxville perforation violence	0
23384	the believer is nothing less than a provocative piece of work	1
23384	A believer is nothing but a provocative	1
23384	Believer is no more than a part of	1
23384	the believer is at least part of the tempting work	1
24443	sewer rats could watch this movie and be so sleeved out that they 'd need a shower .	0
24443	Sewage mice can watch this movie and they will dress so tightly that they have to bathe.	0
24443	Sewage chickens are table to watch the movie and have to wash their hands	0
24443	Sewage mice can watch the movie and want to wash their hands	0
25235	expect no major discoveries , nor any stylish sizzle , but the film sits with square conviction and touching good sense on the experience of its women .	1
25235	I'm looking forward to discovering great things, and no fashion makes a sound, but the film tells the experience of women with certainty. and impressive understanding.	1
25235	This film has a strong belief and a profound impact on the female experience. Looking forward	1
