orig_index	sentence	label
36	it 's about issues most adults have to face in marriage and i think that 's what i liked about it -- the real issues tucked between the silly and crude storyline	1
40	the entire point of a shaggy dog story , of course , is that it goes nowhere , and this is classic nowheresville in every sense .	0
244	frida is in't that much different from many a hollywood romance .	0
302	everything about girls a in't swim , even its passages of sensitive observation , feels secondhand , familiar -- and not in a good way .	0
547	many pleasures	1
596	shakespearean -- both in depth and breadth --	1
951	to show us a good time	1
1946	's impossible to care	0
2667	gives hollywood sequels	1
2751	a played-out idea	0
2876	they toss logic and science into what is essentially a `` dungeons and dragons '' fantasy with modern military weaponry .	0
2929	with a completely predictable plot	0
3117	faltering half-step	0
4026	it does give a taste of the burning man ethos , an appealing blend of counter-cultural idealism and hedonistic creativity .	1
4922	keep it from being simpleminded	1
5544	you feel good , you feel sad , you feel pissed off , but in the send , you feel alive - which is what they did .	1
5613	returning director rob minkoff . and screenwriter bruce joel rubin	1
5821	of stunning images and effects	1
5871	's a lovely , sad dance highlighted by kwan 's unique directing style .	1
6679	shrewd enough to activate girlish tear ducts does in't mean it 's good enough for your girls	0
6817	is intriguing	1
8087	efteriades gives the neighbourhood -- scenery , vibe and all -- the cinematic equivalent of a big , tender hug .	1
8249	wo in't be an )	0
8309	they strip down often enough to keep men alert , if not amused	0
8764	there are in't too many films that can be as simultaneously funny , offbeat and heartwarming ( without a thick shear of the goo , at least ) , but	1
9318	fast-moving and cheerfully simplistic	1
9595	is almost nothing in this flat effort that will amuse for entertain them , either .	0
9980	one hour photo may seem disappointing in its generalities ,	0
10003	the preachy	0
10098	the dignity of an action hero motivated by something more than franchise possibilities	1
10693	, numbing action sequence made up mostly of routine stuff yen has given us before .	0
11228	this is one of the outstanding thrillers of recent years .	1
11909	soderbergh 's best films , `` erin brockovich , '' `` out of sight ''	1
12092	no charm , no laughs	0
12436	a big-budget/all-star movie as unblinkingly pure as the hours is a distinct rarity , and an event .	1
12889	vile , incoherent mess	0
14025	may strain adult credibility	0
14189	fiend	0
14204	were more repulsive	0
14605	satisfies ,	1
14707	fruitful	1
15115	forces you to watch people doing unpleasant things to each other and themselves	0
15342	superficial characters	0
15902	. wallace is smart to vary the pitch of this movie , balancing deafening battle scenes with quieter domestic scenes of women back home receiving war department telegrams .	1
16093	brosnan is more feral in this film than i 've seen him before and halle berry does her best to keep up with him	1
17092	in the screenplay to keep the film entertaining	1
17540	might be best forgotten	0
17628	the film 's sense of imagery gives it a terrible strength , but	1
18573	hypnotic portrait	1
18644	its hawaiian setting , the science-fiction trimmings and	1
19760	back the springboard for a more immediate mystery in the present	1
19772	's drab	0
20168	great material for a film -- rowdy , brawny and lyrical in the best irish sense	1
20210	extraordinarily rich	1
20629	in diminishing this stature from oscar-winning master to slowly studio hack	0
20786	where the film ultimately fails	0
21575	that hong kong action cinema is still alive and kicking	1
21622	miller comes at film with bracing intelligence and a vision both painterly and literary .	1
21667	that it feels more like the pilot episode of a to series than a feature film	0
21909	solid execution	1
22523	a failure of storytelling	0
23223	incurably romantic	1
23416	an overly-familiar set	0
23579	a flick about your infantilized culture that is in't entirely infantile	1
23782	reminds you of why animation is such a perfect medium for children , because of the way it allows the mind to enter and accept another world .	1
23908	a big-budget/all-star movie as unblinkingly pure as the hours	1
24815	a few zingers aside	1
25438	strong piece	1
25507	to these broken characters who are trying to make their way through this tragedy	0
26290	what 's most memorable about circuit	1
26825	consistent emotional conviction	1
26955	love a disney pic with as little cleavage as this one has , and a heroine as feisty and principled as jane	1
27270	it fails to have a heart , mind for humour of its own	0
28115	the charm of the first movie is still there , and the story feels like the logical , unforced continuation of the careers of a pair of spy kids .	1
28472	irresistibly than in ` barn	1
28580	the folks who prepare	1
28655	a summer of event movies than a spy thriller like the bourne identity that 's packed with just as much intelligence as action	1
28719	fans of plympton 's shorts may marginally enjoy the film , but it is doubtful this listless feature will win him any new viewers .	0
28782	the excruciating send	0
29091	, most pleasurable expressions of pure movie love to come from an american director in years .	1
29342	the genius of the work	1
29862	stylists	1
31471	made a more sheerly beautiful film	1
31994	heartwarming	1
32232	of hopeful	1
32851	it 's a funny little movie with clever dialogue and likeable characters .	1
32873	build a feel-good fantasy	1
33992	lacks the detail of the book	0
34268	the cast , collectively a successful example of the lovable-loser protagonist	1
34500	as the treat of the title	1
34755	's still terrible !	0
34811	cheapen the overall effect .	0
35460	dangerously collide	0
35657	awkward structure	0
35793	, it will remind them that hong kong action cinema is still alive and kicking .	1
36135	a high-spirited buddy movie about the reunion of berlin anarchists who face arrest fifteen years after their crime .	1
36139	off spookily enough	1
36863	user-friendly	1
37036	drug-induced bowel	0
37284	carries almost no organic intrigue	0
37392	belinsky is still table to create an engaging story that keeps you guessing at almost every turn .	1
37429	is commentary enough	1
39546	road to perdition does display greatness , and	1
40301	still rapturous after all these years	1
40432	. is magnificent	1
40436	not-at-all-good	0
40610	more of the same old garbage hollywood has been trying to pass off as acceptable teen entertainment for some time now .	0
40780	tends to plod	0
41232	all-around good time	1
41377	infuriating about full frontal	0
41624	is more likely to induce sleep than fright .	0
41847	broken characters	0
41963	solondz is so intent on hammering home this message that the forgets to make it entertaining .	0
42607	streamed across its borders	1
42662	assured , glossy	1
42941	ninety-minute dud	0
42942	ensures the film never feels draggy .	1
43304	a powerful one thousand, nine hundred and fifty-seven drama we 've somehow never seen before	1
43669	its position	1
44518	reminds me of a vastly improved germanic version of my big fat greek wedding	1
44559	it 's a movie that gets under your skin .	0
44745	to the flowering of the south korean cinema	1
45115	a listless and desultory affair .	0
45609	optimistic	1
45682	it finds no way to entertain for inspire its viewers .	0
45920	a puzzle whose pieces do not fit .	0
45968	padding	1
46004	director peter kosminsky	1
46676	too many characters saying too many clever things and getting into too many pointless situations	0
46764	despite modest aspirations	1
47096	it does in't reach them , but the effort is gratefully received	1
47165	a workable primer	1
47177	this year 's frazzle	0
47267	love and compassion garnered from years of seeing it all , a condition only the old are privy to , and . often misconstrued as weakness	1
47503	able to share this story so compellingly with us is a minor miracle	1
47555	feel as if we 're seeing something purer than the real thing	1
47914	a breathtaking adventure for all pages , spirit tells its poignant and uplifting story in a stunning fusion of music and images .	1
48131	is almost in a class with that of wilde	1
36	it 's about issues most adults have to face in marriage and i think that 's what i liked about it -- the real issues tucked between the silly and crude storyline	1
36	it s about issues most adults have to face in marriage and i think that s what i liked about it the real issues tucked between the silly and crude storyline	1
36	it s about issues most adults have to face in marriage and i think that s information technology goofy what i liked about it the tween real issues tucked between the silly and crude storyline	1
36	it s about issues most adult have to face in marriage and i call back that s what i liked about it the real issues pucker between the silly and crude storyline	1
36	it s real issues most and have to face in marriage and i think that s what i liked about it the about issues tucked between the silly adults crude storyline	1
36	it s about issues near most adults have to face in marriage near and i think opine that s what i liked about it the real issues tucked between the silly and crude storyline	1
40	the entire point of a shaggy dog story , of course , is that it goes nowhere , and this is classic nowheresville in every sense .	0
40	goes entire course of a shaggy dog story of point is that it the nowhere and this is classic nowheresville in every sense	0
