orig_index	sentence	label
3323	grabs you	1
3323	It will catch you	1
3323	catch	1
3323	Grab	1
7844	powerful drama	1
7844	Nothing more than a powerful drama	1
13604	can not disguise the slack complacency of ( godard 's ) vision , any more than the gorgeous piano and strings on the soundtrack can drown out the tinny self-righteousness of this voice .	0
13604	You cannot hide (Godard's) appearance, as it looks	0
13604	, i (Godard's) tolerance the visuals cannot be hidden, just as a bright piano and strings in a soundtrack can dictate without a slight adjustment to the sound.	0
13604	A beautiful piano and sound strings can send Godard's little adjustment.	0
13909	superbly acted offbeat thriller	1
13909	Bright interpretation of another fun idea Full screen of sports and low suspicions and rewards.	1
14815	metaphors abound , but it is easy to take this film at face value and enjoy its slightly humorous and tender story	1
14815	The jokes are many, but it's easy to watch this movie high and enjoy a funny and neat story. feel Gentle, but metaphors are everywhere	1
14815	It's easy to watch this movie more and enjoy its funny and soft story	1
14815	metaphors abound, but it’s easy to appreciate this film for its value and enjoy a bit of humour and sadness The story	1
15432	transforms one of ( shakespeare 's ) deepest tragedies	1
15432	Shakespeare's (Shakespeare '	1
15432	becomes a (shakespeare) deepest catastrophe	1
15432	changed one of Shakespeare's changes	1
17204	we care about the story	1
17204	CNN.	1
17204	We are interested in stories	1
24378	feels less	0
24378	feel less > twenty-four thousand, three hundred and eighty-one> good shot.	0
29078	is such a blip on the year 's radar screen	0
29078	This year The radar screen is a place of light	0
29078	such an experiment in the pan	0
29078	is that person cheap	0
29503	report that it is instead a cheap clické	0
29503	reports that	0
29503	reports that instead of a cheap click	0
35892	an empty exercise ,	0
35892	a	0
35892	empty exercise,	0
36208	moralizing	1
36208	Ethical	1
36208	moralise	1
38385	the cheap , graceless , hackneyed sci-fi serials of the 'thirtys and 'fortys	0
38385	the cheap , graceless , hack	0
38385	cheap, graceless, hackneyed sci-fi serials of the '	0
38841	does so without compromising that complexity .	1
38841	does not affect the difficulty of the situation	1
38841	Do this without repetition for payment	1
38841	Do this without interrupting the difficulty.	1
43670	like shrek , spirit 's visual imagination reminds you of why animation is such a perfect medium for children , because of the way it allows the mind to enter and accept another world .	1
43670	Ghost Vision reminds you why cartoons are the best way for children.	1
43670	Reminds you why animation is the perfect tool for kids, because it allows the mind to enter and embrace another world and therefore Allow the mind to enter and embrace another world	1
43670	Like Shrek, a visual aerial view to remind you why cartoons are so perfect for children in Middle, because it allows the mind to enter and embrace another world.	1
43708	managed to convey a tiny sense of hope	1
43708	CNN. try out	1
43708	has succeeded in delivering a very little hope	1
43748	slapped together	0
43748	slap	0
43748	slap each other	0
58655	like having an old friend for dinner '	1
58655	old friends Make love to dinner.	1
58655	like eating with an old friend	1
58655	I like to invite old friends to dinner '	1
59803	titular	1
59803	Tytler	1
61256	finn	1
61256	Art	1
