orig_index,review,sentiment
149,"The buzz for this film has always been about the fabulous graphics that make Kevin Bacon disappear. Sadly, they stopped there. They should have continued to make the script disappear, then the silly set, and finally every visible element of this film. Because, there's nothing else there to show. Gary Thompson and Andrew Marlowe are listed as the writing credits for this film. I don't really think they exist. I think they bought this script at ""Scripts-R-Us"", where you buy a standard blank ""Monster Movie"" script and just fill in the blanks. There's a monster stalking us. Let's split up. (They actually ""let's split up"" in this movie). Hit Alien/Giant-bug/Monster/Invisible-man with crowbar. Not dead yet. Burn Huge-rabbit/Shark/Invisible-man in unsurvivable fire. Not dead yet. You know, the standard stuff. Even the minimum number of elements that were specific to an invisible man movie (IR glasses, spraying with something like paint) were handled badly. What is sad is that there were lots of possibilities for this to be a fascinating movie. They psychological issues for the subject, the deterioration of the mind due to the process, treating an invisible subject, and many other ideas were touched on for usually less than two seconds and would have been far more interesting. Had there been any desire to save Kevin Bacon in the send, it would have been a much better movie. All in all, it stunk. I would mention some of the incredibly stupid elements of the ending of the movie, but I don't want to do any spoilers. Suffice it to say that these characters are so stupid they don't think about pulling the plug on a machine rather than.",negative
149,"The craze for this movie has always revolved around the fabulous graphics that make Kevin Bacon disappear. Unfortunately, they stopped there. They should have kept disappearing the script, then the silly set, and finally every visible element of the film. Because otherwise there is nothing to show. Gary Thompson and Andrew Marlowe are listed as writers for this film. I don't think they really exist. I think you bought this script from Scripts-R-Us, where you buy a blank standard Monster Movie script and just fill in the blanks. A monster is chasing us. Let's share. (They ""let's split up"" in this movie.) Hit Alien / Giant-Bug / Monster / Invisible-Man with crowbar. Not dead yet. Burn giant rabbits / shark / invisible man in unsurvivable fire. Not dead yet. You know, the standard material. Even the minimal number of elements specific to invisible man film (IR glasses, spraying something like paint) was poorly treated. The sad thing is that there were many options for a fascinating film. The subject's psychological problems, the deterioration of the mind due to the process, the treatment of an invisible subject, and many other ideas were usually touched for less than two seconds and would have been much more interesting. Had there been a wish to save Kevin Bacon on the show, it would have been a much better movie. All in all, it stank. I'd mention some of the incredibly stupid elements of the movie's ending, but I don't want to spoil it. Suffice it to say, these characters are so stupid that they won't even think about pulling the plug on a machine.",negative
166,"Originally I was a Tenacious D fan of their first album and naturally listened to a few tracks off The P. O. D. and was rather disappointed. After watching the movie, my view was changed. The movie is pretty funny from beginning to the send and found my self engaged in it even though it was really was a stupid storyline because of the attitudes that KG and Jaybles portray in the movie. Much more entertaining and enjoyable than movies I have seen in the heaters lately. sex. Saw III (dull and dragging), Casino Royale (way to homo-erotic) which in prior instalments I have really enjoyed If you enjoyed Borat, you will enjoy the tale of The Greatest Band on Earth",positive
166,"I was originally a Tenacious D fan of their first album and of course I listened to a few tracks from The P. O. D. and was pretty disappointed. After seeing the film, my point of view changed. The movie is pretty funny from start to finish and I found myself engaging in it, although it was really a stupid act based on the settings KG and Jaybles portray in the film. Much more entertaining and entertaining than movies I've seen in the heaters lately. Sex. Saw III (dull and sluggish), Casino Royale (way to gay eroticism) which I really liked in previous parts If you liked Borat you'll enjoy the story of The Greatest Band on Earth",positive
617,"All the way though i was thinking to myself ""Oh god why!"" At the very beginning i thought ""Right it might be average,"" but the acting and plot on most parts was atrocious. Every part in it was so predictable, even though the first movie seemed to bare a large resemblance to the bring, it was a half decent movie, but this just seemed to take all the good things about the first and made them terrible. Some bits made everyone in the audience wet themselves, Eg. The part were Geller falls off the building had me in stitches. My girlfriend had to keep telling me to quiet down i was kept commenting on what was bound to happen next, and more times than less i was right. Why does going into the house make her come after you, it does't make sense. It was a poor excuse for a lot of killings, and no really depth was seen at all. You can see everything coming, which just left you feeling that there was no point in watching. Oh ashes behind her . did't see that one coming *yawns*. Surely these people must have thought to. ooh i don't know, carry a knife around for at least try and fight back, instead of being beaten but someone hair? At best during the movie i was very mildly scared (and i mean mildly), i was just crying out for the credits, as they rolled i exhaled a short ""Oh thank god."" If you haven't already, don't waste your' time and money on this; pointless, plot less, sorry excuse for a sequel!",negative
617,"The whole time I thought ""Oh god why!"" At the very beginning I thought, ""Right, it might be average,"" but the acting and storyline were gruesome for the most part. Every part in it was so predictable, although the first movie seemed a lot like the movie, it was a reasonably decent movie, but this one just seemed to take all the good things of the first and make them terrible. Some bits made everyone in the audience get wet e.g. The part where Geller fell off the building had let me down. My girlfriend kept telling me to calm down, I kept commenting on what was going to happen next, and more than rarely was I right. Why does she make you go inside? It makes no sense. It was a bad excuse for a lot of murders, and you didn't see any real depth at all. You can see anything coming that just makes you feel like there's no point in watching. Oh ashes behind her. didn't see it coming * yawn *. These people must have thought of that. Oh I don't know, carry a knife around to at least try to fight back instead of getting hit, but someone hair? At best, I was very slightly scared (and I mean mildly) during the movie, I just screamed for the credits, as they rolled I let out a short ""Oh thank god"". If you haven't already, don't waste your time and money on it; pointless, plot less, sorry for continuing!",negative
728,"Dirty War is absolutely one of the best political, government, and well written T. V. Drama's in the twenty-five years. The acting is superb, the writing is spectacular. Diry War reveals the true side of why we are not ready to respond to a Nuclear, Biological, and Radiological Terrorist Attack there on American soil. Dirty War should be made into a major motion picture - It's that good! I highly recommend this great drama to everyone who desire to know the truth. This T. V. drama reveals how British Intelligence (MIfive & MIsix) attempt to expose a terrorist plot and conspiracy to destroy innocent victims -because of England's involvement in the Iraq War. The scenes of different parts of London, England are also spectacular. Dirty War is a must see!!!",positive
728,"Dirty War is absolutely one of the best political, state, and well-written television dramas in 25 years. The acting is superb, the writing style is spectacular. Diry War shows the real side of why we are unwilling to respond to a nuclear, biological, and radiological terrorist attack there on American soil. Dirty War was supposed to be a big movie - it is that good! I highly recommend this great drama to anyone who wants to know the truth. This TV drama reveals how British Secret Service (MIfive & MIsix) are trying to uncover a terrorist conspiracy and conspiracy to exterminate innocent victims - because of England's involvement in the Iraq war. The scenes from different parts of London, England are also spectacular. Dirty War is a must!",positive
1377,". . . and that is only if you like the sight of beautiful woman with nice, bouncy jugs running around the so called African jungle. So no problems there for most males out there. I watched it as one of those bundled together package. Forget about the plot which is essentially just a flimsy storyline to get your heroine flashing her jugs on screen at every opportunity possible. Just to give you a sense, your heroine swings from vine to vine and climb on top animals at every chance possible for no good reason at all just to let you see her jugs at all angles. Again, no complaints. The ""fight scenes"" are laughable and borderline on the pornographic. Our heroine got caught by the baddies at least five times in the movie. On occasions when she has to fight, the ""fighting"" involves rolling around in the dirt, grunting unconvincingly and basically fighting like kittens. I am surprised no hair pulling is involved. It get so bad that the chief baddie had to remind the ""combatants"" that ""I said, the one that draw first blood wins!"" in order to avoid watching anymore stupid fighting. The switch doctor Kuku was a bloody blast. From being a big, cuddly bear in the beginning, the became manic depressive when captured and then, outright psycho. He spent the whole movie muttering lines with no irrelevance. Beside Liana (our heroine)bouncing around topless, you also get to see plenty of other Amazonians as well as one woman who decided to jump naked into the lake to take a swim for no good reasons. Yeah, it is that kind of movie. Watch the beautiful Liane in her bouncy glory. Despite the movie being more than twenty years old, the allure of watching blond women flashing their nice jugs on screen never gets old.",negative
1377,". . . and only if you like the sight of a beautiful woman with beautiful, jumping jugs walking through what is known as the African jungle. So no problems for most of the men out there. I saw it as one of those bundled packages. Forget the plot, which is essentially just a flimsy plot, so that whenever the opportunity presents itself, your heroine will flash her jugs on the screen. Just to give you a feel, your heroine swings from vine to vine, climbing on top animals at every opportunity for no good reason, just to show you her jugs from every angle. Again, no complaints. The ""fight scenes"" are ridiculous and bordering on the pornographic. Our heroine was caught by the bad guys at least five times in the movie. When she has to fight, the ""fighting"" consists of rolling around in the dirt, moaning not convincingly, and basically fighting like kittens. I am surprised that there is no hair pulling involved. It got so bad that the chief villain had to remind the ""combatants"" that ""I said the one who draws the first blood wins!"" so as not to see more stupid fights. Switch Doctor Kuku was a fucking blast. Initially a big, cuddly bear, when captured he became manic-depressive and then downright psycho. He spent the entire movie muttering lines without meaning. In addition to Liana (our heroine), who is jumping around topless, you can also see many other Amazons as well as a woman who has decided to jump into the lake naked for no good reason. Yeah, it's such a movie. Observe the beautiful liana in its springy splendor. Although the film is over twenty years old, the charm of watching blonde women flash their beautiful jugs on the screen never gets old.",negative
