orig_index	sentence	label
3323	grabs you	1
3323	it's going to take you	1
3323	grab	1
3323	it's going to grab you	1
7844	powerful drama	1
7844	powerful drama:	1
13604	can not disguise the slack complacency of ( godard 's ) vision , any more than the gorgeous piano and strings on the soundtrack can drown out the tinny self-righteousness of this voice .	0
13604	the gorgeous piano and strings on the soundtrack can drown out the tinny self-righteousness of godard's vision.	0
13604	can not disguise the slack complacency of ( godard 's ) vision , any more than the gorgeous	0
13604	the slack complacency of godard's vision can't disguise the beautiful piano and strings on the soundtrack can drown out the tinny self-righteousness of this voice	0
13604	the slack complacency of godard's vision can not disguise the beautiful piano and strings on the soundtrack can drown out the tinny self-righteousness of this voice	0
13909	superbly acted offbeat thriller	1
13909	superb	1
13909	this is a superb offbeat thriller	1
13909	this is a fantastic offbeat thriller	1
14815	metaphors abound , but it is easy to take this film at face value and enjoy its slightly humorous and tender story	1
14815	It is easy to take this film at face value and enjoy its slightly	1
14815	it is easy to take this film at face value and enjoy its slightly humorous and tender story but metaphors abound	1
14815	it is easy to take this film at face value and enjoy its slightly funny and tender story	1
15432	transforms one of ( shakespeare 's ) deepest tragedies	1
15432	transforms one of shakespeare	1
15432	shakespeare transforms one of ( shakespeare '	1
17204	we care about the story	1
17204	we're interested in the story	1
17204	CNN.	1
17204	but we're interested in the story	1
24378	feels less	0
24378	it's not as good	0
29078	is such a blip on the year 's radar screen	0
29078	is such a blip on the year	0
29078	is this a blip on the radar of the year?	0
29078	Is such a blip on	0
29503	report that it is instead a cheap clické	0
29503	report that it is	0
35892	an empty exercise ,	0
35892	an	0
35892	it's a blank exercise	0
35892	an empty exercise	0
35892	an exercise that's empty?	0
36208	moralizing	1
36208	moralize	1
36208	moralise	1
38385	the cheap , graceless , hackneyed sci-fi serials of the 'thirtys and 'fortys	0
38385	the cheap , graceless , hack	0
38385	cheap, graceless, hackneyed sci-fi serials of the '	0
38841	does so without compromising that complexity .	1
38841	does so without compromising	1
38841	without compromising the complexity of the situation	1
38841	does so without compromising that complexity.	1
38841	the complexity is not compromised	1
43670	like shrek , spirit 's visual imagination reminds you of why animation is such a perfect medium for children , because of the way it allows the mind to enter and accept another world .	1
43670	spirit's visual imagination reminds you of why animation is such a perfect medium for children.	1
43670	it reminds you why animation is such a perfect medium for children because it allows the mind to enter and accept another world	1
43670	it reminds you why animation is a perfect medium for children because it allows the mind to enter and accept another world	1
43670	animation is such a perfect medium for children because of the way it allows the mind to enter and accept another world .	1
43708	managed to convey a tiny sense of hope	1
43708	CNN. managed to	1
43748	slapped together	0
43748	they slapped each other together	0
43748	they slapped each other	0
43748	slap	0
58655	like having an old friend for dinner '	1
58655	like eating with an old friend	1
58655	like having an old friend for dinner 'like	1
58655	just like having an old friend at dinner	1
58655	' like having an	1
59803	titular	1
59803	titular	1
61256	finn	1
