orig_index	sentence	label
41046	feels like a cold old man going through the emotions .	0
41046	Sounds like a cold old man experiencing emotions.	0
41046	You feel like a cold old man with emotions.	0
59340	making dog day afternoon with a cause	1
59340	There is a reason for dog days in the afternoon	1
59340	making the dog in the afternoon for a reason	1
59340	Making a dog at noon for a reason.	1
52820	created a substantive movie out	1
52820	A powerful movie is being released.	1
52820	create an amazing movie	1
52820	Created a great movie	1
5723	true to this principles	1
5723	According to these principles	1
47520	compared to the usual , more bomber festival entries , davis ' highly personal brand of romantic comedy is a start , smart breath of fresh air	1
47520	Compared to the usual, more introductory to the Bomber Festival, the symbol of Davis' love is the beginning, the inspired spirit of the new spirit.	1
47520	Usually included, compared to festival party gowns, is the beginning of Davis's most personal kind of love joke, good breath of fresh air	1
47520	Compared to the usual, the entrance to many explosive parties, personal character of davis romantic comedy is a start, a smart breath and a fresh air	1
55240	the quirky drama touches the heart and the funnybone thanks to the energetic and always surprising performance by rachel griffith .	1
55240	Thanks to the power of Rachel Griffith and always amazing, this extraordinary drama has touched people’s hearts and bones with interest.	1
55240	A weird drama that touches the heart and funny bones with its powerful performance and Rachel Griffith's amazing surprise.	1
55240	the fun drama touches the heart and bones of laughter thanks to the unmistakable performance of rachel griffith.	1
3693	fussing over too weak a recipe	0
3693	very weak irritation	0
3693	Arguing about very weak recipes	0
3693	Making a very weak prescription.	0
55552	into a strangely tempting bouquet of a movie	1
55552	In a movie crowd that is amazingly attractive.	1
55552	In a piece of unusual and fascinating movie	1
55552	in a wonderful storm bouquet of movies	1
22898	, you 're a jet all the way	1
22898	, you are a whole plane	1
22898	, Jet all the way	1
22898	, You are a jet plane all the way	1
46577	, political intrigue , partisans and sabotage	1
46577	, Political conspiracies, corruption and corruption	1
46577	, political conspiracy, factionalism and subversion	1
46577	, Political fraud, prejudice and sabotage.	1
50220	the most oddly honest hollywood document	1
50220	the funniest documentary in Hollywood	1
50220	A very reliable Hollywood booth.	1
50220	The most reliable Hollywood file	1
26971	to see where one 's imagination will lead when given the opportunity	1
26971	See whose thoughts go where given the opportunity	1
26971	To see where the human brain will take the opportunity.	1
64848	adaptation is intricately constructed and in a strange way nails all of orleans 's themes without being a true adaptation of her book .	1
64848	The practice is complex and sets all the themes of Orleans in an unusual way, rather than editing this book.	1
64848	The adaptation is intricate and intricately woven into the nails of all Orleans themes until this book is taken literally.	1
64848	The adaptation is so well constructed that it surprisingly nails all the orleans themes apart from the actual adaptations in this book.	1
53818	could be a movie that ends up slapping its target audience in the face by shooting itself in the foot	0
53818	It could be a movie that shoots viewers in the foot and hits them in the face.	0
53818	it could be a movie that ends up hitting the target by the shoot itself	0
53818	It could be a movie that ends up hitting the target audience by shooting yourself with your feet	0
4976	's just hard to believe that a life like this can sound so dull	0
4976	It's hard to believe that this kind of life sounds boring	0
4976	It's hard to believe that such a life can be so boring.	0
24919	, in an irresistible junior-high way ,	1
