orig_index	sentence	label
42986	a valentine sealed with a kiss	1
52105	even when the 's not at this most critically insightful , godard can still be smarter than any fifty other filmmakers still at work .	1
62514	a genuine dramatic impact	1
18201	written and directed with brutal honesty and respect for its audience	1
34882	, madonna gives her best performance since label ferrara had her beaten to a pulp in this dangerous game .	1
24283	most viewers will wish there had been more of the `` queen '' and less of the `` damned . ''	0
20022	a pleasant and engaging enough sit	1
609	taps into the primal fears of young people trying to scope with the mysterious and brutal nature of adults	1
19972	, low-wattage	0
10102	a sun-drenched masterpiece	1
60350	ends so horrendously confusing	0
61750	are really surprising	1
43293	suspenseful and ultimately unpredictable	1
8572	is gripping , as are the scenes of via with this family .	1
53351	with formalist experimentation in cinematic part	1
41873	magnificent to behold in its sparkling beauty yet in reality it 's one tough rock .	1
13498	of complacency	1
44429	profane and exploitative as the most offensive action flick you 've never seen .	0
10762	the screenplay never lets us forget that bourne was once an amoral assassin just like the jones who are pursuing him . there is never really a true `` us '' versus `` them ''	1
53969	, provocative	1
66942	the audience when i saw this one was chuckling at all the wrong times , and that 's a bad sign when they 're supposed to be having a collective heart attack	0
21971	caine makes us watch as this character awakens to the notion that to be human is eventually to have to choose .	1
36389	spy kids two also happens to be that rarity among sequels :	1
7802	delightful comedy	1
42725	it reduces the complexities to bromides and slogans and it gets so preachy-keen and so tub-thumpingly cloud it makes you feel like a chump just for sitting through it .	0
52134	its script and execution	1
64092	a touching , small-scale story of family responsibility and care in the community	1
61175	obvious , preposterous , the movie will likely set the cause of woman warriors back decades .	0
59005	intelligent , and humanly funny film	1
41017	elevates the material above pat inspirational status	1
13597	is richly detailed , deftly executed and utterly absorbing	1
61552	is consistently amusing and engrossing	1
59558	itself is small and shrivelled	0
53001	it 's not like having a real film of nijinsky	0
5662	before but never so vividly	1
49836	a completely honest , open-hearted film	1
33269	made for the tube	0
55802	can seem tiresomely simpleminded	0
42481	youthful , out-to-change-the-world aggressiveness	1
21797	of french cinema at its best	1
53818	could be a movie that ends up slapping its target audience in the face by shooting itself in the foot	0
46894	both a detective story and a romance spiced with the intrigue of academic skullduggery and politics .	1
1474	saves this deeply affecting film	1
47185	surprised	1
38296	has some of the funniest jokes of any movie this year	1
9619	even more damning --	0
430	it seeks excitement in manufactured high drama	0
45544	commanding screen presence	1
30887	establishes itself as a durable part of the movie landscape :	1
56457	to make us care about zelda 's ultimate fate	1
63742	pleasing way	1
21792	some first-rate performances	1
62281	a grating , emaciated flick .	0
48477	this gets us in trouble	0
29743	a wickedly undramatic central theme	0
48291	mob	0
5411	carrying this wafer-thin movie	0
938	bile , and irony	0
15617	is a fast , frenetic , funny , even funny six -- aimed specifically at a grade-school audience	1
5730	nothing but an episode of smackdown	0
65929	a provocative piece	1
52280	tell you that there 's no other reason why anyone should bother remembering it	0
51548	because i had a serious surge to grab the old lady at the send of my aisle 's walker and toss it at the screen in frustration	0
2493	drab	0
5392	quite possibly the sturdiest example yet of why the adv revolution has cheapened the artistry of making a film	0
53016	the unacceptable ,	0
37874	translate well	1
53108	unimpeachable clarity	1
17397	robert de intro performance	1
66079	check this one out	1
36669	channeling kathy baker 's creepy turn as the repressed mother on boston public just as much as eight women 's augustine	0
41926	it 's a feel-good movie about which you can actually feel good .	1
37622	then proceeds to flop	0
28959	dickens ' words and writer-director douglas mcgrath 's even-toned direction	1
6251	a life interestingly lived	1
26223	stupidity , incoherence and sub-sophomoric	0
65309	nothing new	0
32124	as the worst kind of hubristic folly	0
17886	there 's a scientific law to be discerned there that producers would be well to heed : mediocre movies start to drag as soon as the action speeds up ; when the explosions start , they fall to pieces .	0
5672	in theory , a middle-aged romance pairing clayburgh and tabor sounds promising ,	1
2647	're in a slap-happy mood	1
8769	a good human being	1
178	i hate it .	0
31411	a thought-provoking and often-funny drama about isolation	1
54057	, easily substitutable	0
16051	the film feels formulaic , its plot and spacing typical hollywood war-movie stuff , while the performances elicit more of a sense of idea you than awe .	0
45428	a personal low for everyone	0
44582	wal-mart checkout line	0
45247	evasive	0
51454	will leave the auditorium feeling dizzy , confused , and totally disorientated	0
40701	the fantastic and	1
18902	( washington 's ) strong hand , keen eye , sweet spirit and good taste	1
61702	a hilarious code to middle america and middle page with this unlikely odyssey	1
10806	bland	0
58965	nothing happens , and	0
33915	shoot themselves in the feet with cop flick cliches like an oily arms dealer , squad car pile-ups and the requisite screaming captain	0
38496	the chelsea hotel today is populated by whiny , pathetic , starving and untalented artistes	0
47147	's not nearly enough	0
12611	overlong and not well-acted , but	0
53881	of an already obscure demographic	0
