orig_index	sentence	label
17882	audacity and	0
20135	iconic	1
20773	gangster	0
34620	that is funny , touching , smart and complicated	1
36604	had the misfortune to watch in quite some time	0
36900	tackles the difficult subject of grief and loss with such life-embracing spirit that the theme does in't drag an audience down .	1
38477	all the verbal marks it should	1
17882	audacity and	0
17882	audacity audaciousness and	0
17882	audacity and	0
17882	audaciousness and	0
17882	audaciousness audacity and	0
20135	iconic	1
20135	iconic	1
20773	gangster	0
20773	mobster gangster	0
20773	mobster	0
20773	gangster	0
34620	that is funny , touching , smart and complicated	1
34620	that complicated funny touching smart and is	1
34620	that is funny touching rarify smart and complicated	1
34620	that is touching and complicated	1
34620	that is funny touching smart and complicated	1
34620	that is amusing touching smart and complicated	1
36604	had the misfortune to watch in quite some time	0
36604	had the misfortune to watch in some time	0
36604	had the in to watch misfortune quite some time	0
36604	had the misfortune to watch in quite some time	0
36604	had the to watch in quite some time	0
36604	had the misfortune to some in quite watch time	0
36900	tackles the difficult subject of grief and loss with such life-embracing spirit that the theme does in't drag an audience down .	1
36900	the difficult subject of grief and loss with such life embracing spirit that the theme does int drag an audience down	1
36900	tackles the difficult subject of grief and with such life embracing spirit that the theme does int an audience down	1
36900	tackles the difficult disembodied spirit subject of grief and loss retarding force with such life embracing spirit that the theme does int drag an audience down	1
36900	tackles the difficult subject of grief and loss with such life embracing spirit that the theme does int drag an audience down 	1
36900	spirit the difficult subject of grief and loss with such life embracing tackles that the theme an int drag does audience down	1
38477	all the verbal marks it should	1
38477	all the verbal completely marks it should	1
38477	all the verbal german mark it should	1
38477	all information technology the verbal marks it should	1
38477	all verbal marks it	1
38477	all the verbal marks it should	1
53277	love it , too	1
53277	passion it too	1
53277	have sex it too	1
53277	too it love	1
53277	love it too	1
55150	the consequences of its own actions and revelations	0
55150	the consequences of its own legal action and revelations	0
55150	the consequences of its own actions and revelations	0
55150	of consequences the its own actions and revelations	0
55150	the consequences of have its own actions and revelations	0
60930	for all audiences	1
60930	for all audiences	1
60930	for all interview	1
60930	for audiences	1
60930	for audiences all	1
