orig_index	sentence	label
56730	superb	1
58457	trimmed dickens ' wonderfully sprawling soap opera , the better to focus on the hero 's odyssey from cowering poverty to courage and happiness	1
24919	, in an irresistible junior-high way ,	1
22698	the upbeat ending	1
514	fluid and mesmerizing	1
55552	into a strangely tempting bouquet of a movie	1
35080	but windtalkers does in't beat that one , either .	0
55684	with blazing guns , cheatfully filmed martial arts , disintegrating bloodsucker computer effects and jagged camera moves that serve no other purpose than to call attention to themselves	0
20866	across its indulgent two-hour-and-fifteen-minute length	1
18902	( washington 's ) strong hand , keen eye , sweet spirit and good taste	1
43347	poetic symbolism	1
58452	( sports ) admirable energy , full-bodied characterizations and narrative urgency	1
65418	tartakovsky 's team has some freakish powers of visual charm , but	1
50868	mind crappy movies as much	0
38748	unrealistic	0
741	that gradually sneaks up on the audience	1
3693	fussing over too weak a recipe	0
18201	written and directed with brutal honesty and respect for its audience	1
56082	well-made entertainment	1
41904	pushes too hard to make this a comedy for serious drama	0
45867	blatant and sickening product placement	0
50220	the most oddly honest hollywood document	1
29267	dull	0
37797	explores all three sides of this story with a sensitivity and an inquisitiveness reminiscent of truffaut .	1
13744	the film 's needlessly opaque intro takes its doe-eyed crudup out of are-nine / eleven new york and onto a across-country road trip of the homeric kind .	0
55588	's a day at the beach -- with air conditioning and popcorn .	1
53790	celebrates the hardy spirit of cuban music	1
23502	needed	1
16318	is an inspirational love story , capturing the innocence and idealism of that first encounter	1
4921	stellar	1
66800	a philosophical visual coming right	1
60006	much of the movie 's charm	1
26971	to see where one 's imagination will lead when given the opportunity	1
40533	avary seems to care about	1
18959	it 's fun , splashy and entertainingly nasty .	1
3596	to give them credit for : the message of the movie	1
47520	compared to the usual , more bomber festival entries , davis ' highly personal brand of romantic comedy is a start , smart breath of fresh air	1
25962	in a stunning fusion of music and images	1
64848	adaptation is intricately constructed and in a strange way nails all of orleans 's themes without being a true adaptation of her book .	1
21847	overcome the obstacles of a predictable outcome and a screenplay that glosses over rafael 's evolution .	1
41046	feels like a cold old man going through the emotions .	0
5723	true to this principles	1
32307	achieves its emotional power and moments of revelation with restraint and a delicate ambiguity	1
52820	created a substantive movie out	1
53108	unimpeachable clarity	1
31977	full of life and small delights --	1
29430	strong erotic	1
63606	you do in't want to think too much about what 's going on	0
61038	for its one hundred minutes running time , you 'll wait in vain for a movie to happen .	0
65075	things fall apart	0
3529	substantial for fresh	1
36849	entertainingly	1
12851	of being table to give full performances	1
15735	really stupid	0
42860	an unfortunate title for a film that has nothing	0
1986	a laughable -- for rather	0
16963	of the pushiness and decibel volume of most contemporary comedies	1
13789	an irrepressible passion	1
39418	stereotypes that gives the ( teen comedy )	0
57557	it turns out to be affected and boring	0
46577	, political intrigue , partisans and sabotage	1
39405	catches the chaotic horror of war , but why bother if you 're going to subjugate truth to the tear-jerking demands of soap opera ?	0
8043	idiosyncratic humour	1
60350	ends so horrendously confusing	0
16571	a little less extreme than in the past , with longer exposition sequences between them , and with fewer gags to break the tedium .	0
55215	to mind , while watching eric groomer 's tribute to a courageous scottish lady	1
66134	the hot chick is pretty damned funny .	1
4976	's just hard to believe that a life like this can sound so dull	0
35660	just for sitting through it	0
22090	the film is so packed with subplots involving the various silbersteins that it feels more like the pilot episode of a to series than a feature film .	0
29977	a much funnier film	1
34896	enough may pander to your basest desires for payback , but unlike many revenge fantasies , it ultimately delivers .	1
12808	cinematic appeal	1
64759	brainless	0
22898	, you 're a jet all the way	1
37600	is even more embracing than monty ,	1
30370	there 's a scientific law to be discerned there that producers would be well to heed	0
7585	ya-yas everywhere will forgive the flaws and love the film .	1
55240	the quirky drama touches the heart and the funnybone thanks to the energetic and always surprising performance by rachel griffith .	1
61225	overwhelming	0
14862	, much about the film , including some of its casting , is frustratingly unconvincing .	0
36455	, the movie will likely set the cause of woman warriors back decades .	0
41545	no earthly reason other than money why this distinguished factor would stoop so low	0
52024	this cinema verite speculation on the assassination of john of. kennedy may have been inspired by blair switch , but it takes its techniques into such fresh territory that the film never feels derivative .	1
29100	an unorthodox little film nor organized crime story that includes one of the strangest love stories you will never see .	1
4532	you feel like a chump	0
39328	brainless , but enjoyably over-the-top , the retro gang melodrama	1
3405	. hits every cliche we 've come to expect , including the assumption that `` crazy '' people are innocent , childlike and inherently funny .	0
42439	bad cinema	0
59340	making dog day afternoon with a cause	1
28258	permitting its characters more than two obvious dimensions and repeatedly placing them in contrived , well-worn situations	0
61210	upper west side exercise in narcissism and self-congratulation disguised as a tribute .	0
15629	you 've already seen city by the sea under a variety of titles , but	0
28775	succeeds	1
42254	his clamorous approach	0
53818	could be a movie that ends up slapping its target audience in the face by shooting itself in the foot	0
10574	like reading a research paper	1
14007	) debut can be accused of being a bit undisciplined	0
30689	hit that may strain adult credibility	0
17959	told well by a master storyteller	1
