orig_index	sentence	label
462	the weird thing about the santa clause two , purportedly a children 's movie , is that there is nothing in it to engage children emotionally .	0
462	in santa clause two the weird thing about it is that there is nothing in it that engages the child emotionally	0
462	The weird thing about the santa clause two is that there is nothing in it to engage	0
994	's coherent , well shot , and tartly	1
994	's coherent ,	1
994	's coherent, well shot	1
1400	you can smell the grease on the plot	0
1400	you can smell the	0
1400	grease can be smelled on the plot	0
2044	cruel story	0
2044	a horrible story	0
2044	a cruel tale	0
4605	a dud -- a romantic comedy that 's not the least bit romantic and only mildly funny	0
4605	A romantic comedy that 's not the least bit romantic	0
8675	brilliantly	1
15944	marks a modest if encouraging return	1
15944	marks a modest	1
15944	a modest but encouraging return	1
20239	soliloquies about nothing delivered by the former for. drew barrymore	0
20239	Barrymore drew barry	0
20239	barrymore's soliloquies about nothing delivered by the former for.	0
25141	need agile performers	0
25141	Need	0
25141	we need a agile workforce	0
25141	we need agile players	0
31577	what 's most memorable about circuit is that it 's shot on digital video , whose tiny camera enables safer to navigate spaces both large . and small . with considerable aplomb .	1
31577	Circuit is shot on digital video . Circuit uses a tiny camera to make it easier to navigate large spaces . Circuit	1
31577	circuit's tiny camera enables safer to navigate spaces both large. and small with considerable aplomb.	1
32249	this cinderella story	1
32249	this story about cinderella	1
32249	this	1
32249	cinderella:	1
32249	this story of cinderella?	1
34201	it never quite makes it to the boiling point , but manages to sustain a good simmer for most of its running time .	1
34201	It never quite makes it to the boiling point but manages to sustain a good	1
34201	it never makes it to the boiling point but it manages to maintain a good simmer for most of its life	1
39197	the pungent bite	0
39197	The	0
39197	the bitter bite	0
39197	the pungent	0
49523	a score	1
50307	be ( assays ' ) homage to the gallic ` tradition of quality	1
50307	a tribute to the gallic quality tradition	1
50307	Assays be an homage to the gall	1
50307	homage to the gallic tradition of quality. homage to	1
52651	some very good acting , dialogue	1
52651	some very good	1
52903	so devoid of artifice and purpose	0
52903	So devoid of	0
56558	as comfort food often can	1
56558	As comfort	1
56558	as comfort food often can be	1
58593	conventional , but well-crafted film	1
58593	The film	1
62067	all pages -- a movie that will make you laugh	1
62067	all pages -- a movie that	1
62067	this movie will make you laugh	1
