orig_index,review,sentiment
149,"The buzz for this film has always been about the fabulous graphics that make Kevin Bacon disappear. Sadly, they stopped there. They should have continued to make the script disappear, then the silly set, and finally every visible element of this film. Because, there's nothing else there to show. Gary Thompson and Andrew Marlowe are listed as the writing credits for this film. I don't really think they exist. I think they bought this script at ""Scripts-R-Us"", where you buy a standard blank ""Monster Movie"" script and just fill in the blanks. There's a monster stalking us. Let's split up. (They actually ""let's split up"" in this movie). Hit Alien/Giant-bug/Monster/Invisible-man with crowbar. Not dead yet. Burn Huge-rabbit/Shark/Invisible-man in unsurvivable fire. Not dead yet. You know, the standard stuff. Even the minimum number of elements that were specific to an invisible man movie (IR glasses, spraying with something like paint) were handled badly. What is sad is that there were lots of possibilities for this to be a fascinating movie. They psychological issues for the subject, the deterioration of the mind due to the process, treating an invisible subject, and many other ideas were touched on for usually less than two seconds and would have been far more interesting. Had there been any desire to save Kevin Bacon in the send, it would have been a much better movie. All in all, it stunk. I would mention some of the incredibly stupid elements of the ending of the movie, but I don't want to do any spoilers. Suffice it to say that these characters are so stupid they don't think about pulling the plug on a machine rather than.",negative
149,"Gary Thompson and Andrew Marlowe are listed as the writing credits for this film . I think they bought this script at ""Scripts-R-Us"", where you buy a standard blank ""Monster Movie"" script and fill in the blanks . Even the minimum number of elements that were specific to an invisible man movie were handled badly .",negative
149,"They psychological issues for the subject, the deterioration of the mind due to the process, treating an invisible subject, and many other ideas were touched on for usually less than two seconds and would have been far more interesting. I think they bought this script at ""Scripts-R-Us"", where you buy a standard blank ""Monster Movie"" script and just fill in the blanks. They should have continued to make the script disappear, then the silly set, and finally every visible element of this film. Even the minimum number of elements that were specific to an invisible man movie (IR glasses, spraying with something like paint) were handled badly. I would mention some of the incredibly stupid elements of the ending of the movie, but I don't want to do any spoilers. Not dead yet. Had there been any desire to save Kevin Bacon in the send, it would have been a much better movie.",negative
166,"Originally I was a Tenacious D fan of their first album and naturally listened to a few tracks off The P. O. D. and was rather disappointed. After watching the movie, my view was changed. The movie is pretty funny from beginning to the send and found my self engaged in it even though it was really was a stupid storyline because of the attitudes that KG and Jaybles portray in the movie. Much more entertaining and enjoyable than movies I have seen in the heaters lately. sex. Saw III (dull and dragging), Casino Royale (way to homo-erotic) which in prior instalments I have really enjoyed If you enjoyed Borat, you will enjoy the tale of The Greatest Band on Earth",positive
166,the movie is pretty funny from beginning to the send and found my self engaged in it. much more entertaining and enjoyable than movies i have seen in the heaters lately.,positive
166,"Saw III (dull and dragging), Casino Royale (way to homo-erotic) which in prior instalments I have really enjoyed If you enjoyed Borat, you will enjoy the tale of The Greatest Band on Earth The movie is pretty funny from beginning to the send and found my self engaged in it even though it was really was a stupid storyline because of the attitudes that KG and Jaybles portray in the movie. After watching the movie, my view was changed. Originally I was a Tenacious D fan of their first album and naturally listened to a few tracks off The P. O. D. and was rather disappointed. Much more entertaining and enjoyable than movies I have seen in the heaters lately. sex.",positive
617,"All the way though i was thinking to myself ""Oh god why!"" At the very beginning i thought ""Right it might be average,"" but the acting and plot on most parts was atrocious. Every part in it was so predictable, even though the first movie seemed to bare a large resemblance to the bring, it was a half decent movie, but this just seemed to take all the good things about the first and made them terrible. Some bits made everyone in the audience wet themselves, Eg. The part were Geller falls off the building had me in stitches. My girlfriend had to keep telling me to quiet down i was kept commenting on what was bound to happen next, and more times than less i was right. Why does going into the house make her come after you, it does't make sense. It was a poor excuse for a lot of killings, and no really depth was seen at all. You can see everything coming, which just left you feeling that there was no point in watching. Oh ashes behind her . did't see that one coming *yawns*. Surely these people must have thought to. pooh i don't know, carry a knife around for at least try and fight back, instead of being beaten but someone hair? At best during the movie i was very mildly scared (and i mean mildly), i was just crying out for the credits, as they rolled i exhaled a short ""Oh thank god."" If you haven't already, don't waste your' time and money on this; pointless, plot less, sorry excuse for a sequel!",negative
617,"""right it might be average,"" but the acting and plot on most parts was atrocious. it was a poor excuse for a lot of killings, and no really depth was seen at all. at best during the movie i was very mildly scared, i was just crying out for the credits.",negative
617,"Every part in it was so predictable, even though the first movie seemed to bare a large resemblance to the bring, it was a half decent movie, but this just seemed to take all the good things about the first and made them terrible. If you haven't already, don't waste your' time and money on this; pointless, plot less, sorry excuse for a sequel! At best during the movie i was very mildly scared (and i mean mildly), i was just crying out for the credits, as they rolled i exhaled a short ""Oh thank god."" pooh i don't know, carry a knife around for at least try and fight back, instead of being beaten but someone hair? At the very beginning i thought ""Right it might be average,"" but the acting and plot on most parts was atrocious. My girlfriend had to keep telling me to quiet down i was kept commenting on what was bound to happen next, and more times than less i was right. Why does going into the house make her come after you, it does't make sense.",negative
728,"Dirty War is absolutely one of the best political, government, and well written T. V. Drama's in the twenty-five years. The acting is superb, the writing is spectacular. Diry War reveals the true side of why we are not ready to respond to a Nuclear, Biological, and Radiological Terrorist Attack there on American soil. Dirty War should be made into a major motion picture - It's that good! I highly recommend this great drama to everyone who desire to know the truth. This T. V. drama reveals how British Intelligence (MIfive & MIsix) attempt to expose a terrorist plot and conspiracy to destroy innocent victims -because of England's involvement in the Iraq War. The scenes of different parts of London, England are also spectacular. Dirty War is a must see!!!",positive
