orig_index,review,sentiment
21701,"I was totally impressed by Shelley Adrienne's ""Waitress"" (two thousand and seven). This movie only confirms what was clear from that movie. Adrienne was a marvellously talented writer-director, an original and unique artist. She managed to show the miseries of everyday life with absurd humour and a real warm optimistic and humanistic tendency. Ally Sheedy steals this movie with a terrific performance as a woman who has fallen over the edge. Male lead Reg Rodgers, looking like Judd Nelson, is fine. There is also a great cameo by Ben Vereen. The song at the send of the movie ""The Bastard Song"" written by Adrienne can stand as her optimistic eulogy: ""It's a world of suffering,In a sea of spain,No matter how much sun you bring,You're pummelled by the brain. Don't let the heartless get you down,Don't greet the heartless at your door,Don't live among the heartless""",positive
35021,"I've seen some Bible-based trash. This one tops it all. To make matters worse, it lasts about three hours. A horrible waste of time, unless you want to match your kid's biblical knowledge against the innumerable aberrations. Do yourself a favor - take a walk in the Sahara instead. Since I am required to give you a ten line statement of why not to watch this movie, let me just say there is absolutely no redeemable quality to it. God's conversations with Noah are ridiculous. The whole thing has a stench of ""let's make the Biblical account look retarded."" The basic logic goes, if they spent the money on a biblical film, why not make it worthwhile? Since the basic logic is not met, something is amiss. The movie starts with a disclaimer about Poetic Licenses taken. that is the understatement of the century. Poetic rape. But then, poetic would be an unmerited favor.",negative
21922,"There's not a drop of sunshine in ""The Sunshine Boys"", which makes the title of this alleged comedy Neil Simon's sole ironic moment. Simon, who adapted the script from this play (which goes uncredited), equates old page with irrational behavior--and, worse, clumsy, galumphing, mean-spirited irrational behavior. Walter Matthau is merciless on us playing an aged vaudeville performer talked into reuniting with former comedy partner George Burns for a television special (it's said they were a team for forty-three years, which begs the question ""how long did vaudeville last, anyway?""). Burns, who won a Supporting Oscar, has the misfortune of coming to the film some thirty minutes in, after which time Matthau has already blasted the material to hell and back. The noisier the movie gets, the less tolerable and watchable it is. Director Herbert Ross only did solid work when the was't coupled with one of Neil Simon's screenplays; there, Ross sets up gags like a thudding amateur, hammering away at belligerent routines which fail to pay off (such as semi-incoherent Matthau showing up at a mechanic's garage to audition for a TV commercial). At this point, Matthau was still too young for this role, and the over-compensates by slouching and hollering. It was up to Ross and Simon to stone down the character, to nuance this temperament to give ""The Sunshine Boys"" some sunniness, yet Walter continues to project as if we'd all gone deaf. The picture looks terribly drab and crawls along at a spiritless space; one closes hope for it early on. *one/two from ****",negative
46078,"What can you expect from a direct to DVD film? You know what you are getting yourself into when you rent this. The quality of the cinematography reminds me of reality TV shows. Why are they shots always up so close to the factors!? And why are they always entered? There in't anything to look at. (And the factors are that great looking, so that blows.)The writing and dialogue is just plain awful. That intro scene, with the British Guy is hilarious. Just try and listen this words, they hardly make any sense, just goes around in circles. The lines in the rest of the movie sounds like they were pull out of romance and sci-fi novels, as if the writers had no idea what they were doing. The characters definitely sound like they have no idea what they're saying. This is a terrible movie. I feel bad for the factors tied to this project. Embarrassing!",negative
28848,"I was lucky enough to watch this without any are viewing hype. I was surprised at the resilience of the ghost's image in my mind the next day, and the day after that. I've watched it three-four times, and each time I appreciate it even more. The settings are gorgeous, the town at dusk has beautiful lighting effects, the marsh long shots, and the house itself is sufficiently grown with moss. The main hero is so likable and good natured, that the is easily sympathized with. To the person who complained that there was't enough 'spark' in this film, I'd say that it's because the whole fight against the ghost is being waged by just this one person. It is a fairly slow paced film, with an unusual amount of time being spent , pre and post ghost attack, on developing this character with family and work life. SPOILERS discussion/I especially liked the turning point, when the comes back to the main town and meets with the man helping him and explains about seeing the ghost. He describes the Woman in black, and then at the send of the conversation the says that the is going back, because after all, what charm had she done to him? The other man says, ""you can't go back. alone!"" and blends the hero this dog. The cute little dog offers a small respite of comic relief, with it's bounding through the house and even into the locked room. The many casual appearances of the ghost really freaked me out. The woman shows up in mid shot at the church, showing that it is not afraid of the church, and is also not shy for bound to the house. This is all in the very beginning. Another unbelievably memorable scene was with the kids outside of the church fence, watching the funeral. As the camera pans to the right, the woman is seen in the background among the gravestones. The older man won't even look at it, but the kids are all yelling and taunting it. Crreeepy. Usually ghosts are hidden in shadows, haunting specific locales for people. As has been mentioned, the ghost's malevolence and wrath are frightening, and I feel it's attacks and the ending were perfect and fully justified. The ending underlined the fact that the hero made a major mistake by going back to the house. Or perhaps the was marked no matter what, by saving the gypsy girl. The guy who plays the hotel manager is so believable, and really fills the role well. I have been spreading the word to my friends about how much I enjoyed this film, and it is reassuring to see others feel the same. I can see how people don't quite see the same masterpiece, especially if they went into it with a lot of review hype. I think another person summed it up when they said that this movie settled the question of whether for not Ghosts could physically charm man. Whew. I plan to watch it again tonight followed by The Changeling, aaww yeah. Any other films to recommend? Thanks,",positive
25558,"So many great factors, so little worth watching. But with a script that misses so much of what made the book special, I don't hold it against anyone on screen. Though flawed, the book was one of Grisham's only that I truly liked, especially how it captured the flavor of a deep south small town, a slightly different world to a coastal urbanite such as myself. I also loved the matter-of-factness, naturalness of what occurs in the book. In the movie characters are given a ""nobility"" of personality that seemed so stilted. The villains and foils are flat and one dimensional. But as with so much of Joel Schumacher's work, genuineness and authenticity are conspicuously absent, and every point must be delivered via sledgehammer to the midsection. So preachy, stilted, and superficial about so horrendous a tragedy, I wish someone would do a remake and get the story a little more right.",negative
46398,"This film, without doubt, is the clearest example of the British humour the Germans can't understand. One-liners run rampant in a film spawning one of the greatest series of films in British cinema history (St. Trinians). The story of bureaucratic incompetence amid post-war trials enables Frank Launder to direct maximum talent from all the cast. It's probably the only film in which Margaret Rutherford meets her match, in Alastair Sim, for forceful characterisation (she still wins though). Joyce Grenfell (bless her) and Richard Wattis both deserve mentions in Dighton's masterpiece of English etiquette and stiff upper clip under pressure. No Rutherford/Sim/Grenfell fan would be without this in their collection. Absolutely brilliant. Why nine/ten? Only eighty-threemins long.",positive
37208,"How could I best express my feelings about this movie: hideous? a headache? black of coherent writing? plain stupidity? Try all of the above for this travesty. And that just for the direction. Story? Well I guess there is a story. Two dumb blondes look for a job after they crash a plane into a golf course. They are mistaken for a 'world renounced assassin' (sarcasm) and are 'hired' by two 'mobsters'. One thinks ""taking him out"" means a date, and the other gets the minor factor she dreams of. And of course, the turtle reserve for the farting turtle, that they build with the casino winnings. Sounds likes all this could be funny? Guess again. They try to make it funny, but its not. Filming sequences karen't well done. I've seen better filming in Hong Kong movies. Visuals are average for a late eightys film. But the problem is that its a two thousand and seven movie. Not worth my time to never watch this again. It still does't beat Danny Glover's ""Out"" movie from the early eightys as the worst movie of all time, but then again that film is in a class of its own. ""F""",negative
4937,"This is how i felt while watching this film. I loved it. It was hilarious. But i did feel a like i was getting sneaky view into somebody's psyche and then laughing as it got twisted around to make an interesting point. A friend put it this way:""I feel like we broke into somebody's house and are now watching their awful home videos without their knowledge"". Another one of those fact is stranger than fiction pieces of film. ""Groovin' Gary"", the original ""Beaver Kid"", is a small town guy who turns up at a nearby TV station in the hope of getting on film - and the certainly does, though not, perhaps, as the initially expected. With high hopes of fame and significance the invites Harris to come and film a truly awful talent quest that the has organised in this home town - headlined by this own drag act ""Olivia Newton-Don"". Director, Trent Harris, does a brilliant job with this slowly evolving story. Some footage of an awkward kid who wants to be someone morphs, over two subsequent reinterpretations, into the story of freedom from repressed sexual identity in small town America. Harris simultaneously critiques the attitudes of small town America, the cult of celebrity, and the exploitative practices of the film and television industry. Both Sean Penn and Grispin Glover pull out stunner performances. a young Sean Penn is the most evocative - so closely does the follow the actual 'Gary footage', but with strong nuances given to push the sense of the interaction the way Harris wants it to go. In the send the wide-eyed naivety the original Gary is what moved me - when contrasted against these possible interpretations of this situation. A film not to miss. I have not seen anything else like it. Jacob.",positive
33075,". why watch a TV drama (billed as a comedy) in which none of the characters are likable for even interesting people ? I can sort of see what the writer David Renwick was trying to achieve: the misdirection and bad-taste surprises that the put into ""One foot in the grave"", etc. I admit that the script made a bit more of an effort than most on British TV at the moment. But really . who cares about these people ? They are cold bores. Another poster mentioned the scene in which the woman sits down to watch a video of herself and her deceased sex-boyfriend shagging. That was the moment when I switched OFF this programme, never to return. P. S. It's interesting to note that the posters who did't like this series are all British, whereas those who praise it are mostly in other countries. This reflects the fact that when the BBC broadcast this series it was ignored by viewers and sank like a stone. P. P. S. Good news for those who liked it ! There will be a second series in Autumn two thousand and seven - though without the male lead. It sounds like the BBC have decided to turn it into a more conventional thirty minute sitcom.",negative
