orig_index,review,sentiment
8,"Encouraged by the positive comments about this film on there I was looking forward to watching this film. Bad mistake. I've seen nine hundred and fifty+ films and this is truly one of the worst of them - it's awful in almost every way: editing, spacing, storyline, 'acting,' soundtrack (the film's only song - a flame country tune - is played no less than four times). The film looks cheap and nasty and is boring in the extreme. Rarely have I been so happy to see the send credits of a film. The only thing that prevents me giving this a one-score is Harvey Keitel - while this is far from this best performance the at least seems to be making a bit of an effort. One for Keitel obsessives only.",negative
8,"Encouraged by a good review of the movie there, I look forward to watching this movie. Bad mistake. I've watched more than nine hundred and fifty movies, and this is the worst of them - scary in almost every aspect: editing, spaces, storytelling, ""performance"", soundtrack (the only song in the movie - the burning world Song-played. No less than four times) . This movie looks cheap, dirty, and very boring. I rarely see the footnotes of the movie and enjoy myself. The only thing that kept me from giving a note was Harvey Keitel — although this is far from working well, at least it seems like some effort is being made. One is for people who only use Keitel.",negative
8,"The only thing that stops me from giving the article is Harvey Keitel - although this is far from the most effective way, at least it seems to work hard.",negative
8,"I've watched more than nine hundred and fifty movies, and this is the worst of them - scary in almost every aspect: editing, spaces, storytelling, ""performance"", soundtrack (this is the send of the film - the song - is played no less than four times). The only thing that stopped me from giving the article was Harvey Keitel — although this is far from the most effective way, but at least it seems to make some effort. Encouragement is a good review of this movie where, I look forward to watching this movie. The movie looks very cheap, dirty, and very boring. I seldom see the footnotes of the movie and am happy. One is for people who only use Keitel. Bad mistake.",negative
17,"This movie made it into one of my top ten most awful movies. Horrible. There was't a continuous minute where there was't a fight with one monster for another. There was no chance for any character development, they were too busy running from one sword fight to another. I had no emotional attachment (except to the big bad machine that wanted to destroy them) Scenes were blatantly stolen from other movies, LOTR, Star Wars and Matrix. Examples>The ghost scene at the send was stolen from the final scene of the old Star Wars with Yoda, Obee One and Vader. >The spider machine in the beginning was exactly like Frodo being attacked by the spider in Return of the Kings. (Elijah Wood is the victim in both films) and wait. it hypnotize (stings) its victim and wraps them up. huh hello????>And the whole machine tvs. humans theme WAS the Matrix. for Terminator. There are more examples but why waste the time? And will someone tell me what was with the Nazi's?!?! Nazi's???? There was a juvenile story line brushed to a juvenile conclusion. The movie could not decide if it was a children's movie for an adult movie and was't much of either. Just awful. A real disappointment to say the least. Save your money.",negative
17,"This movie was one of my ten worst films. scary. There is no moment that goes on without fighting one beast. Without any opportunity for character development, they are busy running from one sword to another. I don't have any air conditioners (other than the big machine you want to destroy) The area is clearly stolen from other movies, LOTR, Star Wars, and Matrix. Example> The ghost scene in the broadcast was stolen from the last scene of the old Star Wars with Yoda, Obi One, and Vader. The spider machine was originally similar to Frodo being attacked by the spider ""Return of the King"". (Elijah Wood is a victim in two movies) and so on. It collects (stings) its prey and wraps it up. No hello? ? ? ? > There is a complete TV. Human content is a matrix. In the send. There are so many examples, but why waste time? Will anyone tell me what happened to the Nazis? ! ? ! Nazi? ? ? There is a story line of a child reaching the send of youth. This movie can't decide whether it's an adult movie for a children's movie, and there karen't many. it will be very frightening. I'm really disappointed, to say the least. Save your money.",negative
17,"Nazis? ? ? I don't have any air conditioners (other than the big machine you want to destroy) The area is clearly stolen from other movies, LOTR, Star Wars, and Matrix. This movie can't decide whether it's an adult movie for a children's movie, and there karen't many. Example> The ghost scene in the broadcast was stolen from the last scene of the old Star Wars with Yoda, Obi One, and Vader. There is a complete TV. No hello? ? ? Without any opportunity for character development, they are busy running from one sword to another.",negative
17,"This movie was one of my ten worst films. The area has been clearly stolen from other movies, LOTR, Star Wars and Matrix. The plot of the boy's story reaches the send of the boy.",negative
350,"Man with the Screaming Brain certainly in't a perfect movie, but I'm pretty sure it was never meant to be anything more than a star vehicle for Bruce Campbell, meaning it works as kind of a summary of this entire career: slapstick, sarcasm, cheese, action, and happy endings. Campbell is, as a writer, uneven--there are lots of things in the story that don't make a great deal of sense (why does the robot suddenly have breasts merely because a female brain has been implanted into it?), and some of the scenes feel like retreads of other, better incarnations (the scene in the restaurant, where Yegor and William battle for control of William's body, is straight out of Evil Dead II). There are, however, lots of little touches and non-sequiturs that feel rather brilliant, such as when William is in the height of this panic and screams at a statue, ""What are you looking at?!"" The movie looks like a Sci-Fi Channel original, probably because it was. The acting is actually pretty good. I particularly enjoyed Tamara Gorski as Tatoya; she was ruthless and cunning, yes, but seemed to have a tragic air about her in certain moments that the story never explored. Ted Raimi handled the standard ""bumbling assistant"" role admirably enough, and Bruce is funny as the arrogant, sardonic, condescending American jerk. (Now that the's writing this own films, you'd think the'd give himself a role that the has't been typecast in already.) Man with the Screaming Brain is a bizarre, nonsensical B-movie that bought to be enjoyable for anybody who can avoid taking a cinematic experience too seriously.",positive
350,"Man with a Crying Brave is certainly not the perfect movie, but I'm sure it's just Bruce Campbell's transport, which means it can be used as a summary of all work: farce, Satire, cheese, action and a fun ending. As a writer, Campbell is unequal - there are a lot of things in the absurd story (why does a robot suddenly have breasts, because they are implanted in a woman’s brain?), And some spiders feel more like others. . A good birthday version (the place where Yegor and William compete for control of William's body in a restaurant, specifically in ""Evil Possession two""). However, there are a lot of small activities and mind-boggling emotions. For example, when William was very high, the shouted at the statue, ""What are you watching ?!"" a mythical channel, perhaps Because it is. Play is very good. I love Tamara Gorski as much as Tatoya; yes, the's cold and cunning, but sometimes the story that has't been tested, the seems to have a bad temper. Ted Raimi plays the standard role of “rare assistant” brilliantly, and Bruce jokes as arrogant, sarcastic, and demeaning to American dignity. (Because they are writing their own movies, you might think they will give themselves an unfinished role.) Screaming Brain is an unusual and humorous B film, and it is bought to enjoy anything that can prevent overcoming People who take the movie experience seriously.",positive
