orig_index	sentence	label
3323	grabs you	1
3323	grab you	1
7844	powerful drama	1
13604	can not disguise the slack complacency of ( godard 's ) vision , any more than the gorgeous piano and strings on the soundtrack can drown out the tinny self-righteousness of this voice .	0
13604	The negligent complacency of the (Godard's) vision cannot conceal, nor can the beautiful piano and strings on the soundtrack drown the tiny self-righteousness of this voice.	0
13909	superbly acted offbeat thriller	1
13909	Excellent Played Offbeat Thriller	1
14815	metaphors abound , but it is easy to take this film at face value and enjoy its slightly humorous and tender story	1
14815	Metaphors in abundance, but it's easy to take this movie to its nominal value and enjoy its slightly humorous and delicate story	1
15432	transforms one of ( shakespeare 's ) deepest tragedies	1
15432	transforms one of the ( Shakespeare's) deepest tragedies	1
17204	we care about the story	1
17204	we take care of the history	1
24378	feels less	0
29078	is such a blip on the year 's radar screen	0
29078	is such a Blip on the radar screen of the year	0
29503	report that it is instead a cheap clické	0
29503	report that it is a cheap clické instead	0
35892	an empty exercise ,	0
35892	an empty exercise,	0
36208	moralizing	1
36208	Moralizing	1
38385	the cheap , graceless , hackneyed sci-fi serials of the 'thirtys and 'fortys	0
38385	the cheap, merciless, hacked sci-fi series of 'Dirtys and 'fortys	0
38841	does so without compromising that complexity .	1
38841	does so without compromising this complexity.	1
43670	like shrek , spirit 's visual imagination reminds you of why animation is such a perfect medium for children , because of the way it allows the mind to enter and accept another world .	1
43670	As Shrek, Mind's visual imagination reminds you why animation is such a perfect medium for children because the way it enters the mind and accept another world.	1
43708	managed to convey a tiny sense of hope	1
43748	slapped together	0
43748	Beaten up	0
58655	like having an old friend for dinner '	1
58655	like with an old friend for dinner '	1
59803	titular	1
59803	Titular form	1
61256	finn	1
61256	-fin	1
