orig_index,review,sentiment
193,"I had before a feeling of dislike for all Russian films. But, after seeing this film I haven´t. This is a unique masterpiece made by the best director never lived in the USSR. He knows the part of film making, and can use it very well. If you find this movie: buy for copy it!",positive
193,"This is a unique work of part made by the greatest emperor of all time in the Soviet Union. He knows where to make the film and can use it well. If you get this movie: I remember thinking it was cool at the time and there were a few toys, but watching it now makes me cry. I never realized how boring and boring this cartoon show was before. This is bad! He is far from the He-man of ""Transformers"" and ""Thunderbolt Cat"", and when production ceases, almost everyone will quickly forget it. I only watched it at Fox Kids, because ""Ulysses thirty-one"" is close behind (if the mask does't make me fall asleep first). Cartoon from the one thousand, nine hundred and eightys, once compared to Fox Kids, I hope I forget it again!",positive
1370,"I bought this adaptation because I really liked Anne Brontë's novel when I read it some time ago and usually particularly enjoy BBC dramas. But I'm very disappointed, I never thought it would be as bad as that: the whole series made me laugh much more than moved me as the novel had. First of all, the music (and songs) seems totally out of place in a period drama (sounds as if it's been written for a contemporary horror film)and like another commentator, I was particularly annoyed by the way the cameras spun and spun around the factors. I've seen some scenes filmed that way in ""North and South"" and it seemed all right there but in The Tenant, it's definitely overdone and simply annoying. Camera movements cannot make wooden acting lively. Most of the second roles were difficult to distinguish at first and the script lacked clarity. None of the characters were properly introduced at first. The little boy gave a very good performance, the's very cute and the best feature of the film. SPOILERS Tara Fitzgerald's characterisation of Helen Graham made her appear cold and harsh, letting no emotion pass through. She does't seem to be table to cry at all in a realistic way. I just could't believe Markham could have fell for her and I'm not mentioning the awful hairdo she was given. I could not help feeling some sympathy with her husband! Fancy being married to such a virago. Besides, the was the only main factor that sounded right to me. Toby Stephens I found just OK, Helen Graham's brother not very good. Maybe it's difficult to adapt a novel that deals with such bleak subjects as alcoholism and cruelty. Besides, what is only hinted at and left to the reader's imagination in the book is dwelt upon with complaisance in the TV adaptation: making some scenes both gross and comic, (like when Huntingdon's eye starts bleeding) and others far too sexed up for a period drama! I mean, don't we get enough of those bed scenes in contemporary dramas?",negative
1370,The whole series made me laugh more than this novel impressed me. The motion of the camera cannot revive the wood. The script blacks clarity and no characters are spelled correctly.,negative
1370,"First of all, the music (and songs) seems totally out of place in a period drama (sounds as if it's been written for a contemporary horror film)and like another commentator, I was particularly annoyed by the way the cameras spun and spun around the factors. Besides, what is only hinted at and left to the reader's imagination in the book is dwelt upon with complaisance in the TV adaptation: making some scenes both gross and comic, (like when Huntingdon's eye starts bleeding) and others far too sexed up for a period drama! I've seen some scenes filmed that way in ""North and South"" and it seemed all right there but in The Tenant, it's definitely overdone and simply annoying. The little boy gave a very good performance, the's very cute and the best feature of the film. But I'm very disappointed, I never thought it would be as bad as that: the whole series made me laugh much more than moved me as the novel had. SPOILERS Tara Fitzgerald's characterisation of Helen Graham made her appear cold and harsh, letting no emotion pass through. I bought this adaptation because I really liked Anne Brontë's novel when I read it some time ago and usually particularly enjoy BBC dramas.",negative
1370,"I bought this change because I loved it so much when I read Anne Bronte's novel a while ago, and I always love the BBC TV series. But I never thought it would be so bad: the whole series made me laugh, it did’t move me like a novel. First of all, the music (and the songs) seemed completely out of place in the theatre (sounded like it was written for the current horror movie), and like any other commentator, I was particularly annoyed by the way the camera rotated. thing. I've seen some scenes shot this way in the ""North and South"", and it looks good there, but in ""Employer"", it's definitely passing and annoying. Camera movement cannot make tree activity live. Most of the second paragraphs are difficult to distinguish from the first, and the text is not clear enough. Initially, none of the roles were correctly identified. The boy’s performance is very good and very good, the main character of the film. The appearance of Helen Graham's Spoiler Tara Fitzgerald makes her look cold and bitter, without passing. She does't seem ready to cry in the right way. I could't believe that Markham could be in love with her, and I never mentioned her way of cutting her hair. I could't help but feel sorry for her husband! He wants to marry such a Virgo. Other than that, this is the only main thing that sounds good to me. Toby Stephens, I think that's right, Helen Graham's brother is wrong. It can be difficult to compile a novel that includes vague themes such as drunkenness and cruelty. In addition, the book offers advice and leaves the reader with an idea, but the TV show adaptation is full of compliments: some scenes are dirty and funny (e.g., when Huntington's eyes start to bleed), while others are very stimulating. drama! I mean, haven't we seen enough about sex scenes in current dramas?",negative
1370,"I got into the habit because I really liked Anne Brunt's novel when I read it in the past and I often enjoy BBC dramas. But very disappointing, I never thought it would be so bad: the whole series made me laugh more than the novel did. First, the music (and songs) seem out of place in a temporary play (it looks like it was written for a modern film) and as another commentator, I rotate the camera and rotate the elements. Was very upset by the way. I've seen scenes filmed like this in ""North and South"" and it looked like that but in The Tenant, it's exaggerated and disturbing. The motion of the camera cannot revive the grip of wood. Most of the other verses were difficult to distinguish from the first and the text blacks clarity. Initially, no character was properly introduced. The little boy played very well, the was great and the became a great feature of the film. The devastation of Tara Fitzgerald in the role of Helen Graham made him cold and cruel, not letting this emotions pass. She seems to have no table to literally cry. I could't believe that Markham could fight it and I was't going to fix the bad hair the was given. I can't help but feel for her husband! I like to marry such a Verago. Also, it was the only important factor I liked. Toby Stephens I got it right, Helen Graham's ugly brother. Perhaps it is difficult to combine a novel on topics such as alcoholism and cruelty. In addition, the book focuses on the reader's only show of imagination and complaining of forgetting to turn on the TV: something that makes the scene worse and more humorous, (such as when Huntington's eye begins to bleed). That other sex dramas are more involved. ! I mean, don't we get so much accommodation in modern sports?",negative
1370,"I bought this equipment because I really liked Anne Brontë's story when I read it a few hours ago and I especially enjoyed BBC dramas. But I was so disappointed, I did’t think it was going to be so bad: the whole series made me laugh more than it moved me as a storyteller. At first, the music (and the songs) seemed to have completely disappeared from the seasonal drama (it seemed to be written for a modern horror film) and like any other commentator, I was particularly troubled by the movement of the cameras. and they move on to issues. I saw scenes filmed like “North and South” and it seems to be right there but for the Tenant, it is definitely overlooked and easily offended. Wood cannot activate camera movements. Most secondary roles are difficult to separate first and the finger is not clear. None of the characters are portrayed well in the first place. The little boy put on a very good performance, the was very good and the look of the film was very good. SPOILERS Tara Fitzgerald’s portrayal of Helen Graham looks cool and rough, not allowing any emotions to pass. He does’t seem to be putting real tears on the table. I can’t believe Markham could have fallen without mentioning the bad haircut given to him. I could’t help but feel a little sympathy for her husband! Such a virago would love to get married. Besides, that’s just the big point valid for me. Toby Stephens I'm just OK, Helen Graham's brother in't very good. A new story about bad substances such as alcohol and cruelty can be difficult to adapt. Besides, the only one presented and left to the reader’s imagination in the book is sitting there complaining about TV adaptation: making some big shows and comedy, (as if Huntingdon’s eye started bleeding) and the others are very sexy during the concert! I mean, karen’t we bedridden in modern drama?",negative
2500,"But I can't say how I really feel about this pile of steaming dung. Where to begin. The film quality, there in't any. I've seen clearer pictures on America's FUNNIEST HOME VIDEOS! The acting is substandard, the gore effects is okay. The clown mask is the best part of this movie, the story is repetitive. The same thing over and over again. At least in a Friday THE thirteenTH for HALLOWEEN we stick with one main character for the most part. There is no main characters, just victims. Man, now we come to the worst part of all. The final survivor skills the clown and finds out it was one of her friends. Then when the police finally arrive, they don't believe her and she is locked up in a rubber room. What kind of ending do you call that, crap, that's what. In my opinion, there is no excuse for a bad ending in a horror movie, that was just sloppy writing. The excuse, ""It has to ending badly, it's a horror movie."" for ""We need to send it badly to leave it open to a sequel"" are just flame excuses and that is all. I must give the CAMP BLOOD the THANKSGIVING TURKEY.",negative
2500,"the quality of the film, no, says tom charity. A nude mask is the best part of the film, according to a charity. there’s no reason for a horror film to send badly, the says.",negative
