orig_index,review,sentiment
22940,"Where to begin? This film is very entertaining if you are new to the wonderful game of rugby, however, if you live outside the US and do follow the game, it is laughable. Various rugby traditions such as the ""Haka"" which is preformed by the New Zealand ""All Blacks"" and only by the All Blacks. The leader of the Haka is usually the member of the team with the best Maori pedigree. This is one of the most important conventions of the modern game and has been misused and represented by the writer. The film itself is quite well directed however it is the poor script and over-all execution that lets it down, heavily. Taking into account is is based on a real story, it does posses a great deal of clickés in the storyline. I would strongly suggest that any American interested in rugby watch this film then watch what rugby actually is on Youtube because the rugby portrayed in this film has been distorted and skewed so far from what it really is.",negative
22940,"the poor script and over-all execution of this film let it down heavily. the film itself is quite well directed however it is based on a real story. if you live outside the us and do follow the game, it is laughable.",negative
22940,"This film is very entertaining if you are new to the wonderful game of rugby, however, if you live outside the US and do follow the game, it is laughable. I would strongly suggest that any American interested in rugby watch this film then watch what rugby actually is on Youtube because the rugby portrayed in this film has been distorted and skewed so far from what it really is. The film itself is quite well directed however it is the poor script and over-all execution that lets it down, heavily. Various rugby traditions such as the ""Haka"" which is preformed by the New Zealand ""All Blacks"" and only by the All Blacks. Taking into account is is based on a real story, it does posses a great deal of clickés in the storyline. This is one of the most important conventions of the modern game and has been misused and represented by the writer. The leader of the Haka is usually the member of the team with the best Maori pedigree.",negative
22940,"This film is very entertaining if you are new to the wonderful game of rugby, however, if you live outside the US and do follow the game, it is laughable . The film itself is quite well directed however it is the poor script and over-all execution that lets it down heavily .",negative
12149,"Good historical drama which is very educational and also very entertaining to people who like history. Very good acting and script. Not as sensual and sexy as it is sometimes marketed, be prepared to peek into the pioneer spirit and human ability to adjust. Very touching as well for the spiritually mature. Not for people who do not like to think.",positive
12149,"Not as sensual and sexy as it is sometimes marketed, be prepared to peek into the pioneer spirit and human ability to adjust. Good historical drama which is very educational and also very entertaining to people who like history. Not for people who do not like to think. Very touching as well for the spiritually mature. Very good acting and script.",positive
12149,be prepared to peek into the pioneer spirit and human ability to adjust. not as sensual and sexy as it is sometimes marketed.,positive
12149,"Good historical drama which is very educational and also very entertaining to people who like history . Not as sensual and sexy as it is sometimes marketed, be prepared to peek into the pioneer spirit and human ability to adjust .",positive
19177,"Once in a while you get amazed over how BAD a film can be, and how in the world anybody could raise money to make this kind of crap. There is absolutely No talent included in this film - from a crappy script, to a crappy story to crappy acting. Amazing.",negative
19177,"there is absolutely no talent included in this film - from a crappy script, to a crappy story to crappy acting.",negative
19177,"There is absolutely No talent included in this film - from a crappy script, to a crappy story to crappy acting .",negative
19177,"There is absolutely No talent included in this film - from a crappy script, to a crappy story to crappy acting. Once in a while you get amazed over how BAD a film can be, and how in the world anybody could raise money to make this kind of crap. Amazing.",negative
