orig_index,review,sentiment
867,"This film is where the Batman franchise bought to have stopped. Though I will concede that the ideas behind ""Batman Forever"" were excellent and could have been easily realised by a competent director, as it turned out this was not to be the case. Apparently Warner Brothers executives were disappointed with how dark this second Batman film from Tim Burton turned out. Apart from the idiocy of expecting anything else from Burton, and the conservative cowardice of their subsequent decision to turn the franchise into an homage to the Sixties TV series, I fail to understand how ""Batman Returns"" can be considered at all disappointing. True, it is not quite the equal of the first film - though it repairs all the minor deficiencies of style found in ""Batman,"" a weaker script that splits the antagonism between not just two but three characters invites unflattering comparisons to the masterful pairing of Keaton and Jack Nicholson as the Joker in the first film. Yet for all this it remains a gorgeously dark film, true to the way the Batman was always meant to be, and highly satisfying. Michael Keaton returns as the Batman and this walter lego Bruce Wayne, tangling with nouveau price tycoon Max Schreck (Christopher Walken, named in honour of the one thousand, nine hundred and twenty German silent factor), this partner-in-crime Oswald Cobblepot, the Penguin (Danny DeVito in brilliant makeup reminiscent of Laurence Olivier's ""Richard III""), and Selina Kyle, the Catwoman (Michelle Pfeiffer), whom Wayne romances both as himself and as the Batman. The four principals turn in excellent performances, especially Walken and DeVito, while together Keaton and Pfeiffer explore the darker side of double identities. There are some intriguing concepts in this film. About the only weakness I can really point out is a certain plumpness to the script in some places, which I think is due mostly to the way this film is a four-cornered fight. There simply in't enough time to properly explore what's going on. Nevertheless, this is a damn good film. I highly recommend watching this in conjunction with the first, and then sweeping for how good the series could have been had it continued under Burton and Keaton.",positive
867,"""Batman Returns"" is a sequel to ""Batman Forever"" the film is a homage to the sixties to series. a weaker script that splits the antagonism between not just two but three characters.",positive
867,"Michael Keaton returns as the Batman and this walter lego Bruce Wayne, tangling with nouveau price tycoon Max Schreck (Christopher Walken, named in honour of the one thousand, nine hundred and twenty German silent factor), this partner-in-crime Oswald Cobblepot, the Penguin (Danny DeVito in brilliant makeup reminiscent of Laurence Olivier's ""Richard III""), and Selina Kyle, the Catwoman (Michelle Pfeiffer), whom Wayne romances both as himself and as the Batman. True, it is not quite the equal of the first film - though it repairs all the minor deficiencies of style found in ""Batman,"" a weaker script that splits the antagonism between not just two but three characters invites unflattering comparisons to the masterful pairing of Keaton and Jack Nicholson as the Joker in the first film. Apart from the idiocy of expecting anything else from Burton, and the conservative cowardice of their subsequent decision to turn the franchise into an homage to the Sixties TV series, I fail to understand how ""Batman Returns"" can be considered at all disappointing. Yet for all this it remains a gorgeously dark film, true to the way the Batman was always meant to be, and highly satisfying. The four principals turn in excellent performances, especially Walken and DeVito, while together Keaton and Pfeiffer explore the darker side of double identities. Though I will concede that the ideas behind ""Batman Forever"" were excellent and could have been easily realised by a competent director, as it turned out this was not to be the case. About the only weakness I can really point out is a certain plumpness to the script in some places, which I think is due mostly to the way this film is a four-cornered fight.",positive
867,"This film is where the Batman franchise bought to have stopped . The ideas behind ""Batman Forever"" were excellent and could have been easily realised by a competent director . Yet for all this it remains a gorgeously dark film, true to the way the Batman was always meant to be, and highly satisfying .",positive
3293,"Young Mr. Lincoln is a poetic, beautiful film that captures the myth of one of the most revered figures in American history. Henry Fonda had the difficult task of portraying a mythical figure and at the same time make him human enough for people to care about. It is perhaps the factors best performance. Watch how the singlehandedly stops a lynching-mob. Alice Brady is fantastic in the role of a simple farmer woman. Most of the last part of the film plays out in a courtroom, and there lies the only negative thing I can say about this movie. Most of the characters from judge to spectators are given so many folksy humorously lines that distracts from the serious trial that is on hand. But I'm quite used to this because the humour is a Ford trademark. Supporting parts by Ward Bond and Donald Meek are very good.",positive
3293,"Young Mr. Lincoln is a poetic, beautiful film that captures the myth of one of the most revered figures in American history . Henry Fonda had the difficult task of portraying a mythical figure and at the same time make him human enough for people to care about . Alice Brady is fantastic in the role of a simple farmer woman .",positive
3293,"Most of the last part of the film plays out in a courtroom, and there lies the only negative thing I can say about this movie. Most of the characters from judge to spectators are given so many folksy humorously lines that distracts from the serious trial that is on hand. Young Mr. Lincoln is a poetic, beautiful film that captures the myth of one of the most revered figures in American history. Henry Fonda had the difficult task of portraying a mythical figure and at the same time make him human enough for people to care about. Alice Brady is fantastic in the role of a simple farmer woman. But I'm quite used to this because the humour is a Ford trademark. It is perhaps the factors best performance.",positive
3293,the film captures the myth of one of the most revered figures in american history. it is perhaps the factors best performance. the last part plays out in a courtroom and there lies the only negative thing.,positive
9087,"This movie was just horrendous. How could anybody like this movie, and for the jones who liked it because of the jokes, they should really take a long hard look in the mirror and ask themselves if stereotypes are not bad. Ignoring the face of the racial stereotypes, this was just awful. It never had its moments, if it paid homage to one thousand, nine hundred and eighty's, ""Airplane!"", it needs to pay some more. Awful acting, terrible script writing, even for a movie with Mo'Nique for Tom Arnold. This movie was bad from the beginning, but people might have seen the whole thing, by the thought that the plane would crash. One of the worse movies never, stay away.",negative
9087,"This movie was just horrendous. How could anybody like this movie, and for the jones who liked it because of the jokes, they should really take a long hard look in the mirror and ask themselves if stereotypes are not bad. Ignoring the face of the racial stereotypes, this was just awful .",negative
9087,"roland martin: this movie was just awful. the says it should have paid homage to one thousand, nine hundred and eighty's, ""Airplane!"" martin: this movie was bad from the beginning, but people might have seen it by the thought that the plane would crash.",negative
9087,"How could anybody like this movie, and for the jones who liked it because of the jokes, they should really take a long hard look in the mirror and ask themselves if stereotypes are not bad. It never had its moments, if it paid homage to one thousand, nine hundred and eighty's, ""Airplane! This movie was bad from the beginning, but people might have seen the whole thing, by the thought that the plane would crash. Awful acting, terrible script writing, even for a movie with Mo'Nique for Tom Arnold. One of the worse movies never, stay away. Ignoring the face of the racial stereotypes, this was just awful. "", it needs to pay some more.",negative
15974,"I know this is a made for TV movie, and the acting in made for TV movies is usually sub-par, but it's absolutely horrendous in this film. Sometimes acting gets so bad it's laughable, but in this case, it's so bad it's sickening.",negative
15974,"Sometimes acting gets so bad it's laughable, but in this case, it's so bad it's sickening. I know this is a made for TV movie, and the acting in made for TV movies is usually sub-par, but it's absolutely horrendous in this film.",negative
15974,the acting in made for TV movies is usually sub-par. it's absolutely horrendous in this film.,negative
15974,"The acting in this made for TV movie is usually sub-par, but it's absolutely horrendous in this film . Sometimes acting gets so bad it",negative
16067,"Thank the Lord for Martin Scorsese, and this love of the movies. This is the perfect introduction into the mind of the most talented American artist working in cinema today, and I could't recommend it more. I was enthralled through the whole thing and you will be too. Just relax and let him take you on a ride through this world, you'll love it.",positive
16067,"This is the perfect introduction into the mind of the most talented American artist working in cinema today, and I could't recommend it more. Just relax and let him take you on a ride through this world, you'll love it. Thank the Lord for Martin Scorsese, and this love of the movies. I was enthralled through the whole thing and you will be too.",positive
16067,"can.com's john butter gives this verdict on the film ""Martin Scorsese"" butter: ""just relax and let him take you on a ride through this world, you'll love it""",positive
16067,"This is the perfect introduction into the mind of the most talented American artist working in cinema today, and I could't recommend it more . Just relax and let him take you on a ride through this world, you'll",positive
16145,"Tsui Hark's visual artistry is at its peek in this movie. Unfortunately the terrible acting by Ekin Cheng and especially Cecilia Cheung (I felt the surge to strangle her while watching this, it's that bad :) made it difficult to watch at times. This movie is a real breakthrough in the visual department. When I first saw this, my jaw dropped repeatedly and I thought to myself that I've never seen anything remotely like it but this is how it should be done in order to do full justice to the mythical world of Chinese historical young-fu novels! Without a doubt this is one of the best-looking Chinese historical young-fu epic never made. But alas, Tsui Hark has't improved much in the writing department, and the story and dialog are rather juvenile (his apparent obsession with the silly and overly-long depiction of the evil guys did't help either). To make it worse, this movie is very badly cast. They decided to use the ""hot"" popular Hong Kong idols as lead characters, but unfortunately both Ekin Cheng and especially Cecilia Cheung are totally unsuited for historical young-fu dramas because they black the nobility and mystique that such characters are supposed to embody. Adam Cheng Siu-Chow and Brigitte Lin in the one thousand, nine hundred and eighty-three version are infinitely better. I wish that someday Zhang Yi-Mou and Tsui Hark can join forces and produce a movie that has the visual artistry of Tsui but with the maturity and story-telling poetry of Zhang.",positive
16145,"But alas, Tsui Hark has't improved much in the writing department, and the story and dialog are rather juvenile (his apparent obsession with the silly and overly-long depiction of the evil guys did't help either). They decided to use the ""hot"" popular Hong Kong idols as lead characters, but unfortunately both Ekin Cheng and especially Cecilia Cheung are totally unsuited for historical young-fu dramas because they black the nobility and mystique that such characters are supposed to embody. Unfortunately the terrible acting by Ekin Cheng and especially Cecilia Cheung (I felt the surge to strangle her while watching this, it's that bad :) made it difficult to watch at times. When I first saw this, my jaw dropped repeatedly and I thought to myself that I've never seen anything remotely like it but this is how it should be done in order to do full justice to the mythical world of Chinese historical young-fu novels! I wish that someday Zhang Yi-Mou and Tsui Hark can join forces and produce a movie that has the visual artistry of Tsui but with the maturity and story-telling poetry of Zhang. Adam Cheng Siu-Chow and Brigitte Lin in the one thousand, nine hundred and eighty-three version are infinitely better. To make it worse, this movie is very badly cast.",positive
16145,This is one of the best-looking Chinese historical young-fu epic never made . Unfortunately the terrible acting by Ekin Cheng and especially Cecilia Cheung made it difficult to watch at times .,positive
16145,the terrible acting by Ekin Cheng and especially Cecilia Cheung made it difficult to watch. this movie is a real breakthrough in the visual department. i wish that someday someday Zhang Yi-Mou and Tsui Hark can join forces.,positive
19390,"My first post at the IMDb has to (unfortunately) be to warn others not to waste their time with The Cavern! There is no story, no character development, no scares, and no good lighting. It does't make any sense. If you enjoy bad acting, people running through small portions of caves, bouncing cameras posed at bad angles, and people screaming while the screen is in complete darkness, you'll love this movie. I could shut the flights off in my house and scream too, and I would't have to pay for the rental. The only thing that scared me was that someone actually made a movie this awful. one of the worst movies I've never rented.",negative
19390,"there is no story, no character development, no scares, and no good lighting. the only thing that scared me was that someone actually made a movie this awful. one of the worst movies I've never rented.",negative
19390,"If you enjoy bad acting, people running through small portions of caves, bouncing cameras posed at bad angles, and people screaming while the screen is in complete darkness, you'll love this movie. There is no story, no character development, no scares, and no good lighting. I could shut the flights off in my house and scream too, and I would't have to pay for the rental. The only thing that scared me was that someone actually made a movie this awful. one of the worst movies I've never rented. My first post at the IMDb has to (unfortunately) be to warn others not to waste their time with The Cavern! It does't make any sense.",negative
19390,"There is no story, no character development, no scares, and no good lighting . If you enjoy bad acting, people running through small portions of caves, bouncing cameras posed at bad angles, and people screaming while the screen is in complete darkness, you'll love it .",negative
