orig_index	sentence	label
756	moonlight mile should strike a nerve in many .	1
756	moonlight mile should strike	1
2328	joy	1
3097	many can aspire but none can equal	1
3097	Many people wish, but	1
3097	Many	1
3097	Many people may want but	1
3097	many can aspire but	1
5897	it 's dark but has wonderfully funny moments ; you care about the characters ; and the action and special effects are first-rate	1
5897	It's dark, but there are some very interesting moments; the cares about the characters; action and special effects in the first level	1
5897	It's dark, but there are a lot of interesting moments. He cares about the role. Actions and special effects are high.	1
5897	It's dark, but there are also some very interesting moments; the cares for the characters Attracted by crawling bugs that live only in the dark.	1
5897	is black but there are funny moments that interest you in the characters; and the action and special effects are the first level	1
5897	is dark but with funny moments and surprises. you care about the staff. action and special effects are first class.	1
5897	is dark but has funny moments and surprises; you are interested in characters that are	1
5897	It's dark but there are some really funny moments. He takes care of the characters and the action and special effects are first level.	1
5897	It's dark but surprisingly funny moments. He takes care of the characters, action and special effects is the first level.	1
5897	It's dark but there are some really funny moments. He takes care of the characters.	1
5897	it's dark but has wonderfully funny moments. you care about the characters. the action and special effects are first-rate.	1
5897	it 's dark but has wonderfully funny moments; you care about the characters	1
6878	ian holm conquers france as an earthy napoleon	1
6878	ian holm as simple Napoleon conquers France	1
6878	ian holm as	1
6878	simple Napoleon conquers France	1
6878	Ian Holm captures France as napoleon-sand	1
6878	Ian Holm defeated France as	1
6878	Napoleon defeated France Defeated	1
6878	ian holm conquers france as an	1
6878	an earthy napoleon conquers france	1
6878	an earthly napoleon conquers france	1
6878	Napoleon on earth conquers France	1
6878	ian holm	1
6878	ground napoleon defeated the french	1
6878	World Napoleon defeated France And the leap is finally	1
7126	fosters moments of spontaneous intimacy	1
7126	Increase automatic contact times	1
7126	Increase automatic contact times. Train	1
7126	CNN.	1
7126	Promotes automatic contact times. awesome.	1
7126	cultivating the unusually close moments	1
7126	cultivating the moments of unexpected closeness. wealth	1
7126	encourages automatic intimacy	1
7126	promotes CNN.	1
7126	promotes automatic intimacy times	1
7126	fosters moments of spontaneous intimacy. fosters	1
7126	it encourages moments of spontaneous intimacy	1
13566	rising	1
13566	rise	1
13566	growing	1
20079	masochism	0
21876	the speculative effort is hampered by taylor 's cartoonish performance and the film 's will-considered notion that hitler 's destiny was shaped by the most random of chances	0
21876	Taylor cartoon shows and the desire for film.	0
21876	future thinking efforts Taylor's cartoon performance and the thought of the film to be considered by Hitler That fate had been shaped by the luckiest chance fortunately interrupted the film's imaginary efforts .	0
21876	Guess In an attempt to find out, Taylor's cartoons and movies is	0
21876	Taylor's cartoons and the movie that will be will be considered considering that Hitler's fate was affected by random occasions that led to the film's speculations. Affected	0
21876	The speculative effort is hampered by taylor 's cartoonish performance and the film 's	0
21876	taylor's cartoonish performance and the film's will-considered notion that hitler's destiny was shaped by the most random of chances hampered the film's speculative effort.	0
31345	this is one summer film that satisfies	1
31345	one movie this summer is convincing	1
31345	It's satisfying in a summer	1
31345	It's a summer	1
31345	This summer movie satisfying	1
31345	This summer movie	1
31345	this is one summer	1
31345	this summer film is satisfactory	1
31345	this one summer film is satisfactory	1
32114	showtime is in't particularly assaultive , but it can still make you feel that you never want to see another car chase , explosion for gunfight again	0
32114	time the display is non-violent, but it can make you feel like you never want to see another car chase.	0
32114	The viewing time is not annoying, but it will still make you feel like you did't	0
32114	Time-out is not particularly aggressive, but it can still make you feel like you don't want to see another car chase, an explosion used again for shooting	0
32114	show time that in't particularly offensive , but it can still make you feel like you don’t want to see another car chase.	0
32114	show time is not particularly offensive but it can still make you feel like you never	0
32114	Show Time does't strike, but it can still make you feel like you don't want to see another car chase, a gunshot and another car chase.	0
32114	The show has seemed a bit unfocused in recent episodes, but you may still find that you'll never know. > Good offer	0
32114	showtime in't particularly assaultive, but it can still make you feel that you never want to see another car chase again.	0
32114	showtime is in't particularly assaultive but it can still make you feel that you never	0
32348	cute alien creature	1
32348	New Alien	1
32348	Cute Alien	1
32348	Cute Alien:	1
32348	Cute	1
32348	beautiful alien	1
32348	beautiful alien creatures	1
32348	beautiful aliens: thirty-two thousand, three hundred and forty-eight> cute	1
32348	cute alien	1
32348	cute alien creature:	1
32348	a cute alien	1
32348	cute	1
35080	but windtalkers does in't beat that one , either .	0
35080	But the windtalkers did not beat it.	0
35080	Wind Whisperer did not win that.	0
35080	Windtalkers does not have	0
35080	but the wind does't beat that one either.	0
35080	It is not beaten by air ships.	0
35080	air amplifiers don't kill it.	0
35080	WindTalkers does't have its own favourite movie.	0
35080	windtalkers does in't beat that one.	0
35080	windtalkers does in't	0
36068	better still	1
36068	better than	1
39708	an please	1
39708	Please	1
39708	an	1
49708	commanding	1
49708	Command	1
49708	ordering	1
49708	Direct	1
59423	that manages to show the gentle and humane side of middle eastern world politics	1
59423	Attempting to show gentleness and humanity	1
59423	shows a soft and humane side in Middle Eastern politics. Show a soft and human Precious little things: Little precious things	1
59423	who manages to show the gentleness and humanity of	1
59423	who shows the gentle and humane side of Middle Eastern politics Middle East around the world. It shows the subtle and humane side of	1
59423	that manages to show the gentle and humane	1
59423	that shows the gentle and humane side of middle eastern world politics. that shows the gentle and humane side	1
64628	a fast , frenetic , funny , even funny six -- aimed specifically at a grade-school audience	1
64628	Fast, extravagant, fun and fun movie - especially for elementary school audiences	1
64628	Fast,, And fun, And even and six types of entertainment for primary school audiences	1
64628	A sharp, funny, funny, even funny six - directed primarily for school audiences	1
64628	A six-day, free, funny, hilarious program aimed at a grade school audience.	1
64628	a fast, frenetic, funny, even funny six aimed at a grade-school audience	1
64628	A fast, frenetic and funny six -- aimed specifically	1
66212	accomplishes	1
66212	complete	1
66212	execution	1
66212	air	1
66212	it's done	1
66212	accomplished	1
66709	that cleverly captures the dry wit that 's so prevalent on the rock	1
66709	Ability to insert the annoying thing that is common in this rock	1
66709	: sixty-six thousand, seven hundred and ten> More cold	1
66709	Cleverly catching dry rock solid	1
66709	It is cleverly catching dry rock sol	1
66709	this is a clever capture of the dry wit that is so prevalent on the rock	1
66709	that cleverly captures the dry wit that	1
