orig_index	sentence	label
1144	with leonine power	1
1144	with	1
1144	leonine power	1
3304	thanks to confident filmmaking and a pair of fascinating performances	1
3304	Thanks to confident filmmaking and a	1
3304	thanks to confident filmmaking and a pair of fascinating performances. thanks to confident filmmaking	1
3467	perhaps it 's cliche to call the film ` refreshing , ' but	1
3467	"The film is ""freshly refreshing"""	1
3467	it's cliche to call the film'refreshing'	1
3860	raunchy and frequently hilarious	1
3860	The	1
4066	a delightfully unpredictable , hilarious comedy with wonderful performances that tug at your heart in ways that utterly transcend gender labels .	1
4066	hilarious comedy with wonderful performances that tug at your heart in a way that transcends gender stereotypes	1
4066	a delightfully unpredictable , hilarious comedy with wonderful performances that tug at your	1
4066	hilarious comedy with wonderful performances that tug at your heart in a way that transcends gender boundaries	1
4066	hilarious comedy with wonderful performances that tug at your heart in ways that utterly transcend gender labels.	1
4351	a limp eddie murphy	0
4351	A	0
4351	limp eddie murphy	0
4351	eddie	0
4388	one big excuse to play one lewd scene after another	0
4388	one big excuse to play one	0
4826	loosely tied	0
4826	loosely bound	0
4826	loosely	0
5646	gooding offers a desperately ingratiating performance .	0
5646	this is a desperately ingratiating performance	0
5646	flooding offers a desperately ingratiating performance.	0
5646	Gooding offers a	0
6921	to feel good about	1
6921	to feel good	1
6921	to feel good about yourself	1
6921	There	1
7091	is smart , not cloying .	1
7091	smart, not co	1
7091	is smart ,	1
7672	like this movie a lot .	1
7672	like this movie a	1
7672	the movie is really good	1
7672	the movie i like very much	1
7672	like this movie	1
7885	best part ' of the movie	1
7885	The best part	1
7885	best part'of the	1
9439	the city 's old-world charm	1
9439	the city's old-world	1
9439	the city	1
9439	the old world charm of the city	1
9439	charm of the old town	1
9715	's invigorating about	1
9715	's invig	1
9715	the energy is intense	1
9715	it energizes me	1
11244	fierce	1
11660	's mildly sentimental , unabashedly consumerist . studiously inoffensive and completely disposable	0
11660	's mildly sentimental , unabashed	0
11660	unabashedly consumerist. studiously inoffensive and completely disposable.	0
11876	more interesting --	1
11876	more	1
11876	more interesting -- more	1
12507	is a movie where the most notable observation is how long you 've been sitting still .	0
12507	this is a movie where you can observe how long you sit still	0
12507	this is a movie where you can see how long you have been sitting still	0
12507	This is a movie where the most notable observation is how	0
12569	whose real-life basis is , in fact , so interesting that no embellishment is	1
12569	whose real-life basis is so interesting that no embellishment is necessary	1
12569	The real-life basis is so interesting	1
12569	whose real-life basis is in fact so interesting that there is no embellishment	1
12569	whose real-life basis is so interesting that no embellishment is necessary is.	1
13700	be delightfully compatible	1
13700	have a wonderful relationship	1
13700	be	1
13700	be delightfully compatible with the	1
13700	have a charming relationship	1
14920	what a film can be	1
14920	what can a film be?	1
14920	what a film	1
14920	What a	1
15256	is hard to care	0
15256	it's hard to care for	0
15256	is hard to	0
15256	CNN	0
15256	it's hard to care about	0
16492	follow the stale , standard , connect-the-dots storyline which has become commonplace in movies that explore the seamy underbelly of the criminal world	0
16492	follow the stale standard connect-the-dots storyline that has become commonplace in movies that explore the seamy underbelly of the	0
16492	Follows the stale , standard , connect-the-dots storyline which	0
16492	follow the stale standard connect-the-dots storyline which has become commonplace in movies that explore the seamy underbelly of	0
17220	, somehow it all comes together to create a very compelling , sensitive , intelligent and almost cohesive piece of film entertainment	1
17220	"""It all comes together to create a very compelling and sensitive piece of"	1
17220	compelling, sensitive, intelligent and almost cohesive piece of film entertainment.	1
17287	enough cool	1
17287	cool enough	1
18211	salute just for trying to be more complex than your average film .	1
18211	welcome to trying to be more complex than your average movie	1
18211	welcome to trying to be more complex than your average film	1
18211	salute for trying to be more complex than your average film.	1
18211	A salute just for trying to be more	1
19023	the movie will likely set the cause of woman warriors back decades .	0
19023	The movie will likely set the cause of	0
19162	the film runs on a little longer than it needs to -- muccino either does in't notice when this story ends for just a in't tear himself away from the characters -- but	0
19162	The film runs on a little longer than it needs to be finished, but it does't run out of character	0
19262	explains its characters ' decisions only unsatisfactorily	0
19262	explains its characters '	0
19262	explains its characters' decisions only unsatisfactorily. explains	0
