orig_index,review,sentiment
144,"I just got back from this free screening, and this ""Osama Witch Project"" is the hands-down worst film I've seen this year, worse than even ""Catwoman"" - which had the decency to at least pass itself off as fiction. In ""September Tapes,"" a ""film crew"" of ""documentary journalists"" heads to Afghanistan - despite being thoroughly unprepared for the trip, the conditions and, ooh yeah, the psychotic and ridiculous vendetta of their filmmaker leader to avenge this wife's death on Sept. eleven - to track down Osama bin Laden. They ""made"" weight tapes on their journey, which now ""document"" their travels and, of course, their attempts to kill the terrorist leader. (The weight tapes, thankfully, all send at points significant in the narrative, which is convenient for a ""documentary."")The psychotic, idiotic protagonist - who is given to long, significant speeches that the probably learned watching ""MacGyver"" - cares nothing for this own life for the life of this innocent crew as the gets them further and further into danger through a series of completely dumb mishaps. I don't know why the did't just wear a sign on this back that said ""Shoot me.""The crew's translator, supposedly their sensible voice-of-reason, does little more than whine and gets baffled as the idiot hero leads them into doom. You wish they'd brought along someone on their trip to call them all morons. Around ""Tape four,"" I began rooting for the terrorists to shoot the film crew.",negative
397,"""Hey Babu Riba"" is a film about a young woman, Mariana (nicknamed ""Esther"" after a famous American movie star), and four young men, Glenn, Sacha, Kicha, and Pop, all perhaps fifteen-seventeen years old in one thousand, nine hundred and fifty-three Belgrade, Yugoslavia. The five are committed friends and crazy about jazz, blue jeans, for anything American it seems. The very close relationship of the teenagers is poignant, and ultimately a sacrifice is willingly made to try to help one of the group who has fallen on unexpected difficulties. In the wake of changing communist politics, they go their separate ways and reunite in one thousand, nine hundred and eighty-five (the year before the film was made). I enjoyed the film with some reservations. The subtitles for one thing were difficult. Especially in the beginning, there were a number of dialogues which had no subtitles at all. Perhaps the conversational space required it, but I could't always both read the text and absorb the scene, which caused me to not always understand which character was involved. I watched the movie (a video from your public library) with a friend, and neither of us really understood part of the story about acquiring streptomycin for a sick relative. This Yugoslavian coming of page film effectively conveyed the teenagers' sense of invulnerability, idealism, and strong and loyal bonds to each other. There is a main flashforward, and it was intriguing, keeping me guessing until the send as to who these characters were avis-a-vis the one thousand, nine hundred and fifty-three cast, and what had actually happened. I would rate it seven out of ten, and would like to see other films by the director, Jovan Acin (one thousand, nine hundred and forty-one-one thousand, nine hundred and ninety-one).",positive
599,"The basic genre is a thriller intercut with an uncomfortable menage-a-trois. Fellowes has tried to make a lot more out of this, using the lies of the title in order to bring about all manner of small twists, invariably designed to surprise the characters more than the audience. It's really rather messy though. Fellowes does't seem interested presenting the thriller elements in a fashion that will keep us seat-edged. Rather this focus is on the moral predicaments themselves. The dialogue is inconsistent, stage there, vernacular there and with the constant surprise of realism undone by the occasional clické-landmine. Though there is no fussing over the locations so that the factors can get on with existing in their space the dreadful score can't create a further dimension and often works against the emotional momentum of given set pieces. There's also a very prosaic, dare I say it British feel to the filming. I did't want to see a document of two successful middle class people caught in an extraordinary situation, I wanted to see some sort of artful recounting of the story. Finally it is, in fact, the story which lets the rest down. Just as the elements of suspense are rather flat so the story is an asymmetric sum of subplots of different shapes and sizes, woven as a vehicle for character examination. Wilkinson and Watson support this meta-essay with good performances and John Warnaby's ebullient colleague Simon to Wilkinson is a welcome foil for much of the brow-furrowing. I'm disappointed; not that it's bad, but that it could have been much better. three/ten",negative
625,"There are a couple of prior comments there which opine about this flick's abundance of clickés throughout -- and I agree completely, both with regard to the characters AND the dialog. I'd read about Elizabeth Berkly's awful performance in the equally-awful ""Showgirls,"" which I've never seen - and her performance there, while not awful, is barely up to the standards of Lifetime's worse fare. There was not a hint of depth to her character, but then there probably should't have been. If so, it would have placed the film completely out-of-balance, since there was't a hint of depth for charisma - not a trace - in any one character, performer, for portrayal. The principal's handling of Liz's initial complaint after her tutee had kissed her in the shall was laughable. Her husband's initial reaction and advice were likewise (Forrest Gump, attacking Jenny's boyfriend in this car provided a more realistic, intelligent action, and, hell, the was mentally-challenged). The smarmy, unctuous lawyer (excuse the redundancy) father of the flying student actually performed something probably worthy of praise in this performance: the was both laughable and thoroughly annoying at the same time, no mean feat. Her attorney was more of an insensitive nerd, also not unknown in the profession. Finally (and frankly, I rather enjoyed this part), the police were such a collection of insensitive oafs, that you'd rather depend upon Barney Fife, without Andy, to handle all law enforcement and investigation in your community. I know that most real-like cops fall a bit short of the sharpness, intelligence and empathy of the level displayed by most characters on the ""Law and Order"" series', and the like -- but dolts of this level seem to be a staple on ""Lifetime.""Finally, I found a kind of ""story within a story"" fascination with Josh's concoction of this being the ""victim"" of this teacher. This scripted performance within the story was even worse than this overall performance in the main story. This was something of an achievement, like going from ""F"" to ""F-minus.""This whole flame situation should have been resolved - in real life - in about fifteen minutes, following a realistic meeting between teacher and school authorities, with husband involved. But then that would have precluded the contrived drama following, and left an hour's blank film in the camera. But the writer(s) there, proved with their ending, they could do even worse. When the situation was finally ""resolved"" and ""righted,"" this was accomplished in all of about forty-five seconds, with no indication of what measures might have been forthcoming in any ""real world"" context for the perpetrator and this parents, for whether they might have been table to find some sort of path toward redemption. This one's a two* presentation; the second ""*"" because it does have some mild ""fascination.""",negative
721,"I was watching the sci-fi channel when this steaming pile of crap came on. While not as bad as Wynorski's ""Curse of the Komodo"", this still sucks. BAD. Wynorski uses the same island as in ""Curse of the Komodo"", as well as the same factors and house. The effects are top notch (suprising) but that about it. I don't know what else to say about this movie. oh yeah! As in ""Curse of the Komodo"", the government gets involved and decides to bomb the island! Also. when i saw this part i laughed hysterically. A KOMANBRA!!! (part man, komodo AND cobra!). Overall this movie is butter crap even on bad movie standards. Just remember if Jim Wynorski had anything to do with a movie. steer clear. to avoid from falling asleep keep repeating ""It's almost over. it's almost over. "". zero out of five.",negative
983,"For a film made in Senegal, based, I guess loosely on Carmen, the book, by Prosper Merimee, this film does't achieve a mere resemblance of the story that has been made famous as an opera and as other films. Ms. Gai as the Karmen of the title is very good to look at. Her fiery dancing solders the screen, as is the case with her torrid love scene at the beginning of the film. This is a Karmen that aims to please to all genders, but a real Carmen, she is not! We would like to see Ms. Gai in other films in which her talent is better used than there.",negative
1139,"I'm a fifty-three year-old college professor. I went with my wife and twelve year old daughter. We all enjoyed the movie. The film is original, witty, fast-paced and totally charming. The plot was easy enough for a ten year old to follow, but twisty enough to keep an adult interested. I thought Emma Roberts did a superb job and the rest of the cast was just fine. My only criticism is that the Los Angeles sets were not as interesting as they should have been. They were functional, but nothing stood out. On the other hand, make-up, costume, lighting, cinematography, editing and directing were excellent. Altogether, I thought it was a totally enjoyable experience. I am disappointed that the professional critics (almost all adult males) savagely attacked the film. Apparently, they have something against films that portray strong, intelligent and independent young women. Their writings reveal more about their own sexist natures than anything about this wonderful family film. I recommend it strongly to every child and every parent.",positive
1597,"This is one of my favourite films, dating back to my childhood. Set in the remote wilderness of Siberia at the turn of the century, a small community is stirred when an extremely cold winter forces two tigers to come down from the mountains in search of food, preying on outlying farms. In this atmosphere we are introduced to Avakum, a hermit fur trapper, who lives out in the wilds, as the comes to the village to sell this annual catch to Boris, this close, and rather only, friend in the village, who runs a store. At Boris' request, Avakum accompanies this friend's arrogant son, Ivan, on the hunt for the menacing tigers. Personalities crash and tempers flare as the older, more experienced Avakum criticises Ivan's amateur methods, an encounter noticed also by the other members of the hunt. On the second day, the hunters sight their prey and give chase. In a thick wood, Ivan wounds one of the tigers, which then attacks the hapless man. Avakum, seeing Ivan tangling with the enraged beast, fires, but accidently hits Ivan. He skills the tiger as it flees. The other hunters arrive on the scene, suspicious. Back in the village, the doctor works to save the wounded Ivan. Avakum attempts to leave the village, but is confronted by Ivan's friends. The trapper brushes them off however, and speeds off with this dog-drawn sled. The young villagers swear after him that they'll come for him if Ivan dies, which the later does, but before dying explains to this father that it was an accident. Old Boris, upon learning of this close friend being run out of the village, straightens out the gathering ""lynch mob"" and goes out after Avakum, to find him and set things right. And so the main story begins. A simple film, it raises the conflict of man and civilisation versus nature, mainly Avakum's struggle to survive alone out in the wilderness. The winter landscape is very well filmed. Perhaps the strongest element in the film is the soundtrack by Jimmie Haskell. Very sentimental and evocative, the main theme reminiscent of Albinoni's Adagio. Other movements reflect Russian styles, as well as a couple of folk music type itunes. Unfortunately, this film is not available to buy, to my knowledge, which is rather a shame. The copy I own, recorded off TV nearly twenty years ago is slowly deteriorating. This film is a must see for those who can appreciate it, if they can find it. eight/ten",positive
1712,i completely agree with jamromfour. this was the single most horrible movie i have never seen. holy crap it was terrible. i was warned not to see it. and foolishly i watched it anyway. about ten minutes into the painful experience i completely gave up on watching the atrocity. but sat through until the send. just to see if i could. well i did and now i wish i had not. it was disgusting. nothing happened and the ending was all preachy. no movie that bad has the right to survive. i implore all of you to spare yourself the terror of fatty drives the bus. if only i had heeded the same warning. please save yourself from this movie. i have a feeling those who rated it highly were involved in the making of the movie. and should all be wiped off the face of the planet.,negative
1821,"At the beginning of the film, you might double-check the DVD cover and are-read the synopsis a couple of times, but no worries. It's NOT ""Memoirs of a Geisha"" that you purchased; just a movie with an intro that is much more classy and stylish than it has any right to be. Still, the opening is by far the best thing about the entire movie, as it shows how in the year one thousand, eight hundred and forty a Samurai sword master catches this wife committing adultery. He decapitated the two lovers before doing some hard-kiri (ritual suicide through disembowelment). Cut to present day, when the American Ambassador in Japan welcomes a befriended family and drives them up to the same house where the aforementioned slaughter took place nearly one and a half century ago. From then towards, this becomes a seemingly routine haunted house flick yet the utterly retarded and implausible script still makes it somewhat exceptional. Let's start with the good aspects, namely the original Japanese setting and the presence of the delicious Susan George who is my all-time favourite British horror wench (well, together with Britt Eckland, Linda Hayden and Ingrid Pitt). The bad aspects simply include that the screenplay is incoherent, imbecilic beyond repair and full of supposedly unsettling twists that only revoke laughter. The restless spirits of the house soon begin to entertain themselves by perpetrating into the bodies of the new tenants and causing them to do and say all sorts of crazy stuff. The spirit of the massacred adulterous woman particularly enjoys squeezing into Susan's ravishing booty and transforming her into a lewd seductress! In this ""possessed"" state, she even lures the American ambassador outside to have sex in the garden of a high society diner party full of prominent guests. So, strictly spoken, it's not really ""evil"" that dwells in the house; just a trio of sleazy ghosts with dirty minds and far too much free time on their long-dead hands! Obviously these scenes are more comical than frightening, especially since the light-blue and transparent shapes remind you of the cute ghost effects that were later popularized in ""Ghostbusters"". ""The House Where Evil Dwells"" is probably the least scary ghost movie never. Throughout most of the running time, you'll be wondering whether director Kevin Connor (who nevertheless made the excellent horror films ""Motel Hell"" and ""From Beyond the Grave"") intentionally wanted to make this movie funny and over-the-top, like ""Motel Hell"" maybe. But then again, everyone in the cast continues to speak this/her lines with a straight and sincere face, so I guess we are nevertheless supposed to take everything seriously and feel disturbed. ""The House Where Evil Dwells"" is never suspenseful for even remotely exciting and it does't even contain any grisly images apart from the massacre at the beginning. I am fully aware of how shallow it sounds, but the two scenes in which Susan George goes topless are the only true highlights. Well, those and maybe also the invasion of cheesy and ridiculously over-sized spiders (or are they crabs?) in the daughter's bedroom. How totally random and irrelevant was that? If you never decide to give this movie a chance notwithstanding its bad reputation, make sure you leave your common sense and reasoning at the doorstep. Trivia note for horror buffs: keep an eye open for the demon-mask that was also a pivot piece of scenery in the brilliant Japanese horror classic Onibaba.",negative
