orig_index,review,sentiment
23,"First of all, let's get a few things straight there: a) I AM an anime fan- always has been as a matter of fact (I used to watch Speed Racer all the time in Preschool). of) I DO like several B-Movies because they're hilarious. pc) I like the Godzilla movies- a lot. Moving on, when the movie first comes on, it seems like it's going to be your usual B-movie, down to the crappy FX, but all a sudden- BOOM! the anime comes on! This is when the movie goes WWWAAAAAYYYYY downhill. The animation is VERY bad & cheap, even worse than what I remember from SPEED RACER, for crissakes! In fact, it's so cheap, one of the few scenes from the movie I ""vividly"" remember is when a bunch of kids run out of a school. & it's the same kids over & over again! The FX are terrible, too; the dinosaurs look worse than Godzilla. In addition, the transition to live action to animation is unorganized, the dialogue & voices(especially the English dub that I viewed) was horrid & I was begging my dad to take the tape out of the DVD/ VHS player; The only thing that kept me surviving was cracking out jokes & comments like the robots & Joel/Mike on MSTthreeK (you pick the season). Honestly, this is the only way to barely enjoy this movie & survive it at the same time. Heck, I'm planning to show this to another fellow otaku pal of mine on Halloween for a B-Movie night. Because it's stupid, pretty painful to watch & unintentionally hilarious at the same time, I'm giving this movie a three/ten, an improvement from the zero.five/ten I was originally going to give it.(According to my grading scale: three/ten means Pretty much both boring & bad. As fun as counting to three unless you find a way to make fun of it, then it will become as fun as counting to fifteen.)",negative
23,"Let's get a few things straight first: a) I AM an anime fan - in fact it always has been (I've seen Speed ​​Racer all the time in preschool). of) I like multiple B-movies because they're hilarious. pc) I like the Godzilla films - a lot. When the movie first comes out it seems like it's your usual B-movie, right down to the crappy effects, but suddenly - BOOM! the anime is coming! This is when the WWWAAAAAYYYYY movie goes downhill. The animation is VERY bad and cheap, even worse than what I remember from SPEED RACER, damn it! In fact, it's so cheap that one of the few scenes from the movie that I remember ""vividly"" is when a bunch of kids leave school. & it's always the same children! The FX are terrible too; the dinosaurs look worse than Godzilla. Additionally, the transition from live action to animation is disorganized, the dialogues and voices (especially the English dubbing I was watching) were terrible, and I begged my dad to take the tape off the DVD / VHS player; The only thing that kept me alive were jokes and comments like the robots and Joel / Mike on MSTthreeK (you choose the season). In all fairness, this is the only way to barely enjoy this movie and to survive at the same time. Hell, I'm going to show this to another otaku buddy of mine on Halloween for a B-movie night. Because it's stupid, pretty painful, and at the same time unintentionally hilarious, I'm giving this film a three / ten, an improvement over zero. Five / ten that I originally wanted to forgive: three / ten means both boring and bad. Counting to three is so fun, unless you find a way to make fun of it, then it becomes as fun as counting to fifteen.)",negative
8686,"Madison is not too bad-if you like simplistic, non-offensive, ""family-friendly"" fare and, more importantly, if you know absolutely nothing about unlimited hydroplane racing. If, like me, you grew up with the sport and your heroes had names like Musson, Muncey, Cantrell, Slovak, etc., prepare to be disappointed. Professional film critics have commented at length on the formulaic nature of the film and its penchant for utilizing every hackneyed sports clické in the book. I need't repeat what they've said. What I felt was sadly missing was any sense of the real excitement of unlimited hydro racing in the ""glory years"" (which many would argue were already past in one thousand, nine hundred and seventy-one). Yes, it was wonderful to see the old classic boats roaring down the course six abreast, though it was clear that the restored versions (hats off to the volunteers at the Hydroplane and Race Boat Museum) were being nursed through the scenes at reduced speed. But where was the sound? Much of the thrill of the old hydro was the mind-numbing roar of six Allison for Rolls-Merlin aircraft engines, wound up to RPM's never imagined by their designers, hitting the starting line right in front of you. You did't hear it, you FELT it. Real hydro buffs know exactly what I'm talking about. There's none of that in Madison. Instead, every racing scene is buried under what is supposed to be a ""heroic"" musical score. And then there are the close-up shots of the drivers, riding smoothly and comfortably in the cockpits as if they were relaxing in the latest luxury limousines, in some cases taking time to smile evilly as they contemplate how best to thwart the poor home-town hero. Or, in one particularly ridiculous shot, taking time to spot Jake Lloyd giving a ""Rocky"" salute from a bridge pier. In reality, some unlimited drivers wore flak vests to minimize the beating they took as the boats slammed across the rock-hard water at speeds above one hundred and fifty mph. As one reviewer so aptly put it, ""The sport deserves better than this.""Finally, since another user brought up anachronisms, I'll add one: the establishing shot of Seattle shows the Kingdome and Safeco Field. Neither existed in one thousand, nine hundred and seventy-one",negative
8686,"Madison isn't bad - if you like simple, non-obnoxious, ""family-friendly"" fare, and more importantly, if you know absolutely nothing about unlimited seaplane races. If, like me, you grew up playing the sport and your heroes had names like Musson, Muncey, Cantrell, Slovak, etc., prepare to be disappointed. Professional film critics have commented extensively on the film's formulaic nature and its preference for using every hackneyed sports clické in the book. I don't need to repeat what you said. What I sadly missed was any sense of the true excitement of the unlimited hydro racing in the ""Glory Years"" (which many would claim were over in one thousand nine hundred and seventy-one). Yes, it was wonderful to see the old classic boats hurtling down the track six side by side, although it was clear that the restored versions (hats off to the volunteers at the Hydroplane and Race Boat Museum) were being tended through the scenes at a reduced speed. But where was the sound? Much of the thrill of the old hydropower plant was the deafening roar of six Allison for Rolls-Merlin aircraft engines wound at speeds their designers could never have imagined kicking off right in front of you. You didn't hear it, you felt it. Real hydro buffs know exactly what I'm talking about. There's none of that in Madison. Instead, every racing scene is buried under a supposedly ""heroic"" musical score. And then there are the close-ups of the drivers driving calmly and comfortably in the cockpits, as if they were relaxing in the latest luxury limousines, sometimes thinking with an evil smile how best to thwart their poor homeland. Hero of the city. Or, in one particularly ridiculous shot, take the time to watch Jake Lloyd give a ""Rocky"" salute from a bridge pier. In reality, some unlimited riders wore flak vests to minimize the blows they'd received as the boats sped over the rock-hard water at speeds in excess of 150 mph. As one reviewer put it so aptly: ""Sport deserves better."" Finally, since another user mentioned anachronisms, I'll add one: the Seattle tap shows the Kingdome and Safeco fields. Neither existed in one thousand nine hundred and seventy-one",negative
10060,"Why it's none other than Ator played hilariously bad by Miles O'Keefe. Surprisingly I had the misfortune of sitting through this turkey before Mystery Science Theater three thousand store it to pieces. I highly recommend checking out the MSTthreeK version since it's hilarious and one of their best episodes never. The movie on it's own is basically the kind of typical B-movie crud that Italian film-makers were churning out in the early to mid eighty's. This film was apparently made to cash in on the Conan craze, but it fails miserably on all counts. Keep an eye out for the scenes where Ator fights a giant rubber snake and also manages to make a complete hang-glider during a cutaway.""Thong, fish is ready!""rating: the movie itself-one The MSTthreeK version: ten",negative
10060,"Why none other than Ator is played incredibly badly by Miles O'Keefe. Surprisingly, I was unlucky enough to sit through this turkey before the Mystery Science Theater three thousand stored it to pieces. I highly recommend checking out the MSTthreeK version as it's hilarious and one of their best episodes never was. The film itself is basically the kind of typical B-movie crap that Italian filmmakers produced in the early to mid-1980s. This film was apparently made to capitalize on the Conan madness, but it fails miserably in all respects. Keep an eye out for the scenes where Ator battles a giant rubber snake and also manages to build a complete hang-glider during a cutaway> <id: 10061> When the bicentennial hit, I was in Hershey, PA and part of Middletown Skate teams. We didn't do anything other than walk around and find out what we read on the pages of Skateboarder Magazine. A couple of local hills had all the speed bumps you could handle. Mike Weed was the hot stuff at the time, along with Russ, as he is called, with the Z-Boys who were hot on their heels. I had a GT (GrenTech) plastic board with Power Paw urethane wheels (loose bearings). My parents told me that we were moving to California later that year and that they were going on a house hunting trip. I was an extremely good son that summer and asked if I might not be rewarded with a REAL California skateboard. You delivered. It was a fiberglass deck with the Surfer Magazine logo on it. Wide axles and big red wheels (precision bearings, I don't know). You got it on Oak Street, a surf shop in Laguna Beach. When I got to California (all thirteen) Anaheim had the Concrete Wave and Carlsbad had a great park too. Soon Skateboard Odyssey arrived in Mission Viejo. An indoor park with all imaginable scenarios. The whole time I've been reading about Stacy, Shogu, Tony, and Jay. This flick was bang for the buck and a wonderful experience to watch.",negative
10395,"After Watergate, Vietnam and the dark days of the Nixon and Jimmy Carter eras, what the world needed was a good old-fashioned chapter-play hero taking on venomous serpents and evildoers in the America of one thousand, nine hundred and thirty-six for the jungles of South America in a series of fantastic cliffhanging adventures. Unfortunately what it got in one thousand, nine hundred and seventy-five was Doc Savage, The Man of Bronze. Perhaps the best that can be said of legendary producer George Pal's final film is that this often beautifully designed but sadly flat adaptation of Kenneth Robeson's pulp-paperback novels probably had George Lucas and Phil Kaufman leaving the theatre and saying to each other ""We can do better than that,"" and adding a bullwhip, a battered Fedora and some much needed character flaws to the mix. A big part of the problem is that Doc Savage is in many ways even harder to write for than Superman  explorer, adventurer, philanthropist, a scientific and intellectual genius in the bronzed bleach-blonde bulletproof muscle-bound body of a Greek God (or rather the form of TV's Tarzan, Ron Ely, a rather dull Charlton Heston clone there), there's simply nothing the can't do and, more damagingly, nothing that can charm him. The man is the virtual incarnation of Hitler's Aryan ubermensch (no surprise that the DVD is only available in Germany!), albeit with all-American values. And just in case there should never be anything the's overlooked (not that there never is) the has not one but five sidekicks in this entourage, the (less than) Fabulous Five. A chemist, an electrician and even an archaeologist I can accept, and at a stretch I could possibly even go as far as to see the possible need for a construction engineer, but what kind of hero takes a criminal lawyer with him on this adventures? In reality Doc's brain trust were probably added because with the hero so tiresomely invulnerable and practically perfect in every way  even Kryptonite would't put a dent in him - there needed to be someone at risk in the stories, though with the exception of Paul Gleason they're all so horribly badly cast and overplayed (as are most parts in the film) you'd happily kill them all off during the opening titles. The villains fare no better, with Paul Wexler exuding all the menace of a geography teacher as Captain Seas, Scott Walker (no, a different one) delivering one of cinema's worst accents (is it meant to be Scottish, Irish, Welsh, Greek, Pakistani for some nationality no-one has never heard of?) while Robyn Hilton's Marilyn Monroe-ish dumb blonde moll gives Paris (no relation) a run for her money in the untalented bimbo stakes. Even with those drawbacks, this should have been much better than it is considering the various ingredients  lost tribes, a pool of gold, a dogfight with a biplane and a deadly poison that comes alive, all wrapped up in a quest to discover why Doc's father was murdered. Unfortunately it's a question of stone: in the sixtys and seventys pulp superheroes were't brooding figures prone to state-of-the-art action scenes and special effects but were treated as somewhat comical figures of low-budget camp fun with action scenes quickly knocked off on the cheap almost as an afterthought, the films aimed purely at the matinée market: you know, for kids. There have long been rumours that the original cut was more straight-faced  and certainly much of the camp value has been added in post-production, be it the Colgate twinkle in Doc's eye, the comical captions identifying various fighting styles in the final dust-up with Captain Seas for Don Black's young-ho lyrics to John Philip Sousa's patriotic marches  but plenty was in the film to begin with. After all, it's hard to see how one of the villain's underlings making phone calls from a giant rocking crib was never intended as anything other than a joke that falls flat, while Doc's explanation to Pamela Hensley of why the never dates girls could be a scene written for Adam West's Batman. Instead, the funniest moments are usually purely unintentional, such as Doc displaying this sixth sense by, her, bobbing this Adam's apple. Perhaps an even bigger problem is that, while promising on paper, the action is handled in an almost relentlessly mundane fashion, be it chasing a native assassin on the rooftops of New York skyscrapers for escaping from a yacht full of bad guys. Even the winning notion of animated glowing green snakes swirling through the air as they poison their victims fails to raise any enthusiasm from director Michael Anderson: having demonstrated their own invulnerability a couple of scenes earlier, Doc manages to dispatch them with no more than a chair and an electric fan by simply pulling the curtains on them. Still, aside from Doc's various vehicles all stamped with this logo and looking more moulded plastic than bronze, the production design is often rather handsome even if it is very obviously L. A. standing in for New York while Fred Koenekamp's cinematography ensures the film often looks good despite the low budget. And it's good to see a superhero movie that does't spend most of its running time on an origin story, though one is left with the suspicion that Doc sprang fully formed from the loins of Zeus himself. It's a film I'd really like to like more, but it just feels like one hundred minutes of lost opportunities. No wonder Doc Savage, The Arch Enemy of Evil, the sequel so optimistically promised in the send credits, never happened.",negative
10395,"After Watergate, Vietnam, and the dark days of the Nixon and Jimmy Carter eras, the world needed a good, old-fashioned hero to stand up against venomous snakes and evildoers in America of a Thousand, nine hundred and thirty-six for the jungles of South America a series of fantastic cliff adventures. Unfortunately, Doc Savage, The Man of Bronze was in one thousand nine hundred and seventy-five. The best that can be said about legendary producer George Pal's final film is that in this often beautifully crafted but sadly shallow adaptation of Kenneth Robeson's paperback pulp novels, George Lucas and Phil Kaufman walked out of the theater and said to each other: better than that, ""adding a bullwhip, a battered fedora, and some much-needed character flaws to the mix. A big part of the problem is that in many ways it is even more difficult to write for Doc Savage than it is for Superman - explorers, adventurers , Philanthropist, a scientific and intellectual genius in the bleached, pale blonde, bulletproof, muscle-bound body of a Greek god (or rather the shape of Tarzan from television, Ron Ely, a rather boring clone of Charlton Heston), there is just nothing there can not, and what is worse, nothing that can charm him.The man is the virtual incarnation of Hitler's Aryan em Übermensch (no wonder the DVD is only available in Germany!), albeit with purely American values. And just in case something should never be overlooked (not that there never is), this has not just one, but five sidekicks in this wake, the (less than) Fabulous Five. I can accept a chemist, an electrician, and even an archaeologist, and maybe even go so far as to see a civil engineer, but what kind of hero takes a criminal lawyer on this adventure? In reality, Doc's brain trust was probably added because since the hero was so wearily invulnerable and practically perfect in every way - even Kryptonite wouldn't harm him - someone in the stories had to be at risk, except for Paul Gleason, they are all like that terribly badly cast and dubbed (like most parts of the movie) that you'd like to kill them all during the opening titles. The villains are doing no better, Paul Wexler exudes the whole threat of a geography teacher as Captain Seas, Scott Walker (no, another) delivers one of the worst accents in cinema (is it Scottish, Irish, Welsh, Greek, Pakistani for a nationality that no one has ever heard of?) while Robyn Hilton's Marilyn Monroe-esque dumb blonde Moll Paris (no relative) wrestles for her money in the untalented bimbo stakes. Even with these drawbacks, this should have been a lot better than considering the various ingredients - lost logs, a pool of gold, a biplane dogfight, and a deadly poison coming to life, all wrapped up in the search for reasons for Doc's father was murdered. Unfortunately, a question of the stone: In the sixties and seventies, superheroes weren't brooding characters prone to ultra-modern action scenes and special effects, but were quickly treated as somewhat comical characters of the low-budget camp fun with action scenes, almost sold in retrospect in a cheap way, the films were aimed exclusively at the matinée market: for children. There have long been rumors that the original cut was more direct - and certainly a lot of the stock value was added in post-production, be it the Colgate wink in Doc's eyes, the weird captions that mark different fighting styles in the last dust-up with Captain Seas for Don Black's Young-ho lyrics to John Philip Sousa's patriotic marches - but there was a lot in the film in the beginning. After all, it's hard to see that any of the villain's subordinates talking on the phone from a giant rocking crib was never anything but a joke that fell flat during Doc's explanation to Pamela Hensley as to why the never-to-date girls might be a scene written for Adam West's Batman. Instead, the funniest moments are usually purely unintentional, like Doc showing that sixth sense by wielding that Adam's apple. Perhaps an even bigger problem is that while the action looks promising on paper, it is handled in an almost ruthlessly mundane manner, be it chasing a local assassin on the rooftops of New York City skyscrapers for getting off a yacht fled full of bad guys. Even the convincing idea of ​​animated, bright green snakes whirling through the air as they poison their victims does not spark director Michael Anderson's enthusiasm: After Doc has proven her own invulnerability a few scenes earlier, Doc manages to help her just a chair and an electric fan by simply pulling the curtains over it. Aside from Doc's various vehicles, all stamped with this logo and looking more like molded plastic than bronze, the production design is often pretty good, even if it's obviously LA, which stands for New York, while Fred Koenekamp's cinematography takes care of it that the film still looks good despite the low budget. And it's good to see a superhero movie that doesn't spend most of its time on an origin story, despite the suspicion that Doc came entirely from the loins of Zeus himself. It's a movie I really like more, but it feels like a hundred minutes of missed opportunities. No wonder Doc Savage, The Arch Enemy of Evil, the sequel so optimistically promised in the credits, never happened.",negative
11589,This was a really funny movie. Every one in the movie was trying to be serious that is what made this movie so funny. I mean come on a shark's head on a human body. Can it get any funnier. Good job Sci-Fi keep the comedy movies coming. I never thought movies could get anymore retarded. If they keep it up they will have to rename the sci fie channel the comedy sci of channel for something like that. I cant wait four the next blockbuster movie from sci of. Ill be ready with a bowl of popcorn and a case of beer for a bottle of liquor and Ill be ready to laugh it up again!!!,negative
11589,"That was a really fun movie. Everyone in the movie was trying to be serious, that was what made this movie so fun. I mean come on a shark's head on a human body. Can it get any funnier? A good job of sci-fi keeps the comedy films coming. I never thought that films could be delayed any more. If they keep going like this, they'll have to rename the sci-fi channel the comedy-sci-fi channel for something like this. I can't wait for the next blockbuster film from sci. I'll be ready with a bowl of popcorn and a case of beer for a bottle of liquor and I'll be ready to laugh at it again !!!",negative
