orig_index	sentence	label
1226	the by now intolerable morbidity	0
1226	the now unbearable morbidity	0
2420	watch on video at home	0
2420	Watch video at home	0
1226	the by now intolerable morbidity	0
1226	the now unbearable morbidity	0
2420	watch on video at home	0
2420	Watch video at home	0
11707	most of the work	1
11707	Most of the work	1
13160	trial movie	1
13160	Test film	1
15657	entertaining comedy	1
16297	for those who pride themselves on sophisticated , discerning taste , this might not seem like the proper cup of tea , however it is almost guaranteed that even the stuffiest cinema goers will laugh their *** off for an hour-and-a-half .	1
16297	for those who are proud of sophisticated, sophisticated taste, this could not seem like the right cup of tea, but it is almost guaranteed that even the most stuffy moviegoers laugh their *** off for an hour and a half.	1
27337	is disappointingly generic .	0
27337	is disappointingly generic.	0
29641	like the best of godard 's movies	1
29641	like the best movies of Godard	1
29754	apparent joy	1
29754	Appearance of Joy	1
30175	civil disobedience , anti-war movements and the power of strong voices	1
30175	Civil disobedience, anti-war movements and the power of strong voices	1
35124	the script and characters hold sway	1
35124	the script and the characters hold the weighing	1
36751	with a smile that says , ` if i stay positive , maybe i can channel one of my greatest pictures , drunken master	1
36751	with a smile that says, `if I stay positive, maybe I can channel one of my biggest pictures, drunken master	1
40251	the worst possibilities	0
49207	to overcome the cultural moat surrounding its ludicrous and contrived plot	0
49207	to overcome the cultural divide that surrounds its ridiculous and sophisticated plot	0
51589	examines many different ideas from happiness	1
51589	explores many different ideas of happiness	1
52844	is bright and flashy	1
54135	is a satisfying well-made romantic comedy that 's both charming and well acted .	1
54135	is a satisfying well-made romantic comedy that is both charming and well played.	1
55969	comes alive when poor hermocrates and leonine pathetically compare notes about their budding amours	1
55969	becomes alive when poor Hermocrats and Leonine compare pathetic notes about their aspiring Amours	1
61839	quiet , adult and just about more stately than any contemporary movie this year . a true study , a film with a questioning heart and mind that is in't afraid to admit it	1
61839	quiet, grown-up and just about stately than any contemporary film this year. a true study, a film with a questioning heart and mind that is not afraid to admit it	1
63697	his greatest triumph	1
