orig_index	sentence	label
2373	, the movie sinks into an abyss of clickés , depression and bad alternative music .	0
2373	The movie falls into the abyss with some bad music	0
2373	The movie falls into the abyss of depression with some bad music	0
2373	The movie falls into clicks and	0
2923	too skewed to never get a hold on	0
2923	Very twisted, I can never hold it	0
2923	Very distorted , never	0
2923	Too twisted, never let	0
2950	all credibility flies out the window .	0
2950	All honesty is out the window.	0
2950	All credits are gone	0
2950	all confidence flies	0
3735	are , with the drumming routines , among the film 's saving graces .	1
3735	Drum Paths in the movie	1
3735	And drum tracks, in the preservation of the movie	1
3735	The drum is in the movie ''	1
3996	endearing , masterful	1
3996	cute, master	1
3996	give it	1
3996	very interesting	1
5935	the lady and the duke surprisingly	1
5935	Lady and	1
5935	The lady and the dude are amazed head over wheels.	1
5935	madam and	1
6237	, nasty journey	0
6237	, bad trip	0
6237	, bad	0
6237	bad trip	0
6618	one-sided theme	0
6618	One-sided content	0
6618	Neutral ideas	0
6618	one-sided	0
8875	you suffer the dreadfulness of war from both sides	0
8875	Endures two horrific sides of war	0
8875	you suffer from the fear of fighting on both sides	0
8875	You experience the fear of both sides	0
9097	unfolds with such a wallop of you-are-there immediacy	1
9097	spreads this type of flow- it immediately	1
9097	it rides on such a flow- it is-	1
9097	"""Scratch your head to full duty"	1
9542	even those with an david interest in the subject will grow impatient	0
9542	Even those who feel like David People interested in the topic will close patience	0
9542	Even for those who are interested in	0
9542	even those with david interest in the topic will have impatience.	0
9704	work up much entertainment value	1
9704	You've played a lot of fun	1
9704	work for more fun value	1
9704	work for	1
9755	liked it	1
9755	Like	1
9755	Very good	1
9755	beloved	1
10379	none of this sounds promising and , indeed , the first half of sorority boys is as appalling as any ` comedy ' to never spill from a projector 's lens .	0
10379	The first half of the Sorority Boys is as shocking as any joke, and it will never overflow with project lens lenses.	0
10379	All of this sounds hopeless, in fact, the first half of a deceptive boy and any	0
10379	nothing it looks promising, in fact, the first half of the sorority boys is as shocking as any “comedy” that never appears on the project screen.	0
10518	the best rock	1
10518	Best stone	1
10518	Best	1
10518	the best	1
10946	chases for an hour and then	1
10946	chased an hour later	1
10946	CNN.com	1
10946	chase an hour later	1
10978	feel good about themselves	1
10978	eight> feel good about me	1
10978	feel good about me	1
10978	feel	1
12633	veers	0
12633	Turn to	0
12949	its `` dead wife communicating from beyond the grave '' framework is even remotely new for interesting	0
12949	`` His dead wife means a grave from outside '' New frame even if we are interested	0
12949	a dead woman to communicate outside the grave. The frame is new even if we are interested.	0
12949	`` The dead woman speaks outside the grave '' Frame is	0
13757	this simple , sweet and romantic comedy	1
13757	This simple and fun comedy love	1
13757	this simple comedy, sweet and romantic	1
13757	This simple, sweet	1
14612	from its invitingly upbeat overture to its pathos-filled but ultimately life-affirming finale , martin is a masterfully conducted work .	1
14612	martin is a highly skilled worker. Looking at its interest	1
14612	, martin is an outstanding work. From an exciting prospect to a painful ending.	1
