orig_index	sentence	label
949	light-hearted	1
949	lighthearted	1
2396	optimism	1
2396	Optimism	1
949	light-hearted	1
949	lighthearted	1
2396	optimism	1
2396	Optimism	1
5951	shows us a slice of life that 's very different from your own and yet instantly recognizable .	1
5951	shows us a piece of life, which is very different from your own and yet immediately recognizable.	1
11857	designed to give some of the characters a ` back story	1
13868	advancing	1
13868	Progress	1
18190	i have always appreciated a smartly written motion picture , and , whatever flaws rugby goes down may possess , it is undeniably that	1
18190	I've always appreciated a cleverly written movie image, and whatever error rugby goes down may possess, it's indisputable that	1
23480	with real thematic theft	1
26859	old-fashioned , occasionally charming and as subtle	1
26859	old-fashioned, occasionally charming and as subtle	1
35027	a funny yet dark	1
35027	a funny but dark	1
35168	several uninteresting , unlikeable people	0
35168	several uninteresting, dissimilar people	0
40463	to be because it plays everything too safe	0
40463	to be because it's all too safe to play	0
45263	what goes on for the one hundred and ten minutes of `` panic room '' is a battle of witlessness between a not-so-bright mother and daughter and an even less capable trio of criminals .	0
45263	What goes on during the one hundred and ten minutes of ''panic space'' is a struggle of witlessness between a not-so-bright mother and daughter and an even less capable trio of criminals.	0
45763	are a couple of things that elevate `` glory '' above most of its milk , most notably the mere presence of duvall	1
45763	are a few things that raise ````Glory'' over most of his milk, especially the mere presence of Duvall	1
50762	is not the first time that director sara sugarman stoops to having characters drop their pants for laughs and not the last time	0
50762	is not the first time that director Sara Sugarman moans to characters drop their pants for laughter and not the last time	0
52484	anachronistic phantasms haunting the imagined glory of their own pasts	1
52484	anachronistic phantasms that haunt the imagined glory of their own past	1
53548	birthday girl '' is an factor 's movie first and foremost .	1
53548	Birthday girl '' is a factor's movie in the first place.	1
59526	into this somewhat tired premise	0
59866	perfect steaming	1
60770	a fresh , entertaining comedy that looks at relationships minus traditional gender roles .	1
60770	a fresh, entertaining comedy that looks at relationships minus traditional gender roles.	1
63684	a rehash	0
