orig_index	sentence	label
214	are all things we 've seen before	0
214	are all the things we've seen before	0
308	demands and receives excellent performances	1
308	demands and receives excellent services	1
2569	inspiring and	1
214	are all things we 've seen before	0
214	are all the things we've seen before	0
308	demands and receives excellent performances	1
308	demands and receives excellent services	1
2569	inspiring and	1
3537	sad schlock merchant	0
3537	sad schlock dealer	0
5053	remains vividly in memory long	1
5053	Remains alive in memory for a long time	1
5436	should please fans of chris fuhrman 's posthumously published cult novel	1
5436	should please fans of Chris Fuhrman posthumously released cult novel	1
5926	its exquisite acting , inventive screenplay , mesmerizing music , and many inimitable scenes	1
5926	his exquisite acting, inventive script, hypnotizing music, and many inimitable scenes	1
6192	without resorting to camp for parody , haynes ( like sir , but differently ) has transformed the rhetoric of hollywood melodrama into something provocative , rich , and strange .	1
6192	without resorting to stock for parody, hay snakes (like sir, but different) has transformed the rhetoric of Hollywood melodrama into something provocative, rich, and strange.	1
7160	forgive its mean-spirited second half	0
7160	Forgive the common second half	0
7169	remarkably faithful one	1
7169	Remarkably faithful to a	1
8243	if unintentionally dull in its black of poetic frisson	0
8243	when unintentionally dull in his black poetic Frisson	0
9115	, not-nearly - as-nasty - as-it	0
9115	, not nearly - as-nasty - as-it	0
9281	thurman	1
9294	a classy , sprightly spin	1
9294	a noble, sprightly spin	1
10803	into feel-good territory	1
10803	into the well-being area	1
11972	the film is a hilarious adventure	1
12100	martial arts	1
12100	Martial sports	1
14375	offensive and	0
14375	insulting and	0
14572	no charm , no laughs , no fun , no reason to watch .	0
14572	No charm, no laughter, no fun, no need to see.	0
14605	satisfies ,	1
14605	met,	1
15541	fresh , entertaining comedy	1
15541	fresh, entertaining comedy	1
17720	newcastle , the first half of gangster no. one drips with style and	1
17720	newscastle, the first half of the gangster no. you drip with style and	1
18379	probably two in't have you swinging from the trees shooting it 's praises	0
18379	Probably two in't have you swinging from the trees shoot it's praise	0
18385	an eighty-eight-minute highlight reel that 's eighty-six minutes too long	0
18385	an eighty-eight-minute highlight roll that is eighty-six minutes too long	0
18408	definitely gives you something to chew on	1
18408	definitely gives you something to chew	1
18818	is in't as sharp as the original . despite some visual virtues , ` blade ii ' just does in't cut it .	0
18818	is not as sharp as the original. in spite of some visual virtues, ‘blade ii' simply do not cut.	0
19764	really a thriller so much	1
21529	the factors are simply too good , and the story too intriguing ,	1
21529	the factors are just too good, and the story is too fascinating,	1
21653	introducing your kids to films which will cause loads of irreparable damage that years and years of costly analysis could never fix	0
21653	Introducing your children into films that cause burdens of irreparable damage that could never fix years and years of costly analysis	0
24120	that george lucas can only dream of	1
24120	of which george lucas can only dream	1
24306	an otherwise appalling , and downright creepy , subject --	0
24306	an otherwise frightening and eerie subject,	0
24329	more than you can say for plenty of movies that flow through the hollywood pipeline without a hitch	1
24329	more than you can say for many movies flowing through the Hollywood pipeline without hitchhiking	1
25461	with such clarity	1
25856	's as if a bored cage spent the duration of the film 's shooting schedule waiting to scream : `` got aids yet	0
25856	's as if a bored cage spent the duration of the film's shooting plan waiting to scream : `` got aids yet	0
25925	that ( jaglom ) pursued with such enervating determination in venice/venice	1
25925	that ( Jaglom ) pursues with such an energetic determination in venice/venice	1
25975	's lots of cute animals and clumsy people	1
25975	Many cute animals and clumsy people	1
26827	film a must for everyone from junior scientists	1
26827	Film a must for all young scientists	1
28233	dreadfully	0
28233	Terrible	0
28796	the exotic world	1
29831	have been worth cheering as a breakthrough	1
29831	were worth cheering as a breakthrough	1
29963	as moronic as some campus gross-out films	0
29963	as ironic as some campus brut-out movies	0
31480	, scratch is great fun , full of the kind of energy it 's documenting .	1
31480	"""Scratch is great fun, full of the kind of energy it documents."	1
31998	awarded mythic status in contemporary culture	1
31998	mythical status in contemporary culture	1
33307	an extraordinary faith	1
35411	paved with good intentions leads to the video store	0
35411	paved with good intentions leads to the video shop	0
35788	, redundant , sloppy	0
35788	, redundant, sloppy	0
