orig_index	sentence	label
565	a coming-of-age film that avoids the cartoonish clickés and sneering humour of the genre as it provides a fresh view of an old type --	1
565	adult movie, stop clicking cartoons and funny	1
565	block This kind of cartoon-style click and humour in the growth movie. Gives a new look to the	1
565	Growing movie , because it offers a new look to the old genre -	1
1928	a delightful , if minor , pastry	1
1928	Happy bread is	1
1928	happy thing, if it's small, pasta	1
1928	happy cake but small	1
2112	, compelling story	1
2112	CNN	1
2112	a good story	1
2112	interesting story	1
2944	be exploring the idea of why human beings long for what they do in't have , and how this gets us in trouble	1
2944	People crave what they don't have. And how this has gotten us into trouble.	1
2944	See why People Desire things they don’t have and how they can get us in trouble.	1
3824	like to be a new yorker -- for , really , to be a human being -- in the weeks after nine/eleven	1
3824	Bob Green: I love being a New York person — because, really, being a person	1
3824	I would love to be a New Yorker —— Why, really , yes	1
3824	love to be a new yorker - for, in fact, be human - weeks after nine / eleven	1
4024	is its reliance on formula , though	0
4024	Depending on the formula	0
4024	is dependent on formulas, although	0
5340	gives the neighbourhood -- scenery , vibe and all -- the cinematic equivalent of a big , tender hug	1
5340	This movie is like a big and soft kiss in the movie	1
5340	offers a place - a place, a vibe and everything - the equivalent of a big, soft-throated cinema	1
5340	Neighborhood - a beautiful place and everything - a big kiss in a movie	1
5404	seriousness and quality	1
5404	Difficulty	1
5404	seriousness	1
5404	Sensitivity	1
6794	no laughs	0
6794	Don't Joke	0
6794	Don't Laugh	0
7068	it fails	0
7068	frustrated	0
7068	invalid	0
7068	failed	0
8793	fills the eyes	1
8793	eyes full	1
8793	fill eyes	1
8793	the eyes fill	1
9758	one problem with the movie , directed by joel schumacher ,	0
9758	The problem with this movie is	0
9758	There is a problem with the film directed by Joel Schumacher	0
10539	believable mother/daughter pair	1
10539	mother / child trustworthy	1
10539	Faithful virgin couple	1
10539	Mother	1
11168	started with a great premise	1
11168	From	1
11168	with good introduction	1
11168	Positive view	1
11777	distaste	0
11777	Don't like it> Very bad	0
11777	I don't like it	0
11777	Dis	0
12349	stuck around for this long	0
12349	Stay longer	0
12349	it's been so long	0
12349	Put it all in it	0
12643	well-meant but unoriginal	0
12643	Kindness but not the first	0
12643	Kindness but the sun	0
12643	Thinking but not the first	0
12908	hugely entertaining and	1
12908	very interesting and very interesting	1
12908	very interesting	1
13026	more accurately , it 's moving	1
13026	more accurately ,	1
13026	More accurately, this	1
13190	a younger glad	1
13190	A	1
13190	Young Fun	1
13190	New	1
14507	the only thing that distinguishes a randall wallace film from any other is the fact that there is nothing distinguishing in a randall wallace film .	0
14507	Randall film is different from other films.	0
14507	The difference between the Randall Wallace movie and other movies is that there is no difference in the Randall Wallace movie.	0
14507	The difference in the Randall Wallace movie is that it is different from other movies.	0
17187	's just as wonderful on the big screen .	1
17187	Amazingly	1
17187	like of the astonishment of the big screen.	1
17187	It's amazing even on the big screen.	1
17477	careless and	0
17477	seventy-seven> careless	0
17477	Ignorant	0
17477	Ignorant and	0
18098	labute does manage to make a few points about modern man and this problematic quest for human connection .	1
18098	labute is trying to make a few. people's opinions every day Other people's opinions the purpose of the problem is the relationship with others	1
18098	. Labute gives a few ideas for today's people. The purpose is to have a relationship with others.	1
18098	labute is trying to make a few comments about modern people and this kind of problem between people.	1
18147	an enjoyable one hundred minutes	1
18147	Great minutes of fun	1
18147	one hundred minutes of fun	1
20469	it struck a chord in me	1
20469	There is something about it	1
20469	It has touched my heart	1
20469	I have something	1
20496	the future than `` bladerunner '' and one of the most high-concept sci of adventures attempted for the screen	1
20496	"""Blade Runner"" One of the best -robert we. Surrounding and"	1
20496	"The future is higher than ""Blade Runner"", and is one of the best ideas for fairy tale novels on the screen"	1
20496	"bladerunner ""is one of the top ideas for on -screen adventure experiments."	1
20669	drumline ably captures the complicated relationships in a marching band .	1
20669	A drummer in a military group holds an intricate relationship	1
20669	drums effectively handle complex interactions in a battalion group.	1
20796	strong and unforced	1
20796	Strong	1
20796	Strong and strong	1
20796	Strong and free	1
21580	you do in't need to be a ship-hop fan to appreciate scratch , and that 's the mark of a documentary that works	1
21580	You do not need to be a boat fan to scratch jet. you have to be a fan of the boat in order to understand how to start Westerners	1
21580	You don't have to be a shop-hop fan to check the beginning	1
21580	You don't have to be a shop-hop fan to appreciate the beginning, that's the feature working document	1
22184	purposefully reductive movie	1
22184	A film that is deliberately harmful	1
22184	Another	1
22184	Intentionally restore	1
22736	an invaluable historical document thanks to the filmmaker 's extraordinary access to massoud , whose charm , cultivation and devotion to this people are readily apparent	1
22736	A very important historical document, thanks to the extraordinary filmmakers' communication with Masood, Masood's charm, farming and dedication to this man is clear thank you for the extraordinary filmmaker's visit to Massoud,	1
22736	thanks to the filmmaker who entered Massoud. , which	1
22736	historical document that is very important and Thanks to the producer of this film who entered Massoud in an extraordinary way, and this passion, cultivation and dedication to these people is clearly visible	1
23248	peculiar and always entertaining costume drama	1
23248	This is	1
23248	A unique and lasting drama. The never-appealing costume drama	1
23248	An unusual and always interesting drama	1
23325	plays closer to two .	1
23325	Play near	1
23325	each person.	1
23325	Near two	1
23413	terrific special effects and	1
23413	very special jones effect negative effect and effect	1
23413	Special effects and special effects	1
23800	a tasty performance from vincent gallo lifts this tale of cannibal lust above the ordinary	1
23800	Vincent Gallo (Vincent gallo) tells the story of cannibalism: twenty-three thousand, eight hundred and one> Find movie	1
23800	Vincent Gallo's amazing performance raises the ghost story beyond normal '' normal level ''	1
23800	Vincent Gallo (vincent gallo)) S's performance raises the issue of richer violence than usual. Fun work	1
23916	then it 's the perfect cure for insomnia .	0
23916	Then	0
23916	So this is a great way to treat insomnia.	0
23916	Then insomnia treatment	0
23958	( a ) mess .	0
23958	Everywhere	0
23958	Waste	0
23958	(a) Chaos.	0
24049	the holes in this film	0
24049	hole	0
24049	This movie has a whole	0
24049	in this movie	0
24187	is an incredibly layered and stylistic film that , despite a fairly slow paced , almost humdrum approach to character development , still manages at least a decent attempt at meaningful cinema .	1
24187	This movie is an amazingly well-designed movie, at least a decent effort is made into a meaningful movie.	1
24187	is a layered and styled Movies, even though they are slow moving. and almost monotonous approaches to character development, make a decent effort in meaningful movies.	1
24187	, perhaps a sympathetic way of character development, still at least Keeps a good effort for a purposeful film	1
24337	you 've already seen city by the sea under a variety of titles , but it 's worth yet another visit .	1
24337	Seaside cities have different topics. But it is worth a visit again.	1
24337	You have seen the various seaside cities of the United States, but it's worth a visit again.	1
24337	Sees different titles for coastal cities, but worth a visit	1
25826	wears out her welcome in her most charmless performance	0
25826	The Duchess of Cambridge are dressed	0
25826	to worry about this acceptance of the most unpleasant things	0
25826	He has shrugged this shoulders in this unpopular performance.	0
26084	more fun than conan the barbarian	1
26084	Than	1
26084	it was more fun than conan the barbarian	1
27300	this wild welsh whimsy	1
27300	jaw-	1
27300	This wild spring	1
27300	This wild Welsh thrill	1
28517	i just did in't care	0
28517	I don't care it	0
28517	I just sit	0
28517	I don't care	0
28548	intimate feeling	1
28548	Sense of Intimacy	1
28548	deep feelings	1
28548	Intimate	1
29061	a breadth of vision and	1
29061	width	1
29061	a Width of view section and	1
29442	won -- and	1
29442	successful-and	1
29442	won'	1
29442	Won - and	1
31158	is so tame that even slightly wised-up kids would quickly change the channel	0
31158	Even a little smarter child will change media quickly> And a little clever child will	0
31158	soft, even a clever little child will change channels quickly	0
31158	And a little clever child will quickly switch channels	0
31603	of almost bergmanesque intensity	1
31603	near the bergmanesque force	1
31603	almost bergman power	1
32009	a huge mess	0
32009	A	0
32009	Problem	0
32207	mysterious ,	1
32207	obscure,	1
32207	Mystery	1
34365	i found myself strangely moved by even the horniest and most hackneyed contrivances .	1
34365	I have found that even the most difficult and old tricks are wonderfully distributed.	1
34365	I found myself already there	1
34365	I have found that even the worst and most ancient tricks have moved me amazingly	1
35742	is uncompromising , difficult and unbearably beautiful	1
35742	unchanging,	1
35742	unchanging, tough and unbearable beauty.	1
35742	are relentless and difficult and unbearable. beauty	1
36775	stands still in more ways that one in clockstoppers , a sci-fi thriller as lazy as it is interminable	0
36775	Lazy and mixed sci-fi thriller	0
36775	Stand out in more ways than one. thirty-six thousand, seven hundred and seventy-six> CNN	0
36775	Clock stopper sci-fi thriller, both lazy and endless.	0
38486	be entertained by the sight of someone getting away with something	1
38486	I'm glad to see someone steal something	1
38486	I'm excited to see someone run away from something	1
38539	uneven , self-conscious but often hilarious	1
38539	Raggedness and self	1
38539	jagged, ignorant but always funny	1
38539	know, know but always funny	1
39718	's kind of insulting , both to men and women	0
39718	Insults to men	0
39718	Insults This is an insult to men and women	0
40043	undeniable social realism	1
40043	The undeniable fact of The undisputed Social Reality: forty thousand and forty-four> Dentist	1
40422	is broken by frequent outbursts of violence and noise	0
40422	Frequent disturbances of violence and noise	0
40668	make for a winning , heartwarming yarn .	1
40668	Make it successful	1
40668	Make a successful and interesting thread.	1
40668	Make a warm thread heart	1
40776	he showcases davies as a young woman of great charm , generosity and diplomacy	1
