orig_index	sentence	label
1266	heartfelt performances	1
1266	heartbreaking shows	1
1266	Heart function	1
9111	return to form for director peter bogdanovich	1
9111	bogdanovich: return form director	1
9111	Peter Bogdanovich	1
9111	Back to Director Form Peter Bogdanovich	1
9111	back to build peter bogdanovich	1
9111	Bogdanovich: Back to Director Form	1
9111	for the director peter bogdanovich	1
9111	return form Peter Bogdanovich	1
10198	you 're an absolute craving star wars junkie	0
10198	You are an addict who longs for Star Wars You are a Star Wars fan	0
10198	You are a	0
10198	star wars junkie you're an absolute craving	0
10198	Star Wars whose you are a big fan	0
10198	you're a star wars fanatic	0
10198	You are a complete starfish	0
10198	you are a warrior singer	0
10198	You are a fan Star Wars	0
10198	You're a Star Warrior	0
10198	You are a Star Wars fan	0
15018	succumbs to sensationalism	1
15018	watching this movie closes its sensitivity.	1
15018	CNN	1
15018	exciting attention	1
15018	give in to sensational	1
16425	exploitative for the part houses and too cynical , small and	0
16425	"""very shy and very shy"	0
16425	Family Abusive members And very honest, young and	0
16425	"""Too cynical and too cynical"	0
25267	not far down the line , to find a place among the studio 's animated classics	1
25267	Very linear. Not far from the line. _ Extended soap opera about gays that are-use all clicks: twenty-five thousand, two hundred and sixty-nine> Tells us nothing new	1
25267	animated classics not far down the line. not far down the line.	1
25267	Not far away, find a place	1
25267	Cartoons are not far away lee. not too far away.	1
25267	Not far away, find a place in the old studio studios	1
25267	is not far from the line to find a place in the classic. Animated Classic	1
25450	this distinguished factor	1
25450	can.com	1
25450	This	1
26071	the girls ' amusing personalities	1
26071	Girls	1
26071	Personality of interested people	1
26071	fun personalities of girls	1
26071	Girls with an interesting personality	1
26071	the girls have a funny personality	1
26641	that characterizes better ship-hop clips and is content to recycle images and characters that were already tired ten years ago	0
26641	shows the best skipping clip, and is content to bring back images and tired characters over the last decade and characters who were tired ten years ago. bob greene: represents the best boat jump	0
26641	shows the best jumping clip clip and is satisfied with the black	0
26641	better ship-hop clips and is content to recycle images and characters that were already tired ten years ago. bob greene: that characterizes better ship-hop	0
26641	aptly depicts ship-hop tapes that enjoyed the reproduction of images and characters that iran out ten years ago	0
26641	that characterizes better ship-hop clips and is content to recycle	0
26641	Who has the best ship shop clips and is happy to revisit images and characters that were tired a decade ago	0
26641	pointing better at ship-hop tapes and satisfied with recycling	0
26641	Marks the best ship-hop clips and agrees to reuse black	0
26945	should strike a nerve in many .	1
26945	I have to be emotional for a lot of people. twenty-six thousand, nine hundred and forty-five>	1
32469	timely and	1
32469	it's time and it's good	1
32469	This is the latest and	1
32469	when Accurate and	1
32469	Time, very good	1
32469	when it's right and	1
34972	has compelling new material	1
34972	CNN	1
34972	There are new compulsions. There are	1
34972	I have a great new function. Is	1
34972	the new material is compelling	1
34972	New things attract attention	1
34972	has a new element that makes	1
34972	forcibly new property	1
34972	with a new compelling effect. says	1
34972	new material should	1
34972	New compelling content	1
34972	new forcible	1
34972	There are new compulsions	1
34972	new things are attractive	1
36306	not only a coming-of-age story and cautionary parable , but also a perfectly rendered period piece .	1
36306	It's not just the next story of page and care	1
36306	is not just a story of growth and a mythical myth, but also a perfectly illustrated work of times.	1
36306	is not only an old story and a careful example, but it is a well illustrated piece.	1
36306	Not just the old-fashioned story and warning metaphor Also a well timed piece.	1
36306	not just coming - an old story and a warning story, but it’s also a great transcription piece.	1
36306	Not just an page story and a warning example, but a great example of time	1
36306	Not only a coming-of-age story and caution	1
36306	is more than just a growing story and a warning	1
41108	making kahlo 's part a living , breathing part of the movie ,	1
41108	Making part of the eye a living, breathing part: forty-one thousand, one hundred and ten > A character in all stages of this life	1
41108	: forty-one thousand, one hundred and ten> of nature at all stages of this life	1
41108	""" making kahlo 's part"	1
41108	Making part of the eye alive, part of the breathing movie,	1
43885	a summer entertainment adults can see without feeling embarrassed , but it could have been more .	1
43885	It's a summer pastime that kids can watch without embarrassment : forty-three thousand, eight hundred and eighty-six> A passionate argument about the heartfelt love and death of young people.	1
43885	What a wonderful summer that adults will see without shame	1
43885	Summer fun watched without embarrassment Yes, but it can be more.	1
43885	This is a summer entertainment program that adults can watch without embarrassment	1
43885	It's a summer entertainment adults can see without feeling embarrassed	1
43885	adults can see without feeling embarrassed, but it could have been more.	1
60169	so pertinent and enduring	1
60169	Important and long lasting two main - a person who causes damage to property, the trail will collide with a person dangerously. Their trails will collide dangerously.	1
60228	the film ) works	1
60228	movie is straight	1
60228	the	1
60228	the film is beautiful	1
60228	Movies are good	1
60228	movie works	1
60228	the film is good	1
60228	Movies	1
60228	the film	1
60228	film	1
60228	the movie works	1
65588	tired , predictable	0
65588	Tiredness and guessing	0
65588	Tired	0
65588	Tired, predicted	0
66490	will be impressed by this tired retread	1
66490	It will be	1
66490	This tired are-reading will touch you	1
66490	tired retread will be impressed by this	1
66490	will be badly affected, worth watching	1
66490	You will be affected by your fatigue again	1
66490	You will be moved by this old are-reading	1
66490	Will be impressed by	1
66490	this tired reread will impress	1
66490	Tired are-reading will affect it	1
66490	Being affected	1
66490	You will be moved by this tired again	1
66739	like a bad soap opera	0
66739	Can	0
66739	is like bad soap	0
66739	It looks like a bad soap opera	0
