orig_index,review,sentiment
670,"When i watch this movie i too get excited when seen bed scenes of miss world. She has beautiful and charming body. When cute lady do bed scenes and show her fully nude body. i think male have hard to resist. i think its time for cute girls like hrishita batt also do nude scenes. At least no one wants to pc nude body of ugly women like Seema biswas to pc in bandit queen. I concur with what mallicka.b has said. The movie is portrayed in a way which appears to be a kind of vilification on the original content. Emotions karen't conveyed properly. I guess a couple of not-so-good performances also contributed to its mediocrity. In my view, Tabu would have been a much better choice for such a role instead of Aishwarya Rai. In some of her scenes, she looks a bit lusty, which is not ultimately what the movie should have portrayed. I also noticed a bit of over-acting in some of her scenes. I'm a bitter critic of Aishwarya Rai :) Can't help it; sorry for that. 'Raincoat' was a good movie by Rituparno Ghosh. And I saw Choker Bali after seeing Raincoat; I was not at all impressed",positive
670,"When I watched this movie, I was also happy to see the sexual situation of Miss World. She has a beautiful image and is adorable. When a lovely lady does sex shows and shows her naked body. I think it’s hard for men to resist. I think it’s time for cute girls like hrishita batt to also take nude photos. At least no one wants to take a naked pc of a bad woman like Seema biswas and take her to a robbed queen on the pc. I agree with what mallicka.b. The way the film is portrayed seems to be a islander in the original theme. Negative expression of emotions. I think some negative things have contributed to her relationship. In my opinion, compared to Aishwarya Rai, Tabu would be the best choice for such a character. In some of this shows, the seems to have a little bit of energy, which is not what the movie is supposed to be in the send. I also noticed a slight run in some of this shows. I am a big critic of Aishwarya Rai :) I can't help it; sorry. ""Raincoat"" is a good movie by Rituparno Ghosh. After seeing the raincoat, I saw Choker Bali; I had no vision at all. I think it’s time for cute girls like hrishita batt to take nude photos. At least no one wants to take a naked pc for a bad woman like Seema biswas on a robber queen on the pc. When a lovely lady performs sexual facts and shows off her naked body. When I watched the movie, I was overjoyed to see the Miss World sex scenes. I also saw a slight reduction in some of this traits. The way the film is portrayed seems to be a islander in the original theme.",positive
670,"The way the film is presented seems to be gossip in the original content. Emotions are not properly conveyed. In this role, Tabu will be a better choice than Aishwarya Rai.",positive
670,"The way the film is shown seems to be a contradiction in the original content. Other lesser-known works have led to their speculation. In some of this shows, the looks powerful, which is not what the film has to show in the send.",positive
1462,"Here's one you can watch with a straight face, with a script so bad, even Will Ferrell would't be in it. There are two laughs in HOT ROD.one. The Punch-Dance. Rod ""needs to go to this quiet place"" and before anyone can say Kevin Bacon, the is footloosing a passionate, overwrought bodyswerve to the strains of a band who wishes they had the big-hair faux-metal chops of Europe.two. John Farnham's You're The Voice. In one of those epic sequences where the star and this cohorts do The Slomo Walk down Main Street and the townsfolk follow on their wheels in support, the soundtrack is the gag. How did the film-makers even come across this Aussie recording artist? A major Australian vocalist (and a genuine talent) who shot to fame in the early 'seventys covering Raindrops Keep Fallin' On My Head, then disappeared until one thousand, nine hundred and eighty-six for The Big Comeback with You're The Voice, John Farnham's anthem is so bewitchingly cheesy, it levelled mountains in Switzerland. Besides these two high points in the film - both ruined anyway with the slipshod writing - the rest of the film is like choking on someone else's vomit. Andy Samberg is Rod, a failed stunt jumper who has never made a jump. Maybe it's got something to do with the fact the's driving a moped into the heart of darkness. Or this fake moustache. Yeh, someone actually thought that was funny. Without one jump under this starry belt, the plans for a fifteen-bus extravaganza - which would surely kill a lesser bad comedian, like Jason Biggs for Rob Schneider - to win the day and save this stepfather and simultaneously wipe out cancer and whatever. who watches these movies for plot anyway? Along the way (as usual for moronic leads in these comedies), the scores a salubrious chick (Isla Fisher), who must surely be retarded to consider swapping chromosomes with this closer. Sissy Spacek (CARRIE, one thousand, nine hundred and seventy-six) has so little to do she almost phoned in her performance - then changed her mind and just hung up. Ian McShane must've lost a bet to be there.",negative
1462,"HOT ROD.one has two jokes. Boxing. The national anthem is a charming and gifted song, destroyed in Switzerland. The script is very bad, even if Ferrer won't be in it.",negative
1462,"in it. HOT ROD.one has two types of laughter. Punch dance. The rod ""must go to this quiet place"". Before anyone can know us Kevin Bacon, this is full of lust and exaggeration The tired body releases pressure from a group that wants to have a European Dafa ribs made. John Farnham is a voice. One of the stars and a group of travelling people. next to the main street in slow motion and In another epic sequence supported by citizens following their wheels, the sound of the song is a gimmick. in the early seventys The rise to fame due to ""Raindrops Keep Fallin"" in my head ""and disappeared in Big Comeback and You're The Voice until one hundred thousand, nine hundred and eighty-six, John Farnham's national anthem was so fascinating and subtle that it was destroyed. two of the highlights of the movie - spoiled by stupid writing - one movie is like choking on someone else's vomit. Andy Samberg is Rod (Rod), the man who lost this stunt jumper who never jumped. This is a fake beard. Yes, some people find this interesting. and everything else at the same time. Who is watching this pm movie in the story? Along the way (as the main character in this joke), a healthy chick (Isla Fisher) scored, it should be dull to think about changing chromosomes with someone close to them. Sissy Spacek (CARRIE, one thousand, nine hundred and seventy-six) had nothing to do, she almost made a phone call during the show - and then she changed her mind and hung up. Ian McShane must have lost this bet to be there.",negative
2092,"As a French, i found it very pleasant to be table to laugh at the old stereotype which is made of French like that, at some defaults of Westerners, at Spy movies etc. and at a lot of other things too, men route. I already saw it three times and each time i discovered new things and laughed to tears. Jean Dujardin, Bérénice Béjo, Aure Atika the director and all the cast, all the crew did a fantastic job. This movie is funny but is although much more than that : it's got plenty of levels to it. You laugh because of simple gags, because of some critics made with wit (the movie's courageous enough to be critical), because of physical comedy, because you believe in the characters etc. Esthetically and musically, it's a success too. Go see it if you can.",positive
2092,"Can's john defterios see ""way for men"" three times. This movie is very interesting, but there are many players. This is a success.",positive
2092,"As a Frenchman, I found the old stereotype of sitting at a table making fun of French and being very popular. Default Western settings, spy movies, etc etc and many other similar, man line. I watched it three times, and every time there was something new, tears filled my eyes with laughter. Jean Dujardin, Bérénice Béjo, director Aure Atika and all the factors, all the staff did a great job. This movie is interesting, but it is more than that: it has many options. He laughs because of simple thoughts, because of the cunning of some critics (the movie has enough courage to criticize), because of body comedy, because the believes in characters and so on. It is also very successful in terms of aesthetics and music. See if you can.",positive
