orig_index	sentence	label
1377	's no surprise that as a director washington demands and receives excellent performances ,	1
1377	washington demands and receives excellent performances.'s no surprise that as a director washington demands and receives	1
1597	amazing	1
3173	, festival in cannes offers rare insight into the structure of relationships .	1
3173	Festival in cannes offers rare insight into	1
5469	we hate ( madonna ) within the film 's first five minutes ,	0
5469	we hate ( madonna ) within the	0
5544	you feel good , you feel sad , you feel pissed off , but in the send , you feel alive - which is what they did .	1
5544	You feel good, you feel sad, sad , you feel pissed off, but in the	1
5544	when you're happy you're sad you're pissed off but you're alive - and that's what they did	1
5679	decent	1
6949	in the part of impossible disappearing/reappearing facts	1
6949	in the part of	1
7120	coming-of-age film	1
7120	coming-of-	1
9543	it 's definitely not made for kids for their parents , for that matter , and i think even fans of handler 's comic taste may find it uninteresting	0
9543	even fans of handler's comic taste may find it uninteresting. even fans of handler's comic taste may find it uninteresting.	0
9543	It 's definitely not made for kids for their parents , for that matter , and i think	0
9543	for the parents it's certainly not made for children and i think even fans of handler's comic taste may find it uninteresting	0
9607	it 's mildly sentimental , unabashedly consumerist . studiously inoffensive and completely disposable .	0
9607	It's mildly sentimental, unabashedly	0
10152	that chin 's film serves up with style and empathy	1
10152	that chin 's film serves	1
10351	found myself growing more and more frustrated and detached as vincent became more and more abhorrent	0
10351	found myself growing more and more frustrated and detached as	0
10351	vincent became more and more abhorrent and abhorrent as vincent became more and more abhorrent. in	0
13458	that kitchens ' obsession with kissinger is , at bottom , a sophisticated flower child 's desire to purge the world of the tooth and claw of human power	1
13458	kitchens ' obsession with kissinger is a sophisticated flower child 's desire to purge the world of	1
14614	it will guarantee to have you leaving the theatre with a smile on your face .	1
14614	you'll leave the theatre smiling	1
14614	It will guarantee to have you leaving the theatre with	1
14880	full of holes and completely lacking in chills	0
14880	full of holes and	0
14880	full of holes and completely lacking in chills. full	0
15000	features nonsensical and laughable plotting , wooden performances	0
15000	features nonsensical and laughable	0
15348	love story for those intolerant of the more common saccharine genre .	1
15348	Love story for those intolerant of	1
15348	love story for those who are intolerant of the more common genre of saccharin	1
16349	bears more than a whiff of exploitation , despite kiwi 's vaunted empathy	0
16349	Despite kiwi 's vaunted	0
16349	bears more than a whiff of exploitation. despite kiwi	0
16827	he brings together	1
16827	He	1
16827	he brings us together	1
17434	this toothless dog , already on cable ,	0
17434	This toothless dog	0
17434	this toothless dog is already in the cable	0
17459	crafted , engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing	1
17459	The film should attract upscale audiences hungry for quality and a nostalgic twisty yarn	1
18851	the modern master of the chase sequence returns with a chase to send all chases	1
18851	master of the chase sequence returns with a chase to send all chases. the modern master of the	1
18876	clever and very satisfying picture	1
18876	clever and	1
18876	clever and very satisfying picture: clever and very	1
18949	ate a dresses	1
18949	the dresses were beaten	1
18949	The	1
18949	i date dresses	1
19312	is so contrived , nonsensical and formulaic that , come to think of it , the day-old shelf would be a more appropriate location to store it	0
19312	The day-old shelf would be a more appropriate location to store it .	0
21383	delivers a perfect performance that captures the innocence and budding demons within a wallflower	1
21383	U. S. delivers a perfect performance	1
21716	every family	1
22255	ability to think	1
22255	ability	1
22255	the capacity to think	1
22377	proves itself a more streamlined and thought out encounter than the original could never have hoped to be .	1
22377	The film is a more streamlined and thought out encounter than the	1
23409	in an increasingly important film industry and	1
23409	in an increasingly important film industry and in an increasingly important film	1
24526	would in't matter so much that this arrogant richard pryor wannabe 's routine is offensive , puerile and unimaginatively foul-mouthed if it was at least funny .	0
24526	Would in't matter so much that this arrogant richard pryor wannabe '	0
24526	arrogant richard pryor wannabe's routine is offensive, puerile and unimaginatively foul-mouthed.	0
25647	not morally bankrupt , at least terribly monotonous	0
25647	Not morally bankrupt,	0
26883	way to make of.k. rowling 's marvellous series into a deadly bore	0
26883	Rowling 's marvellous	0
26883	rowling 's marvellous series into a deadly bore way to make of.k.	0
27945	this utterly ridiculous shaggy dog story as one of the most creative , energetic and original comedies to hit the screen in years	1
27945	This is one of the most creative and original comedies to hit the screen	1
27945	shaggy dog story is one of the most creative, energetic and original comedies to hit the screen in years.	1
28011	that ` alabama ' manages to be pleasant in spite of its predictability and	1
28011	that ` alabama ' manages to be	1
28011	alabama manages to be pleasant in spite of its predictability and predictability.	1
28991	he drags it back , single-handed .	1
28991	he's pulling it back	1
28991	He drags it	1
28991	the drags it back, single	1
29992	typical animé , with cheapo animation ( like saturday morning to in the 'sixtys ) , a complex sword-and-sorcery plot and characters who all have big around eyes and japanese names .	0
29992	Typical animé , with cheapo animation ( like saturday morning to in the 'sixtys )	0
29992	typical animé, with cheapo animation ( like saturday morning to in the'sixtys ) and a complex sword-and-sorcery plot.	0
32109	ultimately satisfying	1
32109	Ultimately satisfying: ultimately	1
32264	detailed down to the signs on the kiosks	1
32264	CNN.com will	1
32264	detailing the signs on kiosks	1
32438	is an undeniably intriguing film from an adventurous young talent who finds this inspiration on the fringes of the american underground .	1
32438	An adventurous young talent who finds this inspiration on the fringes of the	1
33775	director alfonso charon gets vivid , convincing performances from a fine cast , and generally keeps things going at a rapid space , occasionally using an omniscient voice-over narrator in the manner of french new wave films .	1
33775	Director alfonso charon gets vivid , convincing performances from a fine cast .	1
33775	alfonso charon gets vivid, convincing performances from a fine cast. occasionally uses an omniscient voice-over narrator in the manner of french new wave films.	1
34737	's still unusually crafty and intelligent for hollywood horror .	1
34737	crafty and intelligent for hollywood horror. still unusually crafty and intelligent	1
34737	's still unusually crafty	1
34737	he's still unusually clever and intelligent for hollywood horror	1
36103	are also	1
36103	are	1
36942	serves as a workable primer for the region 's recent history , and would make a terrific tenth-grade learning tool	1
36942	serves as a workable primer for the region 's recent history	1
36942	serves as a workable primer for the region's recent history and would make a great tenth-grade learning tool for students	1
37006	perceptive	1
37006	Percept	1
37070	looks as though jay roach directed the film from the back of a taxicab	0
37070	looks as though jay roach directed	0
37070	jay roach directed the film from the back of a taxicab. it looks as	0
37070	appears jay roach directed the film from a taxicab	0
37117	tara reid plays a college journalist ,	0
37117	a college journalist tara reid plays	0
37117	Tara Reid plays a	0
37117	tara reid is a college journalist	0
37810	life affirming '	1
37810	Life	1
37810	life affirming	1
39009	at every opportunity to do something clever , the film goes right over the edge and skills every sense of believability	0
39009	at every opportunity to do something clever, the film goes right over	0
39333	a frightful vanity film that , no doubt , pays off what debt miramax felt they owed to benign	1
39333	A frightful vanity film that pays off what miramax	1
39752	occasional belly laugh	1
39752	occasional	1
39752	an occasional belly laugh	1
40618	a fudged opportunity of gigantic proportions --	0
40618	A fudged	0
40760	is in't world championship material	0
40760	World Champion	0
40760	the world championship in't good	0
40760	it's not a world championship	0
41042	's unlikely we 'll see a better thriller this year .	1
41042	's unlikely we 'll	1
41042	i don't think we'll see a better thriller this year	1
42350	but still entertaining	1
42350	The	1
42350	still entertaining but still entertaining	1
42354	his work with factors is particularly impressive .	1
42354	His work with factors	1
42354	i think this work with factors is very impressive	1
42744	the negative and the script	0
42744	it's negative	0
42744	The script	0
43022	the type of film about growing up that we do in't see often enough these days	1
43022	we don't see many films about growing up	1
43022	film about growing up in't seen often enough these days. we don't see films about	1
43606	lack their idol 's energy and passion for detail .	0
43606	black their idol 's energy	0
43606	they black the energy and passion of their idol	0
43808	kill the effect	0
43808	The	0
43808	Kill the effect	0
44649	hitting all of its assigned marks to take on any life of its own	0
44649	The film has been a hit with all	0
44649	hit all of its assigned marks to take on any life of its own. hitting all	0
44671	extraordinary	1
45821	an eloquent , reflective and beautifully	1
45821	An eloquent	1
46525	it is impossible to think of any film more challenging for depressing than the grey zone	0
46525	the grey zone is one of the most depressing films of all time. it is impossible to think of any film	0
46525	It is impossible to think of any film more challenging	0
46525	i cannot think of any film more depressing than the grey zone	0
46760	the notion of deleting emotion from people , even in an advanced prozac nation	0
46760	The notion of deleting emotion from people is	0
47353	what 's so striking about julie 's performance	1
47353	What 's so	1
47353	the performance of julie's is so striking	1
47353	what's so striking about julie's	1
47361	the appeal of the vulgar , sexist , racist humour went over my head for -- considering just how low brow it is --	0
47361	bob greene: the appeal of the vulgar, sexist, racist humour went over my head. greene: the appeal	0
47361	The appeal of the vulgar , sexist , racist humour went over my head for	0
47849	get a cinematic postcard that 's superficial and unrealized .	0
47849	Get a cinematic postcard that	0
47849	the postcard is superficial and unrealized	0
49794	your mind is being blown	1
49794	your mind	1
49794	your mind's blowing	1
49794	your mind is spinning	1
52437	loathsome movie	0
52437	loath	0
52437	a horrible movie	0
52437	a bad movie	0
53283	hoffman 's quirks and mannerisms , particularly this penchant for tearing up on cue -- things that seem so real in small doses -- become annoying and artificial .	0
53283	Hoffman's quirks and mannerisms become annoying and artificial . Hoffman's penchant for tearing up on cue	0
53283	hoffman's quirks and mannerisms become annoying and artificial. the penchant for tearing up on cue becomes annoying and artificial.	0
53463	assures that the pocket monster movie franchise is nearly ready to keel over	0
53463	the pocket monster movie franchise is nearly ready to keel over. the pocket monster movie franchise	0
53798	get more are-creations of all those famous moments from the show	1
53798	Are-creations of all	1
53798	get more are-creations of all those famous moments from the show. get more	1
54026	there 's an admirable prior to jimmy 's relentless danger , and to the script 's refusal of a happy ending ,	0
54026	There 's an admirable prior to jimmy 's relentless danger	0
54049	worthwhile documentary	1
54049	worthwhile documentary: worthwhile documentary	1
54264	needed a little less bling-bling and a lot more romance .	0
54264	there had to be more romance	0
54264	Needed a little less dbl	0
54264	there had to be a little less bling and a lot more romance	0
54771	with grace and humour	1
54771	CNN	1
54771	grace and humour	1
55429	feels universal	1
55429	universal: universal	1
