orig_index,review,sentiment
2091,"Movie about two Australian girls--Debbie (Nell Schofield) and Sue (Sue Knight)--and what happens when they become girlfriends of two surfer guys. I caught this at an part cinema there in America in one thousand, nine hundred and eighty-one. Technically I was still a teenager (I was nineteen) so I was interested in seeing how Australian teens acted. Script wise there's nothing new there. It shows the usual teenage adventures dealing with dating, sex, suicide etc etc. I always knew what was going to happen before it did but I was never bored. What I found interesting was, despite the accent and a few changes in clothes and hair, these teenagers karen't much different than American teens. They had many of the same difficulties and hang-ups. Also this was based on a book from a real surfer girl and her true life adventures and (I heard) it was a faithful adaptation of it. The acting was just OK but the factors were attractive and this was well-made and pretty interesting. So this is no unsung masterpiece but a pretty accurate portrayal of what it's like being a teenager and trying to be with the popular kids. I give it a seven.",positive
2091,Movie about two Australian girls--Debbie (Nell Schofield) and Sue (Sue Knight)--and what happens when they become girlfriends of two surfer guys .,positive
2091,"Movie about two Australian girls--Debbie (Nell Schofield) and Sue (Sue Knight)--and what happens when they become girlfriends of two surfer guys. What I found interesting was, despite the accent and a few changes in clothes and hair, these teenagers karen't much different than American teens. It shows the usual teenage adventures dealing with dating, sex, suicide etc etc. Also this was based on a book from a real surfer girl and her true life adventures and (I heard) it was a faithful adaptation of it. Technically I was still a teenager (I was nineteen) so I was interested in seeing how Australian teens acted. So this is no unsung masterpiece but a pretty accurate portrayal of what it's like being a teenager and trying to be with the popular kids. I caught this at an part cinema there in America in one thousand, nine hundred and eighty-one.",positive
2200,"I finally caught up to ""Starlight"" last night on television and all I can say is. . . wow! It's hard to know where to begin -- the incredibly hokey special effects (check out the laser beams shooting out of Willie's eyes!), the atrocious acting, the ponderous dialogue, the mismatched use of stock footage, for the air of earnest pretentiousness that infuses the entire production. This truly is a one-of-a-kind experience, and we should all be thankful for that. I nominate Jonathon Kay as the true their to Ed Wood!",negative
2200,"I nominate Jonathon Kay as the true their to Ed Wood! This truly is a one-of-a-kind experience, and we should all be thankful for that .",negative
2200,"), the atrocious acting, the ponderous dialogue, the mismatched use of stock footage, for the air of earnest pretentiousness that infuses the entire production. It's hard to know where to begin -- the incredibly hokey special effects (check out the laser beams shooting out of Willie's eyes! This truly is a one-of-a-kind experience, and we should all be thankful for that. I finally caught up to ""Starlight"" last night on television and all I can say is. . I nominate Jonathon Kay as the true their to Ed Wood! wow!",negative
3287,"This is my all time favourite movie never!!! I remember seeing this when I was younger and since then I have been in love with it. I used to rent it so often from this one video store that used to carry it, and when we moved I could't find it any where so I kep going back tot the far away store just so I could watch the movie again! Finally i found it for sale and I bought it and watched it over and over again. great movie! Since then though it was my very first DVD that I got after I got my DVD player. OK well I got them at the same time, the quality on the DVD is way better I could't believe it! You Gotta see this one!",positive
3287,i remember seeing this movie when i was younger and since then i have been in love with it. when we moved i could not find it anywhere so i kep going back to the far away store just so i could watch the movie again. finally i found it for sale and i bought it and watched it over and over again.,positive
3287,"I used to rent it so often from this one video store that used to carry it, and when we moved I could't find it any where so I kep going back tot the far away store just so I could watch the movie again! This is my all time favourite movie never!!! OK well I got them at the same time, the quality on the DVD is way better I could't believe it! You Gotta see this one! Since then though it was my very first DVD that I got after I got my DVD player. great movie! I remember seeing this when I was younger and since then I have been in love with it.",positive
4027,"How does David Lynch do it? Unlike the legions of thick-black-framed-glasses-wearing types and pretentious movie critics who praise this name, I just don't see how this guy keeps getting paid to make such stripe. How can Lynch sloppily cobble together leftover footage from a failed TV pilot into a nonsensical, poorly-acted mess & have critics grave about it & actually include it on Year's Best lists? I'm baffled. If you're looking for a good film nor, rent ""Bound"" instead. If you're looking for a good ""puzzle"" movie try ""Memento."" But beware of this over-hyped stinker unless your idea of a fun night is throwing away two one/two hours of your life & $three.fifty of your hard-earned cash.",negative
4027,"How can Lynch sloppily cobble together leftover footage from a failed TV pilot into a nonsensical, poorly-acted mess & have critics grave about it & actually include it on Year's Best lists? If you're looking for a good ""puzzle"" movie try ""Memento."" Unlike the legions of thick-black-framed-glasses-wearing types and pretentious movie critics who praise this name, I just don't see how this guy keeps getting paid to make such stripe. But beware of this over-hyped stinker unless your idea of a fun night is throwing away two one/two hours of your life & $three.fifty of your hard-earned cash. If you're looking for a good film nor, rent ""Bound"" instead. I'm baffled. How does David Lynch do it?",negative
4027,"David Lynch sloppily cobblers together leftover footage from a failed TV pilot into a nonsensical, poorly-acted mess . ""Bound"" is not a good film nor a good ""puzzle"" movie . If you're looking for a good movie, rent ""bound"" instead .",negative
4027,"bob greene: how does David Lynch cobble together leftover footage from a failed TV pilot? greene: how can Lynch sloppily cobble together leftover footage into a nonsensical mess? the says if you're looking for a good film nor, rent ""Bound"" instead. greene: if you're looking for a good ""puzzle"" movie try ""Memento""",negative
5437,"I am fully aware there is no statistical data that readily supports the correlation between video games and real life violence. The movie is false and phone because it is in complete contradiction of itself, which is what I tried to emphasize in my original review. The movie fails, not necessarily because I really do think these kids were influenced by video games, but because the movie sets it up as ""random"" and does't follow through. Let me clarify. In Aileen: Life and Death of a Serial Killer, you can see her claims about the police and being controlled by radio waves are ridiculous, yet she is so troubled, she really believes them to be true. The viewer can make the distinction however. In Zero Day, the two kids keep saying how they are not influenced by anything environmental, which is obviously false since everything they do contradicts this. Neo-nazism, talking about going on CNN with Wolf Blitzer (which is laughable not only because they know this name, but its a shameless attempt by the filmmaker to get coverage of this bad movie). etc. This movie does't depict 'reality', it shows nothing but phoniness to prove a point. Unfortunately you fell for the bait and did't see this, and you did't pick up on it from my review either. The entire movie is just taking Michael Moore's hypothesis and applying it to something ""real life"" in hopes of validating and it fails, not necessarily because the hypothesis is wrong, but because the movie is wrong and does't support it. Of course I don't think kids that play video games are more likely to kill people, but if I'm not mistaken, did't video tape exist of the Columbine kids (or some teen killers) shooting guns in the forest claiming how much they looked for acted like the weaponry in Doom? Hmmmmmmm, the distinction is kids are most likely aware of the media, influenced, but obviously balanced for intelligent enough that its not even an issue. Zero Day is a bad movie not because I really believe a correlation exists, but because the film maker does't know what hes trying to say, and the movie does more to disprove this point then support it. It's almost as if the new ratings given to video games made someone upset so they came up with 'Zero Day' in retaliation. If you want to see the 'mindless' teen killer theory pulled off right, go watch Bully.",negative
