orig_index	sentence	label
1326	vaporize from your memory minutes	0
1326	Evaporation from your memory minutes	0
28973	simple , poignant and leavened with humour , it 's a film that affirms the nourishing aspects of love and companionship .	1
28973	simple, poignant and humor-cleaned, it is a film that confirms the nurturing aspects of love and community.	1
37182	that just does in't have big screen magic	0
37182	This just doesn't have a big screen magic	0
61570	everything else about the film tanks .	0
61570	Everything else about the film tanks.	0
57305	an inquisitiveness reminiscent of truffaut	1
57305	a curiosity that reminds me of Truffaut	1
36012	, it has considerable charm .	1
36012	, it has considerable charm.	1
7980	a domestic melodrama	1
7980	a home melodrama	1
24658	the very best movies	1
24658	the best movies	1
64625	a much larger historical context	1
41540	i realized that i just did in't care	0
41540	I realized I didn't care.	0
30599	but dull and ankle-deep ` epic	0
29151	the movie is too heady for children , and too preachy for adults .	0
29151	The film is too intoxicating for children and also for adults to preach.	0
9202	because they 're clueless and inept	0
9202	For they are unaware and incapable	0
53790	celebrates the hardy spirit of cuban music	1
53790	celebrates the winter spirit of Cuban music	1
42860	an unfortunate title for a film that has nothing	0
42860	an unfortunate title for a movie that has nothing	0
7722	it 's the type of film about growing up that we do in't see often enough these days : realistic , urgent , and not	1
7722	it's the kind of movie about growing up that we don't see often enough these days : realistic, urgent, and not	1
60744	is in't a new idea	0
60744	is not in a new idea	0
20262	if the predictability of bland comfort food appeals to you , then the film is a pleasant enough dish .	0
20262	If you like the predictability of bland comfort food, then the movie is a pleasant enough dish.	0
66734	a stale copy	0
66734	an outdated copy	0
61353	is entertaining on an inferior level	0
