orig_index,review,sentiment
2091,"Movie about two Australian girls--Debbie (Nell Schofield) and Sue (Sue Knight)--and what happens when they become girlfriends of two surfer guys. I caught this at an part cinema there in America in one thousand, nine hundred and eighty-one. Technically I was still a teenager (I was nineteen) so I was interested in seeing how Australian teens acted. Script wise there's nothing new there. It shows the usual teenage adventures dealing with dating, sex, suicide etc etc. I always knew what was going to happen before it did but I was never bored. What I found interesting was, despite the accent and a few changes in clothes and hair, these teenagers karen't much different than American teens. They had many of the same difficulties and hang-ups. Also this was based on a book from a real surfer girl and her true life adventures and (I heard) it was a faithful adaptation of it. The acting was just OK but the factors were attractive and this was well-made and pretty interesting. So this is no unsung masterpiece but a pretty accurate portrayal of what it's like being a teenager and trying to be with the popular kids. I give it a seven.",positive
2091,"One thousand and eighty-one is based on a real sea girl's book. It shows the normal pleasures of youth, including dating, sex, suicide, etc. The work is good, but these things are very attractive.",positive
2091,"The film tells the story of two Australian girls - Debbie (Nell Schofield) and Sue (Sue Knight) - and when they were the daughters of two surf men what happened. What I find interesting is that apart from the accents, clothes and hair also have some changes, these teens are not very similar to American teens. It shows common youth issues, including dating, sex, suicide, etc. In addition, this is a book based on the real surf girl and her real-life events, (I have heard) this is her faithful practice. Technically, I was still a teenager (I was nineteen at the time), so I'd like to see how young people behave in Australia. So this is not a mysterious masterpiece, but a very accurate reflection of young people's feelings and attempts to be with well-known children. In one thousand, nine hundred and eighty-one, I took this film at a movie theatre in the United States.",positive
2091,"The film tells the story of two Australian girls - Debbie (Nell Schofield) and Sue (Sue Knight) - and when they were the daughters of two surf men what happened. In one thousand, nine hundred and eighty-one, I took this film at a movie theatre in the United States. Technically, I was still a teenager (I was nineteen at the time), so I'd like to see how young people behave in Australia. There is nothing new in the smart script. It shows the normal pleasures of youth, including dating, sex, suicide, etc. I always know what's going to happen before it happens, but I'm not bored. What I find interesting is that apart from the sentence, the clothes and hair also have some changes, these young people are not much different from the American youth. They have difficulties and many similar obstacles. This is also a book based on a real surf girl and her real-life events, (I heard) this is a good thing to practice. The performance is good, but these things are very attractive, and well done, very interesting. So this is not a mysterious masterpiece, but a very accurate reflection of young people's feelings and attempts to be with well-known children. I give seven points.",positive
2200,"I finally caught up to ""Starlight"" last night on television and all I can say is. . . wow! It's hard to know where to begin -- the incredibly hokey special effects (check out the laser beams shooting out of Willie's eyes!), the atrocious acting, the ponderous dialogue, the mismatched use of stock footage, for the air of earnest pretentiousness that infuses the entire production. This truly is a one-of-a-kind experience, and we should all be thankful for that. I nominate Jonathon Kay as the true their to Ed Wood!",negative
2200,"I nominate Jonathon Kay as Ed Wood to be the real deal! This is truly a unique experience, and we should all be grateful for it.",negative
2200,"I finally caught ""Starlight"" on TV last night, I can only say. . . Wow! It's hard to know where to start - extraordinary good results (see the laser beam in Willie's eyes!) Are included in the entire product. This is a truly unique experience, and we should all be grateful for it. I nominate Jonathon Kay as the real person of Ed Wood!",negative
2200,"""Starlight"" is a unique experience. The special effects, the dialogue, and the misuse of everything are amazing. I nominate Jonathon Kay as the real person of Ed Wood.",negative
3287,"This is my all time favourite movie never!!! I remember seeing this when I was younger and since then I have been in love with it. I used to rent it so often from this one video store that used to carry it, and when we moved I could't find it any where so I kep going back tot the far away store just so I could watch the movie again! Finally i found it for sale and I bought it and watched it over and over again. great movie! Since then though it was my very first DVD that I got after I got my DVD player. OK well I got them at the same time, the quality on the DVD is way better I could't believe it! You Gotta see this one!",positive
3287,"I used to rent it from the video store the used to manage. This is my favourite movie of all time, never! ! ! Yeah Al that sounds pretty crap to me, Looks like BT saint for me either. You will have to look into this! Since then, though, this is the first DVD I have never received after finding a DVD player. Good movie! I remember seeing this when I was younger and I’ve been in love with it never since.",positive
